EQUNR;SERNR;MATNR;HERST;WERK;INBDT;BAUJJ;CHARGE;LVORM;EQKTX
LSGSA52M5DY037448;LSGSA52M5DY037448;000000000000748927;;;00000000;2013;;;CHEVROLET SAIL
LSGSA52M5DY042177;LSGSA52M5DY042177;000000000000748927;;;00000000;2013;;;CHEVROLET SAIL
LSGSA52M6DY214490;LSGSA52M6DY214490;000000000000748927;;;00000000;2013;;;CHEVROLET SAIL
LSGSA52M7CY202169;LSGSA52M7CY202169;000000000000748927;;;00000000;2012;;;CHEVROLET SAIL
LSGSA52M7EY030550;LSGSA52M7EY030550;000000000000748927;;;00000000;2014;;;CHEVROLET SAIL
LSGSA52M7GY102785;LSGSA52M7GY102785;000000000000748927;;;00000000;2016;;;CHEVROLET SAIL
LSGSA52M8DY023802;LSGSA52M8DY023802;000000000000748927;;;00000000;2013;;;CHEVROLET SAIL
LSGSA52M3DY179620;LSGSA52M3DY179620;000000000000748927;;;00000000;2013;;;CHEVROLET SAIL
LSGSA52M5DY059592;LSGSA52M5DY059592;000000000000748927;;;00000000;2013;;;CHEVROLET SAIL
LSGSA52M6EX013349;LSGSA52M6EX013349;000000000000748927;;;00000000;2014;;;CHEVROLET SAIL
LSGSA52M7EY053942;LSGSA52M7EY053942;000000000000748927;;;00000000;2014;;;CHEVROLET SAIL
LSGSA52M4CY149878;LSGSA52M4CY149878;000000000000748927;;;00000000;2012;;;CHEVROLET SAIL
LSGSA52M52Y288238;LSGSA52M52Y288238;000000000000748927;;;00000000;2002;;;CHEVROLET SAIL
LSGSA52M5B4117777;LSGSA52M5B4117777;000000000000748927;;;00000000;2011;;;CHEVROLET SAIL
LSGSA52M5DY086372;LSGSA52M5DY086372;000000000000748927;;;00000000;2013;;;CHEVROLET SAIL
LSGSA52M6C229232;LSGSA52M6C229232;000000000000748927;;;00000000;2013;;;CHEVROLET SAIL
LSGSA52M6CY042153;LSGSA52M6CY042153;000000000000748927;;;00000000;2012;;;CHEVROLET SAIL
LSGSA52M6EY013223;LSGSA52M6EY013223;000000000000748927;;;00000000;2014;;;CHEVROLET SAIL
LSGSA52M7CY263180;LSGSA52M7CY263180;000000000000748927;;;00000000;2012;;;CHEVROLET SAIL
LSGSA52M7CY282818;LSGSA52M7CY282818;000000000000748927;;;00000000;2012;;;CHEVROLET SAIL
LSGSA52M7EY080722;LSGSA52M7EY080722;000000000000748927;;;00000000;2014;;;CHEVROLET SAIL
LSGSA52M8DY061496;LSGSA52M8DY061496;000000000000748927;;;00000000;2013;;;CHEVROLET SAIL
LSGSA52M2FY156106;LSGSA52M2FY156106;000000000000748927;;;00000000;2015;;;CHEVROLET SAIL
LSGSA52M2FY176470;LSGSA52M2FY176470;000000000000748927;;;00000000;2015;;;CHEVROLET SAIL
LSGSA52M3BY188394;LSGSA52M3BY188394;000000000000748927;;;00000000;2011;;;CHEVROLET SAIL
LSGSA52M3DY215788;LSGSA52M3DY215788;000000000000748927;;;00000000;2013;;;CHEVROLET SAIL
LSGSA52M3DY216076;LSGSA52M3DY216076;000000000000748927;;;00000000;2013;;;CHEVROLET SAIL
LSGSA52M3GY011237;LSGSA52M3GY011237;000000000000748927;;;00000000;2016;;;CHEVROLET SAIL
LSGSA52M3GY011240;LSGSA52M3GY011240;000000000000748927;;;00000000;2016;;;CHEVROLET SAIL
LSGSA52M4EY089300;LSGSA52M4EY089300;000000000000748927;;;00000000;2014;;;CHEVROLET SAIL
LSGSA52M4EY089863;LSGSA52M4EY089863;000000000000748927;;;00000000;2014;;;CHEVROLET SAIL
LSGSA52M4EY091239;LSGSA52M4EY091239;000000000000748927;;;00000000;2014;;;CHEVROLET SAIL
LSGSA52M6CY043853;LSGSA52M6CY043853;000000000000748927;;;00000000;2012;;;CHEVROLET SAIL
LSGSA52M6CY148831;LSGSA52M6CY148831;000000000000748927;;;00000000;2012;;;CHEVROLET SAIL
LSGSA52M7CY311261;LSGSA52M7CY311261;000000000000748927;;;00000000;2012;;;CHEVROLET SAIL
LSGSA52M86Y005725;LSGSA52M86Y005725;000000000000748927;;;00000000;2006;;;CHEVROLET SAIL
LSGSA52M8BY001800;LSGSA52M8BY001800;000000000000748927;;;00000000;2011;;;CHEVROLET SAIL
LSGSA52M3EY004253;LSGSA52M3EY004253;000000000000748927;;;00000000;2014;;;CHEVROLET SAIL
LSGSA52M5DY127762;LSGSA52M5DY127762;000000000000748927;;;00000000;2013;;;CHEVROLET SAIL
LSGSA52M5FY194400;LSGSA52M5FY194400;000000000000748927;;;00000000;2015;;;CHEVROLET SAIL
LSGSA52M6CY149168;LSGSA52M6CY149168;000000000000748927;;;00000000;2012;;;CHEVROLET SAIL
LSGSA52M6CY150286;LSGSA52M6CY150286;000000000000748927;;;00000000;2012;;;CHEVROLET SAIL
LSGSA52M6EY029938;LSGSA52M6EY029938;000000000000748927;;;00000000;2014;;;CHEVROLET SAIL
LSGSA52M6EY030250;LSGSA52M6EY030250;000000000000748927;;;00000000;2014;;;CHEVROLET SAIL
LSGSA52M7DY037366;LSGSA52M7DY037366;000000000000748927;;;00000000;2013;;;CHEVROLET SAIL
LSGSA52M7DY046214;LSGSA52M7DY046214;000000000000748927;;;00000000;2013;;;CHEVROLET SAIL
LSGSA52M8BY028933;LSGSA52M8BY028933;000000000000748927;;;00000000;2011;;;CHEVROLET SAIL
LSGSA52M8DY127979;LSGSA52M8DY127979;000000000000748927;;;00000000;2013;;;CHEVROLET SAIL
LSGSA52M3GY046487;LSGSA52M3GY046487;000000000000748927;;;00000000;2016;;;CHEVROLET SAIL
LSGSA52M4EY155702;LSGSA52M4EY155702;000000000000748927;;;00000000;2014;;;CHEVROLET SAIL
LSGSA52M5BY141173;LSGSA52M5BY141173;000000000000748927;;;00000000;2011;;;CHEVROLET SAIL
LSGSA52M5FY215987;LSGSA52M5FY215987;000000000000748927;;;00000000;2015;;;CHEVROLET SAIL
LSGSA52M5G4062190;LSGSA52M5G4062190;000000000000748927;;;00000000;2016;;;CHEVROLET SAIL
LSGSA52M5GY003116;LSGSA52M5GY003116;000000000000748927;;;00000000;2016;;;CHEVROLET SAIL
LSGSA52M6CY229568;LSGSA52M6CY229568;000000000000748927;;;00000000;2012;;;CHEVROLET SAIL
LSGSA52M7DY047377;LSGSA52M7DY047377;000000000000748927;;;00000000;2013;;;CHEVROLET SAIL
LSGSA52M7EY223782;LSGSA52M7EY223782;000000000000748927;;;00000000;2014;;;CHEVROLET SAIL
LSGSA52M3CY182404;LSGSA52M3CY182404;000000000000748927;;;00000000;2012;;;CHEVROLET SAIL
LSGSA52M3CY202411;LSGSA52M3CY202411;000000000000748927;;;00000000;2012;;;CHEVROLET SAIL
LSGSA52M3CY211127;LSGSA52M3CY211127;000000000000748927;;;00000000;2012;;;CHEVROLET SAIL
LSGSA52M3EY024342;LSGSA52M3EY024342;000000000000748927;;;00000000;2014;;;CHEVROLET SAIL
LSGSA52M3EY025006;LSGSA52M3EY025006;000000000000748927;;;00000000;2014;;;CHEVROLET SAIL
LSGSA52M4EY224601;LSGSA52M4EY224601;000000000000748927;;;00000000;2014;;;CHEVROLET SAIL
LSGSA52M4EY233346;LSGSA52M4EY233346;000000000000748927;;;00000000;2014;;;CHEVROLET SAIL
LSGSA52M5DY175360;LSGSA52M5DY175360;000000000000748927;;;00000000;2013;;;CHEVROLET SAIL
LSGSA52M5GY008535;LSGSA52M5GY008535;000000000000748927;;;00000000;2016;;;CHEVROLET SAIL
LSGSA52M7DY061571;LSGSA52M7DY061571;000000000000748927;;;00000000;2013;;;CHEVROLET SAIL
LSGSA52M7DY084610;LSGSA52M7DY084610;000000000000748927;;;00000000;2013;;;CHEVROLET SAIL
LSGSA52M7EY224687;LSGSA52M7EY224687;000000000000748927;;;00000000;2014;;;CHEVROLET SAIL
LSGSA52M8BY166553;LSGSA52M8BY166553;000000000000748927;;;00000000;2011;;;CHEVROLET SAIL
LSGSA52M3CY230287;LSGSA52M3CY230287;000000000000748927;;;00000000;2012;;;CHEVROLET SAIL
LSGSA52M3CY231245;LSGSA52M3CY231245;000000000000748927;;;00000000;2012;;;CHEVROLET SAIL
LSGSA52M3EY030044;LSGSA52M3EY030044;000000000000748927;;;00000000;2014;;;CHEVROLET SAIL
LSGSA52M3EY030383;LSGSA52M3EY030383;000000000000748927;;;00000000;2014;;;CHEVROLET SAIL
LSGSA52M3GY116943;LSGSA52M3GY116943;000000000000748927;;;00000000;2016;;;CHEVROLET SAIL
LSGSA52M4DY059678;LSGSA52M4DY059678;000000000000748927;;;00000000;2013;;;CHEVROLET SAIL
LSGSA52M4DY084046;LSGSA52M4DY084046;000000000000748927;;;00000000;2013;;;CHEVROLET SAIL
LSGSA52M5CY042130;LSGSA52M5CY042130;000000000000748927;;;00000000;2012;;;CHEVROLET SAIL
LSGSA52M5GY023471;LSGSA52M5GY023471;000000000000748927;;;00000000;2016;;;CHEVROLET SAIL
LSGSA52M6CY310635;LSGSA52M6CY310635;000000000000748927;;;00000000;2012;;;CHEVROLET SAIL
LSGSA52M6CY313034;LSGSA52M6CY313034;000000000000748927;;;00000000;2012;;;CHEVROLET SAIL
LSGSA52M7BY001447;LSGSA52M7BY001447;000000000000748927;;;00000000;2011;;;CHEVROLET SAIL
LSGSA52M8BY185250;LSGSA52M8BY185250;000000000000748927;;;00000000;2011;;;CHEVROLET SAIL
LSGSA52M8BY186155;LSGSA52M8BY186155;000000000000748927;;;00000000;2011;;;CHEVROLET SAIL
LSGSA52M2GY023072;LSGSA52M2GY023072;000000000000748927;;;00000000;2016;;;CHEVROLET SAIL
LSGSA52M3CY287654;LSGSA52M3CY287654;000000000000748927;;;00000000;2012;;;CHEVROLET SAIL
LSGSA52M3GY121365;LSGSA52M3GY121365;000000000000748927;;;00000000;2016;;;CHEVROLET SAIL
LSGSA52M6EY138576;LSGSA52M6EY138576;000000000000748927;;;00000000;2014;;;CHEVROLET SAIL
LSGSA52M7BY030110;LSGSA52M7BY030110;000000000000748927;;;00000000;2011;;;CHEVROLET SAIL
LSGSA52M7DY127018;LSGSA52M7DY127018;000000000000748927;;;00000000;2013;;;CHEVROLET SAIL
LSGSA52M8CY043403;LSGSA52M8CY043403;000000000000748927;;;00000000;2012;;;CHEVROLET SAIL
LSGSA52M8CY064834;LSGSA52M8CY064834;000000000000748927;;;00000000;2012;;;CHEVROLET SAIL
LSGSA52M8DY201532;LSGSA52M8DY201532;000000000000748927;;;00000000;2013;;;CHEVROLET SAIL
LSGSA52M2GY062387;LSGSA52M2GY062387;000000000000748927;;;00000000;2016;;;CHEVROLET SAIL
LSGSA52M3CY310690;LSGSA52M3CY310690;000000000000748927;;;00000000;2012;;;CHEVROLET SAIL
LSGSA52M3CY311256;LSGSA52M3CY311256;000000000000748927;;;00000000;2012;;;CHEVROLET SAIL
LSGSA52M43414232;LSGSA52M43414232;000000000000748927;;;00000000;2011;;;CHEVROLET SAIL
LSGSA52M4FY217701;LSGSA52M4FY217701;000000000000748927;;;00000000;2015;;;CHEVROLET SAIL
LSGSA52M5EY004349;LSGSA52M5EY004349;000000000000748927;;;00000000;2014;;;CHEVROLET SAIL
LSGSA52M5GY061136;LSGSA52M5GY061136;000000000000748927;;;00000000;2016;;;CHEVROLET SAIL
LSGSA52M6EY155863;LSGSA52M6EY155863;000000000000748927;;;00000000;2014;;;CHEVROLET SAIL
LSGSA52M6EY208075;LSGSA52M6EY208075;000000000000748927;;;00000000;2014;;;CHEVROLET SAIL
LSGSA52M8CY065255;LSGSA52M8CY065255;000000000000748927;;;00000000;2012;;;CHEVROLET SAIL
LSGSA52M8CY091709;LSGSA52M8CY091709;000000000000748927;;;00000000;2012;;;CHEVROLET SAIL
LSGSA52M3DY023819;LSGSA52M3DY023819;000000000000748927;;;00000000;2013;;;CHEVROLET SAIL
LSGSA52M3EY091216;LSGSA52M3EY091216;000000000000748927;;;00000000;2014;;;CHEVROLET SAIL
LSGSA52M3EY107611;LSGSA52M3EY107611;000000000000748927;;;00000000;2014;;;CHEVROLET SAIL
LSGSA52M4BY001826;LSGSA52M4BY001826;000000000000748927;;;00000000;2011;;;CHEVROLET SAIL
LSGSA52M4BY009358;LSGSA52M4BY009358;000000000000748927;;;00000000;2011;;;CHEVROLET SAIL
LSGSA52M4BY009392;LSGSA52M4BY009392;000000000000748927;;;00000000;2011;;;CHEVROLET SAIL
LSGSA52M4GY005799;LSGSA52M4GY005799;000000000000748927;;;00000000;2016;;;CHEVROLET SAIL
LSGSA52M5EY024200;LSGSA52M5EY024200;000000000000748927;;;00000000;2014;;;CHEVROLET SAIL
LSGSA52M6EY233770;LSGSA52M6EY233770;000000000000748927;;;00000000;2014;;;CHEVROLET SAIL
LSGSA52M7BY118462;LSGSA52M7BY118462;000000000000748927;;;00000000;2011;;;CHEVROLET SAIL
LSGSA52M7DY177546;LSGSA52M7DY177546;000000000000748927;;;00000000;2013;;;CHEVROLET SAIL
LSGSA52M7FY215974;LSGSA52M7FY215974;000000000000748927;;;00000000;2015;;;CHEVROLET SAIL
LSGSA52M7GY003351;LSGSA52M7GY003351;000000000000748927;;;00000000;2016;;;CHEVROLET SAIL
LSGSA52M8EY003602;LSGSA52M8EY003602;000000000000748927;;;00000000;2014;;;CHEVROLET SAIL
LSGSA52M3EY137854;LSGSA52M3EY137854;000000000000748927;;;00000000;2014;;;CHEVROLET SAIL
LSGSA52M4GY009707;LSGSA52M4GY009707;000000000000748927;;;00000000;2016;;;CHEVROLET SAIL
LSGSA52M5CY201633;LSGSA52M5CY201633;000000000000748927;;;00000000;2012;;;CHEVROLET SAIL
LSGSA52M6DY103258;LSGSA52M6DY103258;000000000000748927;;;00000000;2013;;;CHEVROLET SAIL
LSGSA52M6DY104149;LSGSA52M6DY104149;000000000000748927;;;00000000;2013;;;CHEVROLET SAIL
LSGSA52M6EY237933;LSGSA52M6EY237933;000000000000748927;;;00000000;2014;;;CHEVROLET SAIL
LSGSA52M7DY180298;LSGSA52M7DY180298;000000000000748927;;;00000000;2013;;;CHEVROLET SAIL
LSGSA52M8CY151486;LSGSA52M8CY151486;000000000000748927;;;00000000;2012;;;CHEVROLET SAIL
LSGSA52M8CY182124;LSGSA52M8CY182124;000000000000748927;;;00000000;2012;;;CHEVROLET SAIL
LSGSA52M2GY121423;LSGSA52M2GY121423;000000000000748927;;;00000000;2016;;;CHEVROLET SAIL
LSGSA52M3DY046999;LSGSA52M3DY046999;000000000000748927;;;00000000;2013;;;CHEVROLET SAIL
LSGSA52M4BY052694;LSGSA52M4BY052694;000000000000748927;;;00000000;2011;;;CHEVROLET SAIL
LSGSA52M6FY155735;LSGSA52M6FY155735;000000000000748927;;;00000000;2015;;;CHEVROLET SAIL
LSGSA52M6FY176293;LSGSA52M6FY176293;000000000000748927;;;00000000;2015;;;CHEVROLET SAIL
LSGSA52M7GY011208;LSGSA52M7GY011208;000000000000748927;;;00000000;2016;;;CHEVROLET SAIL
LSGSA52M8CY230267;LSGSA52M8CY230267;000000000000748927;;;00000000;2012;;;CHEVROLET SAIL
LSGSA52M8EY029200;LSGSA52M8EY029200;000000000000748927;;;00000000;2014;;;CHEVROLET SAIL
LSGSA52M8EY029407;LSGSA52M8EY029407;000000000000748927;;;00000000;2014;;;CHEVROLET SAIL
LSGSA58M2EY041124;LSGSA58M2EY041124;000000000000748927;;;00000000;2014;;;CHEVROLET SAIL
LSGSA52M9DY060180;LSGSA52M9DY060180;000000000000748927;;;00000000;2013;;;CHEVROLET SAIL
LSGSA52MXBY141086;LSGSA52MXBY141086;000000000000748927;;;00000000;2011;;;CHEVROLET SAIL
LSGSA52MXEY004153;LSGSA52MXEY004153;000000000000748927;;;00000000;2014;;;CHEVROLET SAIL
LSGSA58M0BY189428;LSGSA58M0BY189428;000000000000748927;;;00000000;2011;;;CHEVROLET SAIL
LSGSA58M0EY052316;LSGSA58M0EY052316;000000000000748927;;;00000000;2014;;;CHEVROLET SAIL
LSGSA58M0EY053465;LSGSA58M0EY053465;000000000000748927;;;00000000;2014;;;CHEVROLET SAIL
LSGSA58M1BY085241;LSGSA58M1BY085241;000000000000748927;;;00000000;2011;;;CHEVROLET SAIL
LSGSA58M1CY287188;LSGSA58M1CY287188;000000000000748927;;;00000000;2012;;;CHEVROLET SAIL
LSGSA58M1CY287790;LSGSA58M1CY287790;000000000000748927;;;00000000;2012;;;CHEVROLET SAIL
LSGSA58M1DY176254;LSGSA58M1DY176254;000000000000748927;;;00000000;2013;;;CHEVROLET SAIL
LSGSA58M2DY045754;LSGSA58M2DY045754;000000000000748927;;;00000000;2013;;;CHEVROLET SAIL
LSGSA58M2EY041561;LSGSA58M2EY041561;000000000000748927;;;00000000;2014;;;CHEVROLET SAIL
LSGSA52M9DY084656;LSGSA52M9DY084656;000000000000748927;;;00000000;2013;;;CHEVROLET SAIL
LSGSA52M9DY085192;LSGSA52M9DY085192;000000000000748927;;;00000000;2013;;;CHEVROLET SAIL
LSGSA52M9DY103075;LSGSA52M9DY103075;000000000000748927;;;00000000;2013;;;CHEVROLET SAIL
LSGSA52MXBY179176;LSGSA52MXBY179176;000000000000748927;;;00000000;2011;;;CHEVROLET SAIL
LSGSA58M0CY020169;LSGSA58M0CY020169;000000000000748927;;;00000000;2012;;;CHEVROLET SAIL
LSGSA58M0CY042401;LSGSA58M0CY042401;000000000000748927;;;00000000;2012;;;CHEVROLET SAIL
LSGSA58M0CY043127;LSGSA58M0CY043127;000000000000748927;;;00000000;2012;;;CHEVROLET SAIL
LSGSA58M0DY084634;LSGSA58M0DY084634;000000000000748927;;;00000000;2013;;;CHEVROLET SAIL
LSGSA58M1BY117668;LSGSA58M1BY117668;000000000000748927;;;00000000;2011;;;CHEVROLET SAIL
LSGSA58M1BY117783;LSGSA58M1BY117783;000000000000748927;;;00000000;2011;;;CHEVROLET SAIL
LSGSA58M1BY141498;LSGSA58M1BY141498;000000000000748927;;;00000000;2011;;;CHEVROLET SAIL
LSGSA58M2CY017242;LSGSA58M2CY017242;000000000000748927;;;00000000;2012;;;CHEVROLET SAIL
LSGSA58M2CY019444;LSGSA58M2CY019444;000000000000748927;;;00000000;2012;;;CHEVROLET SAIL
LSGSA58M2CY019850;LSGSA58M2CY019850;000000000000748927;;;00000000;2012;;;CHEVROLET SAIL
LSGSA52M8EY090241;LSGSA52M8EY090241;000000000000748927;;;00000000;2014;;;CHEVROLET SAIL
LSGSA52MXC4065161;LSGSA52MXC4065161;000000000000748927;;;00000000;2012;;;CHEVROLET SAIL
LSGSA52MXCY019412;LSGSA52MXCY019412;000000000000748927;;;00000000;2012;;;CHEVROLET SAIL
LSGSA52MXEY025035;LSGSA52MXEY025035;000000000000748927;;;00000000;2014;;;CHEVROLET SAIL
LSGSA58M0EY090435;LSGSA58M0EY090435;000000000000748927;;;00000000;2014;;;CHEVROLET SAIL
LSGSA58M1BY156857;LSGSA58M1BY156857;000000000000748927;;;00000000;2011;;;CHEVROLET SAIL
LSGSA58M1DY004468;LSGSA58M1DY004468;000000000000748927;;;00000000;2013;;;CHEVROLET SAIL
LSGSA58M2CY043596;LSGSA58M2CY043596;000000000000748927;;;00000000;2012;;;CHEVROLET SAIL
LSGSA58M2DY084151;LSGSA58M2DY084151;000000000000748927;;;00000000;2013;;;CHEVROLET SAIL
LSGSA58M2DY084246;LSGSA58M2DY084246;000000000000748927;;;00000000;2013;;;CHEVROLET SAIL
LSGSA52M9GY002879;LSGSA52M9GY002879;000000000000748927;;;00000000;2016;;;CHEVROLET SAIL
LSGSA52MXCY043418;LSGSA52MXCY043418;000000000000748927;;;00000000;2012;;;CHEVROLET SAIL
LSGSA58M0CY121101;LSGSA58M0CY121101;000000000000748927;;;00000000;2012;;;CHEVROLET SAIL
LSGSA58M1DY005097;LSGSA58M1DY005097;000000000000748927;;;00000000;2013;;;CHEVROLET SAIL
LSGSA58M1DY024442;LSGSA58M1DY024442;000000000000748927;;;00000000;2013;;;CHEVROLET SAIL
LSGSA58M1DY200715;LSGSA58M1DY200715;000000000000748927;;;00000000;2013;;;CHEVROLET SAIL
LSGSA58M1FY174345;LSGSA58M1FY174345;000000000000748927;;;00000000;2015;;;CHEVROLET SAIL
LSGSA58M2CY120726;LSGSA58M2CY120726;000000000000748927;;;00000000;2012;;;CHEVROLET SAIL
LSGSA52M8EY185334;LSGSA52M8EY185334;000000000000748927;;;00000000;2014;;;CHEVROLET SAIL
LSGSA52M9BY117801;LSGSA52M9BY117801;000000000000748927;;;00000000;2011;;;CHEVROLET SAIL
LSGSA52M9DY159565;LSGSA52M9DY159565;000000000000748927;;;00000000;2013;;;CHEVROLET SAIL
LSGSA52MXCY065340;LSGSA52MXCY065340;000000000000748927;;;00000000;2012;;;CHEVROLET SAIL
LSGSA58M0CY149108;LSGSA58M0CY149108;000000000000748927;;;00000000;2012;;;CHEVROLET SAIL
LSGSA58M1DY024488;LSGSA58M1DY024488;000000000000748927;;;00000000;2013;;;CHEVROLET SAIL
LSGSA58M1EY023178;LSGSA58M1EY023178;000000000000748927;;;00000000;2014;;;CHEVROLET SAIL
LSGSA52M9BY142536;LSGSA52M9BY142536;000000000000748927;;;00000000;2011;;;CHEVROLET SAIL
LSGSA52MXCY149447;LSGSA52MXCY149447;000000000000748927;;;00000000;2012;;;CHEVROLET SAIL
LSGSA52MXEY089432;LSGSA52MXEY089432;000000000000748927;;;00000000;2014;;;CHEVROLET SAIL
LSGSA52MZDY086684;LSGSA52MZDY086684;000000000000748927;;;00000000;2013;;;CHEVROLET SAIL
LSGSA58M0DY154214;LSGSA58M0DY154214;000000000000748927;;;00000000;2013;;;CHEVROLET SAIL
LSGSA58M0EY208127;LSGSA58M0EY208127;000000000000748927;;;00000000;2014;;;CHEVROLET SAIL
LSGSA58M1BY185145;LSGSA58M1BY185145;000000000000748927;;;00000000;2011;;;CHEVROLET SAIL
LSGSA58M1DY036639;LSGSA58M1DY036639;000000000000748927;;;00000000;2013;;;CHEVROLET SAIL
LSGSA58M1DY037337;LSGSA58M1DY037337;000000000000748927;;;00000000;2013;;;CHEVROLET SAIL
LSGSA58M1EY023519;LSGSA58M1EY023519;000000000000748927;;;00000000;2014;;;CHEVROLET SAIL
LSGSA58M20DY176098;LSGSA58M20DY176098;000000000000748927;;;00000000;2015;;;CHEVROLET SAIL
LSGSA58M2CY182272;LSGSA58M2CY182272;000000000000748927;;;00000000;2012;;;CHEVROLET SAIL
LSGSA58M2CY182904;LSGSA58M2CY182904;000000000000748927;;;00000000;2012;;;CHEVROLET SAIL
LSGSA52M8FY091194;LSGSA52M8FY091194;000000000000748927;;;00000000;2015;;;CHEVROLET SAIL
LSGSA52M9BY166576;LSGSA52M9BY166576;000000000000748927;;;00000000;2011;;;CHEVROLET SAIL
LSGSA52M9DY202009;LSGSA52M9DY202009;000000000000748927;;;00000000;2013;;;CHEVROLET SAIL
LSGSA52M9DY202155;LSGSA52M9DY202155;000000000000748927;;;00000000;2013;;;CHEVROLET SAIL
LSGSA52M9GY011212;LSGSA52M9GY011212;000000000000748927;;;00000000;2016;;;CHEVROLET SAIL
LSGSA52M9GY011307;LSGSA52M9GY011307;000000000000748927;;;00000000;2016;;;CHEVROLET SAIL
LSGSA52M9GY022081;LSGSA52M9GY022081;000000000000748927;;;00000000;2016;;;CHEVROLET SAIL
LSGSA52MXCY229489;LSGSA52MXCY229489;000000000000748927;;;00000000;2012;;;CHEVROLET SAIL
LSGSA52MXCY230335;LSGSA52MXCY230335;000000000000748927;;;00000000;2012;;;CHEVROLET SAIL
LSGSA58M0BY000969;LSGSA58M0BY000969;000000000000748927;;;00000000;2011;;;CHEVROLET SAIL
LSGSA58M0CY203948;LSGSA58M0CY203948;000000000000748927;;;00000000;2012;;;CHEVROLET SAIL
LSGSA58M0EY225204;LSGSA58M0EY225204;000000000000748927;;;00000000;2014;;;CHEVROLET SAIL
LSGSA58M1BY189437;LSGSA58M1BY189437;000000000000748927;;;00000000;2011;;;CHEVROLET SAIL
LSGSA58M1DY059306;LSGSA58M1DY059306;000000000000748927;;;00000000;2013;;;CHEVROLET SAIL
LSGSA58M1EY028753;LSGSA58M1EY028753;000000000000748927;;;00000000;2014;;;CHEVROLET SAIL
LSGSA58M1EY028865;LSGSA58M1EY028865;000000000000748927;;;00000000;2014;;;CHEVROLET SAIL
LSGSA58M1EY029840;LSGSA58M1EY029840;000000000000748927;;;00000000;2014;;;CHEVROLET SAIL
LSGSA58M2CY200561;LSGSA58M2CY200561;000000000000748927;;;00000000;2012;;;CHEVROLET SAIL
LSGSA58M2DY127032;LSGSA58M2DY127032;000000000000748927;;;00000000;2013;;;CHEVROLET SAIL
LSGSA58M2DY151704;LSGSA58M2DY151704;000000000000748927;;;00000000;2013;;;CHEVROLET SAIL
LSGSA52M9CY043281;LSGSA52M9CY043281;000000000000748927;;;00000000;2012;;;CHEVROLET SAIL
LSGSA52MXCY288039;LSGSA52MXCY288039;000000000000748927;;;00000000;2012;;;CHEVROLET SAIL
LSGSA52MXEY154974;LSGSA52MXEY154974;000000000000748927;;;00000000;2014;;;CHEVROLET SAIL
LSGSA52MXEY185352;LSGSA52MXEY185352;000000000000748927;;;00000000;2014;;;CHEVROLET SAIL
LSGSA58M0DY173099;LSGSA58M0DY173099;000000000000748927;;;00000000;2013;;;CHEVROLET SAIL
LSGSA58M0DY174186;LSGSA58M0DY174186;000000000000748927;;;00000000;2013;;;CHEVROLET SAIL
LSGSA58M0DY174365;LSGSA58M0DY174365;000000000000748927;;;00000000;2013;;;CHEVROLET SAIL
LSGSA58M0EY237188;LSGSA58M0EY237188;000000000000748927;;;00000000;2014;;;CHEVROLET SAIL
LSGSA58M0EY237787;LSGSA58M0EY237787;000000000000748927;;;00000000;2014;;;CHEVROLET SAIL
LSGSA58M1CY043010;LSGSA58M1CY043010;000000000000748927;;;00000000;2012;;;CHEVROLET SAIL
LSGSA58M2BY009155;LSGSA58M2BY009155;000000000000748927;;;00000000;2011;;;CHEVROLET SAIL
LSGSA58M2BY009933;LSGSA58M2BY009933;000000000000748927;;;00000000;2011;;;CHEVROLET SAIL
LSGSA58M2CY231681;LSGSA58M2CY231681;000000000000748927;;;00000000;2012;;;CHEVROLET SAIL
LSGSA58M2DY152805;LSGSA58M2DY152805;000000000000748927;;;00000000;2013;;;CHEVROLET SAIL
LSGSA52M8FY217197;LSGSA52M8FY217197;000000000000748927;;;00000000;2015;;;CHEVROLET SAIL
LSGSA52M8G4011198;LSGSA52M8G4011198;000000000000748927;;;00000000;2016;;;CHEVROLET SAIL
LSGSA52M9EY004158;LSGSA52M9EY004158;000000000000748927;;;00000000;2014;;;CHEVROLET SAIL
LSGSA52M9EY004225;LSGSA52M9EY004225;000000000000748927;;;00000000;2014;;;CHEVROLET SAIL
LSGSA52M9EY013801;LSGSA52M9EY013801;000000000000748927;;;00000000;2014;;;CHEVROLET SAIL
LSGSA52M9EY013961;LSGSA52M9EY013961;000000000000748927;;;00000000;2014;;;CHEVROLET SAIL
LSGSA52M9GY062340;LSGSA52M9GY062340;000000000000748927;;;00000000;2016;;;CHEVROLET SAIL
LSGSA52M9GY105610;LSGSA52M9GY105610;000000000000748927;;;00000000;2016;;;CHEVROLET SAIL
LSGSA52MXD4179095;LSGSA52MXD4179095;000000000000748927;;;00000000;2013;;;CHEVROLET SAIL
LSGSA52MXEY206930;LSGSA52MXEY206930;000000000000748927;;;00000000;2014;;;CHEVROLET SAIL
LSGSA58M0DY176360;LSGSA58M0DY176360;000000000000748927;;;00000000;2013;;;CHEVROLET SAIL
LSGSA58M1CY043797;LSGSA58M1CY043797;000000000000748927;;;00000000;2012;;;CHEVROLET SAIL
LSGSA58M1DY062271;LSGSA58M1DY062271;000000000000748927;;;00000000;2013;;;CHEVROLET SAIL
LSGSA58M1EY042121;LSGSA58M1EY042121;000000000000748927;;;00000000;2014;;;CHEVROLET SAIL
