MATNR;MATKL;SPART;MFRNR;MFRPN;MEINS;LVORM;MAKTX;WERKS
000000000000002191;0005;M4;;;ST;;GREENSTAR 3 2630 LINEA 600 PREMIUM BASIC;1CD0
000000000000012403;0005;M2;;;ST;;GRUA FORESTAL JOHN DEERE 437C SIN GARRA;1CD0
000000000000012498;0005;M3;;;ST;;GRUA FORESTAL DEERE 330L, USADA;1CD0
000000000000012502;0005;M3;;;ST;;GRUA FORESTAL DEERE 437C, USADA;1CD0
000000000000753385;0005;M0;;;ST;;FUNCION HIDRAULICA EXCAVADORA 20 TONS;1CD0
000000000000925280;0005;M2;0000100052;;ST;;KIT RUEDA REPUESTO Y TRACKS PARA 1270G;1CD0
000000000000840267;0005;M4;;;ST;;KIT, UNMOUNTED PULLEY W/ADP&HW;1CD0
000000000000848485;0005;M4;;;ST;;KIT TUBERIA D ACEITE;1CD0
000000000000848486;0005;M4;;;ST;;KIT VALVULA SELECTIVA 3 FUNCIONES;1CD0
000000000000850167;0005;M4;;;ST;;KIT TERCERA FUNCION (DESVALORIZACION);1CD0
000000000000876157;0005;M0;;;ST;;KL PLANTA MSC 703 EVO SELECCI ARIDOS;1CD0
000000000000876155;0005;M0;;;ST;;KL PLANTA MSC 702 EVO SELECCI ARIDOS;1CD0
000000000000892948;0005;M0;;;ST;;KL PLANTA MSC 953 EVO SELECCI ARIDOS;1CD0
000000000000728742;0005;MT;0000100117;07RE530623I;ST;;KIT RADIADOR MOTOR 6068 HF;1CD0
000000000000730703;0005;MT;;;ST;;KIT RADIADOR MOTOR 6068 TF;1CD0
000000000000751893;0005;MT;;;ST;;KIT RADIADOR MOTOR 6068 HF-475 (DR3645);1CD0
000000000000840264;0005;M4;;;ST;;KIT JD6015/6020 LEXAN DOOR;1CD0
000000000000878553;0005;M0;;;ST;;KIT LAMINA SEGURIDAD - CAHUELMO;1CD0
000000000000883465;0005;M4;;;ST;;KIT HERRAMIENTAS MOP;1CD0
000000000000915774;0005;M4;;57BPF10146I;ST;;KIT INST MTG 4G TRACT 7030/8030 USA, EUR;1CD0
000000000000924280;0005;M0;0000100005;;ST;;KIT QUICK COUPLER;1CD0
000000000000861101;0005;M4;;;ST;;KIT JD LINK + RDA 1 AÑO SPRAYER GS3 2630;1CD0
000000000000853024;0005;M4;;;ST;;KIT JD LINK+RDA 1AÑO COSECH. S GS3 2630;1CD0
000000000000844708;0005;M4;;;ST;;LLANTA 460/85 R34;1CD0
000000000000908045;0005;M4;0000100005;BPF10174;ST;;KIT PARA ANCLAJE ANTENA MTG 4G;1CD0
000000000000853341;0005;M4;;;ST;;LLANTA ARO 34;1CD0
000000000000885664;0005;M0;;;ST;;LAMINA DE SEGURIDAD;1CD0
000000000000707151;0005;M0;;;ST;;KIT DE LUCES 300D;1CD0
000000000000723610;0005;M0;;;ST;;KIT DE FILTROS RACORD RETRO PRE ENTREGA;1CD0
000000000000723611;0005;M0;;;ST;;KIT DE FILTROS RACORD MOTO PREENTREGA;1CD0
000000000000723612;0005;M0;;;ST;;KIT DE FILTROS RACORD CARGAD PRE ENTREGA;1CD0
000000000000853106;0005;M4;;;ST;;KIT DE 3RA FUNCION 6J (2.0).;1CD0
000000000000913614;0005;M4;0000100005;BPF10159;ST;;KIT DE CABLES MTG PARA EQUIPOS S/RED CAN;1CD0
000000000000853515;0005;M4;0000100005;57PF90676I;ST;;Kit de soportes escudrados para receptor;1CD0
000000000000775455;0005;M0;;;ST;;KIT ALL HYDRAULIC WING ASSEMBLY 772G;1CD0
000000000000908044;0005;M4;0000100005;BPF10129;ST;;KIT ANCLAJE PARA MTG 4G Y CABLE;1CD0
000000000000861100;0005;M4;;;ST;;KIT AUTO. GS2 TRAC. 7X15, 7X30 GS RDY;1CD0
000000000000791630;0005;M0;;;ST;;DI CILINDROS RUNNERS;1CD0
000000000000890201;0005;M4;;;ST;;DESPARRAMADOR DE PAJA PARA 9750;1CD0
000000000000859193;0005;M4;;;ST;;DV RODADO 280/70 R 16;1CD0
000000000000859196;0005;M4;;;ST;;DV NEUMATICO  380/70 R 24;1CD0
000000000000904434;0005;M4;;;ST;;DV PINZA PARA BOLOS GOWEIL;1CD0
000000000000861417;0005;M4;;;ST;;DV RODADO COMPLETO HORTALICERO 11,2  R48;1CD0
000000000000848619;0005;M4;;;ST;;Drive Kit / BM22469;1CD0
000000000000924278;0005;M0;0000100005;;ST;;CONTROL HIDRAULICO ACOPLE RAPIDO 624K;1CD0
000000000000885819;0005;M4;;;ST;;CUCHILLAS PARA DESBROZADOR;1CD0
000000000000012389;0005;M1;;;ST;;EXCAVADORA JOHN DEERE 200C LC;1CD0
000000000000012417;0005;M1;;;ST;;EXCAVADORA JOHN DEERE 160D;1CD0
000000000000724417;0005;M0;;;ST;;FALTANTES CABEZAL WARRIOR;1CD0
000000000000719862;0005;M0;;;ST;;FALTANTES BULLDOZER 750J;1CD0
000000000000863329;0005;M2;;;ST;;EXCAVADORA JD 210GLC;1CD0
000000000000905828;0005;M2;0000100005;;ST;;EXTENDED PARTS KIT QUADCO;1CD0
000000000000917109;0005;M4;;57BPF11284I;ST;;EXT. FRONTAL RED ISOBUS 10 MTS. PARA IMP;1CD0
000000000000921704;0005;M4;;;ST;;EX CABINA 5125ML;1CD0
000000000000012393;0005;M1;;;ST;;FELLER BUNCHER DE ORUGAS DEERE 853J;1CD0
000000000000012395;0005;M1;;;ST;;FELLER BUNCHER DE ORUGAS DEERE 953J;1CD0
000000000000012496;0005;M3;;;ST;;FELLER JOHN DEERE FORESTA 2618, USADO;1CD0
000000000000012497;0005;M3;;;ST;;FELLER JOHN DEERE FORESTA 2628, USADO;1CD0
000000000000012500;0005;M3;;;ST;;FELLER JOHN DEERE FORESTAL 762C, USADO;1CD0
000000000000847347;0005;M4;;;ST;;EQUILIBRIO COSTO APCO;1CD0
000000000000910495;0005;M4;;;ST;;NA RODADO COMPLETO 460/85 R38;1CD0
000000000000734848;0005;M0;0000100005;;ST;;JD MOTO 872GP TIV;1CD0
000000000000872669;0005;M4;0000100005;57PF81294I;ST;;JD ANCLAJES DE LUJO UNIVERSAL STARFIRE;1CD0
000000000000004343;0005;M4;;;ST;;VENTA ANTICIPADA TRACTOR;1CD0
000000000000856265;0005;M4;;;ST;;ANCLAJE FORMA L;1CD0
