VBELN;POSNR;FKART;FKDAT;RFBSK;FKSTO;SFAKN;VBTYP;ERDAT;MATNR;NETWR;MWSBP;MATKL;SELLER_ID;SELLER_NOMBRE;SELLER_APELLIDO
0900422330;000010;ZSNB;20260304;C;X;;M;20260304;000000000000004675;6769.45;1286.20;0013;;;
0900422330;000020;ZSNB;20260304;C;X;;M;20260304;000000000000107772;0.00;0.00;0013;;;
0900422330;000030;ZSNB;20260304;C;X;;M;20260304;000000000000107823;0.00;0.00;0013;;;
0900422330;000040;ZSNB;20260304;C;X;;M;20260304;000000000000134133;0.00;0.00;0310;;;
0900422330;000050;ZSNB;20260304;C;X;;M;20260304;000000000000107764;0.00;0.00;0013;;;
0900422330;000060;ZSNB;20260304;C;X;;M;20260304;000000000000162133;0.00;0.00;0310;;;
0900422457;000010;ZDRP;20260304;C;X;;P;20260304;000000000001043087;91.98;17.48;0284;;;
0900422457;000020;ZDRP;20260304;C;X;;P;20260304;CS40;9292.50;1765.57;0082;;;
0900422505;000010;ZSNB;20260304;C;X;;M;20260304;000000000000850197;2680.97;509.38;0016;;;
0900422624;000010;ZDBE;20260304;C;X;;P;20260304;CS54;1160.00;220.40;0082;;;
0900422624;000020;ZDBE;20260304;C;X;;P;20260304;000000000000958879;160.06;30.41;0121;;;
0900422624;000030;ZDBE;20260304;C;X;;P;20260304;000000000000874008;575.00;109.25;0083;;;
0900422624;000040;ZDBE;20260304;C;X;;P;20260304;000000000000869876;81.75;15.53;0121;;;
0900422769;000020;ZSNB;20260304;C;X;;M;20260304;000000000000113106;5926.05;1125.95;0013;;;
0900422769;000050;ZSNB;20260304;C;X;;M;20260304;000000000000124104;471.68;89.62;0013;;;
0090037239;000020;ZDRL;22000512;E;X;;P;20080512;CS51;42.00;7.98;0027;;;
0090037239;000030;ZDRL;22000512;E;X;;P;20080512;VARIOS_LIVIANO;72.00;13.68;0027;;;
0090037239;000010;ZDRL;22000512;E;X;;P;20080512;000000000000178529;129.61;24.63;0003;;;
0090037244;000010;ZDRL;22000512;E;X;;P;20080512;000000000000132409;2.21;0.42;0024;;;
0090037244;000030;ZDRL;22000512;E;X;;P;20080512;CS51;70.00;13.30;0027;;;
0090037244;000020;ZDRL;22000512;E;X;;P;20080512;000000000000175390;85.52;16.25;0003;;;
0090037244;000050;ZDRL;22000512;E;X;;P;20080512;VARIOS_LIVIANO;2.80;0.53;0027;;;
0090037244;000040;ZDRL;22000512;E;X;;P;20080512;VARIOS_LIVIANO;95.54;18.15;0027;;;
0090037262;000020;ZDRL;22000512;E;X;;P;20080512;000000000000132409;2.21;0.42;0024;;;
0090037262;000030;ZDRL;22000512;E;X;;P;20080512;CS51;42.00;7.98;0027;;;
0090037262;000040;ZDRL;22000512;E;X;;P;20080512;VARIOS_LIVIANO;99.00;18.81;0027;;;
0090037262;000010;ZDRL;22000512;E;X;;P;20080512;000000000000122511;38.24;7.27;0024;;;
0090061132;000010;ZDRL;22080621;E;X;;P;20080621;CS54;75.00;14.25;0027;;;
0090061132;000020;ZDRL;22080621;E;X;;P;20080621;000000000000175390;85.52;16.25;0003;;;
0090061132;000040;ZDRL;22080621;E;X;;P;20080621;VARIOS_LIVIANO;80.98;15.39;0027;;;
0090061132;000030;ZDRL;22080621;E;X;;P;20080621;VARIOS_LIVIANO;208.50;39.61;0027;;;
0096133844;000010;ZDRL;20240118;E;X;;P;20231218;000000000000912004;0.00;0.00;0052;;;
0096133844;000020;ZDRL;20240118;E;X;;P;20231218;000000000000947323;0.00;0.00;0003;;;
0096133844;000030;ZDRL;20240118;E;X;;P;20231218;000000000000894671;0.00;0.00;0003;;;
0096133844;000040;ZDRL;20240118;E;X;;P;20231218;000000000000872898;0.00;0.00;0003;;;
0096133844;000050;ZDRL;20240118;E;X;;P;20231218;000000000000856997;0.00;0.00;0003;;;
0096159414;000090;ZSNB;20240102;C;X;;M;20240102;000000000000780411;1060.29;201.45;0005;;;
0096159414;000010;ZSNB;20240102;C;X;;M;20240102;000000000000780929;525.82;99.91;0103;;;
0096159414;000070;ZSNB;20240102;C;X;;M;20240102;000000000000780135;49.32;9.37;0103;;;
0096159414;000050;ZSNB;20240102;C;X;;M;20240102;000000000000780107;16.43;3.12;0103;;;
0096159414;000060;ZSNB;20240102;C;X;;M;20240102;000000000000774069;22.58;4.29;0103;;;
0096159414;000020;ZSNB;20240102;C;X;;M;20240102;000000000000833167;666.08;126.56;0005;;;
0096159414;000080;ZSNB;20240102;C;X;;M;20240102;000000000000780708;176.99;33.63;0103;;;
0096159492;000030;ZSNB;20240102;C;X;;M;20240102;000000000000159823;173.63;32.99;0103;;;
0096159492;000020;ZSNB;20240102;C;X;;M;20240102;000000000000747504;145.22;27.59;0005;;;
0096159492;000010;ZSNB;20240102;C;X;;M;20240102;000000000000734634;558.99;106.21;0005;;;
0096159547;000010;ZSNB;20240102;C;X;;M;20240102;000000000000865816;4592.73;872.61;0114;;;
0096159547;000020;ZSNB;20240102;C;X;;M;20240102;000000000000108693;342.57;65.09;0013;;;
0096159547;000030;ZSNB;20240102;C;X;;M;20240102;000000000000713730;714.08;135.68;0013;;;
0096159596;000020;ZNGR;20240102;C;X;;P;20240102;CS88;409.74;0.00;0082;;;
0096159596;000010;ZNGR;20240102;C;X;;P;20240102;000000000000956384;1195.90;0.00;0005;;;
0096159635;000010;ZSNB;20240102;C;X;;M;20240102;000000000000701142;6238.05;1185.23;0013;;;
0096159705;000010;ZSNB;20240102;C;X;;M;20240102;000000000000163182;7760.32;1474.46;0005;;;
0096159718;000020;ZDRP;20240102;C;X;;P;20240102;CS88;89.46;0.00;0082;;;
0096159718;000010;ZDRP;20240102;C;X;;P;20240102;000000000000779012;542.57;0.00;0005;;;
0096159768;000010;ZSNB;20240102;C;X;;M;20240102;000000000000949292;4516.55;858.14;0013;;;
0096159947;000010;ZSNB;20240102;C;X;;M;20240102;000000000000154743;462.27;87.83;0005;;;
0096159948;000010;ZSNB;20240102;C;X;;M;20240102;000000000000734861;580.58;110.31;0001;;;
0096159949;000010;ZSNB;20240102;C;X;;M;20240102;000000000000850157;23734.70;4509.59;0103;;;
0096159949;000030;ZSNB;20240102;C;X;;M;20240102;000000000000763987;2310.08;438.92;0005;;;
0096159949;000040;ZSNB;20240102;C;X;;M;20240102;000000000000763995;1918.22;364.46;0005;;;
0096159977;000010;ZSNB;20240102;C;X;;M;20240102;000000000000810525;2237.70;425.16;0013;;;
0096160046;000010;ZSNB;20240102;C;X;;M;20240102;000000000000870532;606.92;115.32;0119;;;
0096160046;000040;ZSNB;20240102;C;X;;M;20240102;000000000000906291;58.02;11.02;0119;;;
0096160046;000020;ZSNB;20240102;C;X;;M;20240102;000000000000876789;111.74;21.23;0119;;;
0096160046;000030;ZSNB;20240102;C;X;;M;20240102;000000000000883726;406.37;77.21;0119;;;
0096160046;000050;ZSNB;20240102;C;X;;M;20240102;000000000000906908;51.26;9.74;0119;;;
0096160049;000010;ZSNB;20240102;C;X;;M;20240102;000000000000162116;547.20;103.97;0103;;;
0096160049;000040;ZSNB;20240102;C;X;;M;20240102;000000000000730438;658.06;125.03;0103;;;
0096160049;000030;ZSNB;20240102;C;X;;M;20240102;000000000000752762;928.75;176.46;0103;;;
0096160049;000020;ZSNB;20240102;C;X;;M;20240102;000000000000730436;545.83;103.71;0103;;;
0096160049;000070;ZSNB;20240102;C;X;;M;20240102;000000000000734779;131.42;24.97;0103;;;
0096160049;000080;ZSNB;20240102;C;X;;M;20240102;000000000000819558;348.70;66.25;0103;;;
0096160049;000100;ZSNB;20240102;C;X;;M;20240102;000000000000154643;709.86;134.87;0103;;;
0096160049;000090;ZSNB;20240102;C;X;;M;20240102;000000000000155441;963.44;183.06;0103;;;
0096160075;000040;ZDML;20240102;C;X;;P;20240102;000000000000907894;2.52;0.48;0024;;;
0096160075;000030;ZDML;20240102;C;X;;P;20240102;000000000000899269;3917.04;744.24;0118;;;
0096160075;000050;ZDML;20240102;C;X;;P;20240102;CS54;1221.99;232.18;0082;;;
0096160075;000010;ZDML;20240102;C;X;;P;20240102;000000000000868164;286.65;54.46;0118;;;
0096160075;000020;ZDML;20240102;C;X;;P;20240102;000000000000868736;463.05;87.98;0118;;;
0096160142;000010;ZSNB;20240102;C;X;;M;20240102;000000000000177502;574.83;109.22;0005;;;
0096160165;000040;ZSNB;20240102;C;X;;M;20240102;000000000000751382;478.84;90.98;0034;;;
0096160167;000100;ZSNB;20240102;C;X;;M;20240102;000000000000700940;500.88;95.17;0034;;;
0096160169;000100;ZSNB;20240102;C;X;;M;20240102;000000000000700940;500.88;95.17;0034;;;
0096160179;000010;ZSNB;20240102;C;X;;M;20240102;000000000000819713;336.78;63.99;0200;;;
0096160197;000010;ZSNB;20240102;C;X;;M;20240102;000000000000751477;286.07;54.35;0013;;;
0096160232;000010;ZSNB;20240102;C;X;;M;20240102;000000000000850201;1389.44;263.99;0016;;;
0096160254;000050;ZDGR;20240102;C;X;;P;20240102;CS54;100.00;19.00;0082;;;
0096160254;000060;ZDGR;20240102;C;X;;P;20240102;CS54;100.00;19.00;0082;;;
0096160254;000040;ZDGR;20240102;C;X;;P;20240102;CS51;400.00;76.00;0082;;;
0096160254;000020;ZDGR;20240102;C;X;;P;20240102;CS51;399.98;76.00;0082;;;
0096160254;000010;ZDGR;20240102;C;X;;P;20240102;000000000000961004;203.67;38.70;0010;;;
0096160254;000030;ZDGR;20240102;C;X;;P;20240102;VARIOS_LIVIANO;100.02;19.00;0027;;;
0096160271;000070;ZDGR;20240102;C;X;;P;20240102;CS54;480.00;91.20;0082;;;
0096160271;000080;ZDGR;20240102;C;X;;P;20240102;CS54;120.00;22.80;0082;;;
0096160271;000110;ZDGR;20240102;C;X;;P;20240102;CS54;480.00;91.20;0082;;;
0096160271;000010;ZDGR;20240102;C;X;;P;20240102;CS54;255.00;48.45;0082;;;
0096160271;000210;ZDGR;20240102;C;X;;P;20240102;CS54;2864.98;544.35;0082;;;
0096160271;000030;ZDGR;20240102;C;X;;P;20240102;000000000000806231;26.39;5.01;0010;;;
0096160271;000020;ZDGR;20240102;C;X;;P;20240102;VARIOS_LIVIANO;36.72;6.98;0027;;;
0096160271;000090;ZDGR;20240102;C;X;;P;20240102;VARIOS_LIVIANO;1037.63;197.15;0027;;;
0096160271;000140;ZDGR;20240102;C;X;;P;20240102;000000000000837738;219.82;41.77;0010;;;
0096160271;000040;ZDGR;20240102;C;X;;P;20240102;000000000000958369;18.92;3.59;0010;;;
0096160271;000150;ZDGR;20240102;C;X;;P;20240102;000000000000837739;274.24;52.11;0010;;;
0096160271;000160;ZDGR;20240102;C;X;;P;20240102;000000000000199853;91.58;17.40;0010;;;
0096160271;000130;ZDGR;20240102;C;X;;P;20240102;000000000000847896;1022.88;194.35;0010;;;
0096160271;000050;ZDGR;20240102;C;X;;P;20240102;000000000000958370;209.89;39.88;0010;;;
0096160271;000060;ZDGR;20240102;C;X;;P;20240102;000000000000890275;2100.26;399.05;0010;;;
0096160271;000100;ZDGR;20240102;C;X;;P;20240102;000000000000890275;2100.26;399.05;0010;;;
0096160271;000120;ZDGR;20240102;C;X;;P;20240102;000000000000728140;379.00;72.01;0010;;;
0096160271;000170;ZDGR;20240102;C;X;;P;20240102;000000000000978038;35.94;6.83;0010;;;
0096160271;000180;ZDGR;20240102;C;X;;P;20240102;000000000000983529;609.31;115.77;0010;;;
0096160271;000190;ZDGR;20240102;C;X;;P;20240102;000000000000931076;1013.07;192.48;0010;;;
0096160271;000200;ZDGR;20240102;C;X;;P;20240102;000000000000983525;25556.54;4855.73;0010;;;
0096160284;000020;ZDGR;20240102;C;X;;P;20240102;CS51;100.00;19.00;0082;;;
0096160284;000220;ZDGR;20240102;C;X;;P;20240102;CS54;100.00;19.00;0082;;;
0096160284;000230;ZDGR;20240102;C;X;;P;20240102;CS54;100.00;19.00;0082;;;
0096160284;000240;ZDGR;20240102;C;X;;P;20240102;CS54;100.00;19.00;0082;;;
0096160284;000040;ZDGR;20240102;C;X;;P;20240102;CS51;40.00;7.60;0082;;;
0096160284;000080;ZDGR;20240102;C;X;;P;20240102;CS51;160.00;30.40;0082;;;
0096160284;000440;ZDGR;20240102;C;X;;P;20240102;CS54;2880.00;547.20;0082;;;
0096160284;000120;ZDGR;20240102;C;X;;P;20240102;000000000000965127;92.62;17.60;0010;;;
0096160284;000100;ZDGR;20240102;C;X;;P;20240102;CS51;120.00;22.80;0082;;;
0096160284;000110;ZDGR;20240102;C;X;;P;20240102;000000000000207949;18.74;3.56;0010;;;
0096160284;000130;ZDGR;20240102;C;X;;P;20240102;000000000000826462;586.53;111.44;0083;;;
0096160284;000290;ZDGR;20240102;C;X;;P;20240102;SERV.EXTERNO;650.00;123.50;0086;;;
0096160284;000190;ZDGR;20240102;C;X;;P;20240102;CS51;199.99;38.00;0082;;;
0096160284;000260;ZDGR;20240102;C;X;;P;20240102;CS54;199.99;38.00;0082;;;
0096160284;000170;ZDGR;20240102;C;X;;P;20240102;CS54;639.97;121.59;0082;;;
0096160284;000180;ZDGR;20240102;C;X;;P;20240102;CS54;159.99;30.40;0082;;;
0096160284;000450;ZDGR;20240102;C;X;;P;20240102;000000000000958190;23.96;4.55;0010;;;
0096160284;000490;ZDGR;20240102;C;X;;P;20240102;000000000000958190;23.96;4.55;0010;;;
0096160284;000210;ZDGR;20240102;C;X;;P;20240102;CS54;180.00;34.20;0082;;;
0096160284;000550;ZDGR;20240102;C;X;;P;20240102;CS54;180.00;34.20;0082;;;
0096160284;000060;ZDGR;20240102;C;X;;P;20240102;CS54;1300.00;247.00;0082;;;
0096160284;000280;ZDGR;20240102;C;X;;P;20240102;CS54;499.98;95.00;0082;;;
0096160284;000200;ZDGR;20240102;C;X;;P;20240102;VARIOS_LIVIANO;-19.99;-3.80;0027;;;
0096160284;000570;ZDGR;20240102;C;X;;P;20240102;CS54;160.00;30.40;0082;;;
0096160284;000600;ZDGR;20240102;C;X;;P;20240102;CS54;419.95;79.79;0082;;;
0096160284;000540;ZDGR;20240102;C;X;;P;20240102;CS54;320.00;60.80;0082;;;
0096160284;000480;ZDGR;20240102;C;X;;P;20240102;CS54;340.00;64.60;0082;;;
0096160284;000520;ZDGR;20240102;C;X;;P;20240102;CS54;340.00;64.60;0082;;;
0096160284;000140;ZDGR;20240102;C;X;;P;20240102;CS51;302.11;57.40;0082;;;
0096160284;000380;ZDGR;20240102;C;X;;P;20240102;000000000000938690;253.31;48.13;0010;;;
0096160284;000270;ZDGR;20240102;C;X;;P;20240102;000000000000943171;101.07;19.20;0010;;;
0096160284;000320;ZDGR;20240102;C;X;;P;20240102;000000000000938688;48.23;9.16;0010;;;
0096160284;000310;ZDGR;20240102;C;X;;P;20240102;000000000000938687;27.65;5.25;0010;;;
0096160284;000580;ZDGR;20240102;C;X;;P;20240102;000000000000853178;111.67;21.22;0010;;;
0096160284;000090;ZDGR;20240102;C;X;;P;20240102;000000000000879316;5334.29;1013.52;0010;;;
0096160284;000470;ZDGR;20240102;C;X;;P;20240102;000000000000958202;190.81;36.25;0010;;;
0096160284;000510;ZDGR;20240102;C;X;;P;20240102;000000000000958202;190.81;36.25;0010;;;
0096160284;000160;ZDGR;20240102;C;X;;P;20240102;000000000000890275;2100.26;399.05;0010;;;
0096160284;000010;ZDGR;20240102;C;X;;P;20240102;000000000001004333;2987.32;567.59;0010;;;
0096160284;000030;ZDGR;20240102;C;X;;P;20240102;000000000001005039;2494.41;473.94;0010;;;
0096160284;000050;ZDGR;20240102;C;X;;P;20240102;000000000000925287;27275.18;5182.30;0010;;;
0096160284;000070;ZDGR;20240102;C;X;;P;20240102;000000000000981142;1177.19;223.67;0010;;;
0096160284;000150;ZDGR;20240102;C;X;;P;20240102;000000000000890276;257.30;48.89;0010;;;
0096160284;000250;ZDGR;20240102;C;X;;P;20240102;000000000000972668;647.37;123.00;0010;;;
0096160284;000300;ZDGR;20240102;C;X;;P;20240102;000000000000728140;379.00;72.01;0010;;;
0096160284;000330;ZDGR;20240102;C;X;;P;20240102;000000000000938691;169.60;32.22;0010;;;
0096160284;000340;ZDGR;20240102;C;X;;P;20240102;000000000000956111;221.41;42.07;0010;;;
0096160284;000350;ZDGR;20240102;C;X;;P;20240102;000000000000948624;621.78;118.14;0010;;;
0096160284;000360;ZDGR;20240102;C;X;;P;20240102;000000000000944112;700.65;133.12;0010;;;
0096160284;000370;ZDGR;20240102;C;X;;P;20240102;000000000000944111;248.43;47.20;0010;;;
0096160284;000390;ZDGR;20240102;C;X;;P;20240102;000000000000944110;274.84;52.22;0010;;;
0096160284;000400;ZDGR;20240102;C;X;;P;20240102;000000000000938689;245.48;46.64;0010;;;
0096160284;000410;ZDGR;20240102;C;X;;P;20240102;000000000000938692;234.71;44.59;0010;;;
0096160284;000420;ZDGR;20240102;C;X;;P;20240102;000000000000944109;853.28;162.12;0010;;;
0096160284;000430;ZDGR;20240102;C;X;;P;20240102;000000000000944108;505.31;96.01;0010;;;
0096160284;000460;ZDGR;20240102;C;X;;P;20240102;000000000000958201;39.69;7.54;0010;;;
0096160284;000500;ZDGR;20240102;C;X;;P;20240102;000000000000958201;39.69;7.54;0010;;;
0096160284;000530;ZDGR;20240102;C;X;;P;20240102;000000000000912834;866.88;164.71;0010;;;
0096160284;000560;ZDGR;20240102;C;X;;P;20240102;000000000000846376;450.89;85.67;0010;;;
0096160284;000590;ZDGR;20240102;C;X;;P;20240102;000000000000852735;605.15;114.98;0010;;;
0096160298;000010;ZSNB;20240102;C;X;;M;20240102;000000000001008331;11804.36;2242.83;0002;;;
0096160308;000010;ZSNB;20240102;C;X;;M;20240102;000000000000949579;8989.34;1707.97;0034;;;
0096160326;000050;ZDGR;20240102;C;X;;P;20240102;CS54;480.00;91.20;0082;;;
0096160326;000060;ZDGR;20240102;C;X;;P;20240102;CS54;120.00;22.80;0082;;;
0096160326;000090;ZDGR;20240102;C;X;;P;20240102;CS54;480.00;91.20;0082;;;
0096160326;000200;ZDGR;20240102;C;X;;P;20240102;CS54;255.00;48.45;0082;;;
0096160326;000190;ZDGR;20240102;C;X;;P;20240102;CS54;2864.98;544.35;0082;;;
0096160326;000010;ZDGR;20240102;C;X;;P;20240102;000000000000806231;26.39;5.01;0010;;;
0096160326;000070;ZDGR;20240102;C;X;;P;20240102;VARIOS_LIVIANO;1037.63;197.15;0027;;;
0096160326;000210;ZDGR;20240102;C;X;;P;20240102;VARIOS_LIVIANO;36.72;6.98;0027;;;
0096160326;000120;ZDGR;20240102;C;X;;P;20240102;000000000000837738;219.82;41.77;0010;;;
0096160326;000020;ZDGR;20240102;C;X;;P;20240102;000000000000958369;18.92;3.59;0010;;;
0096160326;000130;ZDGR;20240102;C;X;;P;20240102;000000000000837739;274.24;52.11;0010;;;
0096160326;000140;ZDGR;20240102;C;X;;P;20240102;000000000000199853;91.58;17.40;0010;;;
0096160326;000110;ZDGR;20240102;C;X;;P;20240102;000000000000847896;1022.88;194.35;0010;;;
0096160326;000030;ZDGR;20240102;C;X;;P;20240102;000000000000958370;209.89;39.88;0010;;;
0096160326;000040;ZDGR;20240102;C;X;;P;20240102;000000000000890275;2100.26;399.05;0010;;;
0096160326;000080;ZDGR;20240102;C;X;;P;20240102;000000000000890275;2100.26;399.05;0010;;;
0096160326;000100;ZDGR;20240102;C;X;;P;20240102;000000000000728140;379.00;72.01;0010;;;
0096160326;000150;ZDGR;20240102;C;X;;P;20240102;000000000000978038;35.94;6.83;0010;;;
0096160326;000160;ZDGR;20240102;C;X;;P;20240102;000000000000983529;609.31;115.77;0010;;;
0096160326;000170;ZDGR;20240102;C;X;;P;20240102;000000000000931076;1013.07;192.48;0010;;;
0096160326;000180;ZDGR;20240102;C;X;;P;20240102;000000000000983525;25556.54;4855.73;0010;;;
0096160413;000020;ZSNB;20240102;C;X;;M;20240102;000000000000767602;1863.42;354.05;0019;;;
0096160413;000010;ZSNB;20240102;C;X;;M;20240102;000000000000877619;4660.11;885.42;0019;;;
0096160427;000010;ZSNB;20240102;C;X;;M;20240102;000000000000152892;3450.17;655.54;0005;;;
0096160427;000020;ZSNB;20240102;C;X;;M;20240102;000000000000157403;795.74;151.19;0103;;;
0096160427;000030;ZSNB;20240102;C;X;;M;20240102;000000000000915659;1971.75;374.63;0005;;;
0096160588;000010;ZSNB;20240102;C;X;;M;20240102;000000000000826201;3824.49;726.65;0110;;;
0096160597;000010;ZSNB;20240102;C;X;;M;20240102;000000000000152892;3450.17;655.54;0005;;;
0096160597;000020;ZSNB;20240102;C;X;;M;20240102;000000000000157403;795.74;151.19;0103;;;
0096160597;000030;ZSNB;20240102;C;X;;M;20240102;000000000000915659;1971.75;374.63;0005;;;
0096160653;000010;ZDRL;20240102;C;X;;P;20240102;SERV.EXTERNO;2860.00;543.40;0086;;;
0096160653;000020;ZDRL;20240102;C;X;;P;20240102;000000000000999021;1160.49;220.49;0010;;;
0096160715;000010;ZSNB;20240102;C;X;;M;20240102;000000000000701142;6238.05;1185.23;0013;;;
0096160735;000010;ZSNB;20240102;C;X;;M;20240102;000000000000770358;610.91;116.07;0095;;;
0096160742;000010;ZSNB;20240102;C;X;;M;20240102;000000000000154842;34.72;6.60;0103;;;
0096160742;000020;ZSNB;20240102;C;X;;M;20240102;000000000000843122;1768.98;336.10;0005;;;
0096160811;000010;ZSNB;20240102;C;X;;M;20240102;000000000000770261;2898.31;550.67;0095;;;
0096160811;000020;ZSNB;20240102;C;X;;M;20240102;000000000000770220;2828.90;537.49;0095;;;
0096160811;000030;ZSNB;20240102;C;X;;M;20240102;000000000000770220;1414.45;268.75;0095;;;
0096160811;000040;ZSNB;20240102;C;X;;M;20240102;000000000000770220;1414.45;268.75;0095;;;
0096160836;000020;ZSNB;20240102;C;X;;M;20240102;000000000000724659;1168.90;222.09;0001;;;
0096160836;000010;ZSNB;20240102;C;X;;M;20240102;000000000000188758;155.58;29.56;0001;;;
0096160848;000010;ZSNB;20240102;C;X;;M;20240102;000000000000883598;144.22;27.40;0119;;;
0096160862;000010;ZBEN;20240102;C;X;;M;20240102;000000000000850197;3088.06;586.73;0016;;;
0096160863;000010;ZSNB;20240102;C;X;;M;20240102;000000000000923410;5586.94;1061.52;0105;;;
0096160869;000010;ZBEN;20240102;C;X;;M;20240102;000000000000931088;208.84;39.68;0003;;;
0096160869;000020;ZBEN;20240102;C;X;;M;20240102;000000000000117967;627.83;119.29;0251;;;
0096160897;000010;ZSNB;20240102;C;X;;M;20240102;000000000000894511;5020.73;953.94;0013;;;
0096160898;000050;ZSNB;20240102;C;X;;M;20240102;000000000000795298;2243.36;426.24;0013;;;
0096160898;000030;ZSNB;20240102;C;X;;M;20240102;000000000000795292;6030.98;1145.89;0013;;;
0096160898;000010;ZSNB;20240102;C;X;;M;20240102;000000000000795290;5760.38;1094.47;0013;;;
0096160898;000020;ZSNB;20240102;C;X;;M;20240102;000000000000795291;7953.42;1511.15;0013;;;
0096160978;000010;ZSNB;20240103;C;X;;M;20240103;000000000000113438;959.72;182.35;0019;;;
0096161019;000020;ZSNB;20240103;C;X;;M;20240103;SN112;120.00;22.80;0016;;;
0096161019;000030;ZSNB;20240103;C;X;;M;20240103;SN113;80.00;15.20;0016;;;
0096161019;000010;ZSNB;20240103;C;X;;M;20240103;000000000000846234;2803.20;532.61;0016;;;
0096161022;000030;ZDRP;20240103;C;X;;P;20240103;KMAGR2;0.00;0.00;0084;;;
0096161022;000020;ZDRP;20240103;C;X;;P;20240103;MV11;0.00;0.00;0055;;;
0096161022;000010;ZDRP;20240103;C;X;;P;20240103;ET01;0.00;0.00;0082;;;
0096161116;000010;ZSNB;20240103;C;X;;M;20240103;000000000000827404;2703.87;513.74;0005;;;
0096161182;000040;ZSNB;20240103;C;X;;M;20240103;000000000000107823;445.62;84.67;0013;;;
0096161182;000020;ZSNB;20240103;C;X;;M;20240103;000000000000107764;305.14;57.98;0013;;;
0096161182;000010;ZSNB;20240103;C;X;;M;20240103;000000000000107772;590.55;112.20;0013;;;
0096161182;000060;ZSNB;20240103;C;X;;M;20240103;000000000000174015;595.00;113.05;0013;;;
0096161182;000030;ZSNB;20240103;C;X;;M;20240103;000000000000130347;2134.08;405.47;0013;;;
0096161182;000050;ZSNB;20240103;C;X;;M;20240103;000000000000107832;523.68;99.50;0013;;;
0096161283;000010;ZSNB;20240103;C;X;;M;20240103;000000000000792277;2322.11;441.20;0176;;;
0096161310;000010;ZSNB;20240103;C;X;;M;20240103;000000000000713797;1504.41;285.84;0013;;;
0096161312;000010;ZSNB;20240103;C;X;;M;20240103;000000000000126373;702.77;133.53;0013;;;
0096161324;000030;ZSNB;20240103;C;X;;M;20240103;000000000000745290;3660.30;695.46;0016;;;
0096161324;000020;ZSNB;20240103;C;X;;M;20240103;000000000000747835;2787.69;529.66;0016;;;
0096161351;000010;ZSNB;20240103;C;X;;M;20240103;000000000000828503;189.63;36.03;0200;;;
0096161351;000020;ZSNB;20240103;C;X;;M;20240103;000000000000956225;317.72;60.37;0200;;;
0096161379;000030;ZDRP;20240103;C;X;;P;20240103;KMAGR2;0.00;0.00;0084;;;
0096161379;000020;ZDRP;20240103;C;X;;P;20240103;MV11;0.00;0.00;0055;;;
0096161379;000010;ZDRP;20240103;C;X;;P;20240103;ET01;0.00;0.00;0082;;;
0096161421;000030;ZSNB;20240103;C;X;;M;20240103;000000000000961211;1095.04;208.06;0005;;;
0096161487;000010;ZSNB;20240103;C;X;;M;20240103;000000000000776093;133.20;25.31;0103;;;
0096161531;000010;ZSNB;20240103;C;X;;M;20240103;000000000000851961;11235.00;2134.65;0016;;;
0096161531;000020;ZSNB;20240103;C;X;;M;20240103;000000000000882233;5306.82;1008.30;0016;;;
0096161543;000010;ZSNB;20240103;C;X;;M;20240103;000000000000851961;11235.00;2134.65;0016;;;
0096161543;000020;ZSNB;20240103;C;X;;M;20240103;000000000000882233;5306.82;1008.30;0016;;;
0096161554;000040;ZBEN;20240103;C;X;;M;20240103;000000000000741176;484.26;92.01;0005;;;
0096161561;000010;ZDRL;20240103;C;X;;P;20240103;CS54;3601.89;684.36;0082;;;
0096161561;000020;ZDRL;20240103;C;X;;P;20240103;000000000001002560;10080.20;1915.24;0003;;;
0096161561;000030;ZDRL;20240103;C;X;;P;20240103;000000000000814961;842.36;160.05;0019;;;
0096161586;000010;ZBEN;20240103;C;X;;M;20240103;000000000000123397;389.04;73.92;0003;;;
0096161619;000010;ZSNB;20240103;C;X;;M;20240103;000000000000982327;2287.50;434.63;0024;;;
0096161689;000010;ZSNB;20240103;C;X;;M;20240103;000000000000809196;1884.64;358.08;0016;;;
0096161886;000010;ZSNB;20240103;C;X;;M;20240103;000000000000754111;2155.79;409.60;0013;;;
0096161889;000010;ZSNB;20240103;C;X;;M;20240103;000000000000110173;2048.13;389.14;0013;;;
0096161925;000030;ZSNB;20240103;C;X;;M;20240103;000000000000778793;195.05;37.06;0005;;;
0096161925;000020;ZSNB;20240103;C;X;;M;20240103;000000000000774760;1169.80;222.26;0005;;;
0096161925;000010;ZSNB;20240103;C;X;;M;20240103;000000000000776485;201.98;38.38;0005;;;
0096161961;000010;ZSNB;20240103;C;X;;M;20240103;000000000000736461;1899.30;360.87;0016;;;
0096161996;000070;ZDML;20240103;C;X;;P;20240103;VARIOS_LIVIANO;0.00;0.00;0027;;;
0096161996;000010;ZDML;20240103;C;X;;P;20240103;CS54;0.00;0.00;0082;;;
0096161996;000030;ZDML;20240103;C;X;;P;20240103;N450390_SL;0.00;0.00;0027;;;
0096161996;000020;ZDML;20240103;C;X;;P;20240103;000000000000999250;0.00;0.00;0083;;;
0096161996;000050;ZDML;20240103;C;X;;P;20240103;000000000000852710;0.00;0.00;0003;;;
0096161996;000040;ZDML;20240103;C;X;;P;20240103;000000000000203538;0.00;0.00;0024;;;
