VBELN;POSNR;FKART;FKDAT;RFBSK;FKSTO;SFAKN;VBTYP;ERDAT;MATNR;NETWR;MWSBP;MATKL;SELLER_ID;SELLER_NOMBRE;SELLER_APELLIDO
0900420234;000260;ZNF1;20260303;C;X;;O;20260303;000000000000897419;487.20;92.57;0083;;;
0900420234;000270;ZNF1;20260303;C;X;;O;20260303;CS51;721.15;137.02;0082;;;
0900420234;000280;ZNF1;20260303;C;X;;O;20260303;000000000000927327;34.65;6.58;0251;;;
0900420234;000290;ZNF1;20260303;C;X;;O;20260303;000000000000969811;55.08;10.47;0029;;;
0900420234;000300;ZNF1;20260303;C;X;;O;20260303;000000000000999250;32.17;6.11;0083;;;
0900420234;000310;ZNF1;20260303;C;X;;O;20260303;000000000000897419;487.20;92.57;0083;;;
0900420234;000320;ZNF1;20260303;C;X;;O;20260303;CS51;640.39;121.67;0082;;;
0900420234;000330;ZNF1;20260303;C;X;;O;20260303;000000000000853837;238.68;45.35;0003;;;
0900420234;000340;ZNF1;20260303;C;X;;O;20260303;000000000001046774;154.63;29.38;0003;;;
0900420234;000350;ZNF1;20260303;C;X;;O;20260303;000000000000006478;184.79;35.11;0027;;;
0900420234;000360;ZNF1;20260303;C;X;;O;20260303;000000000000969811;55.08;10.47;0029;;;
0900420234;000370;ZNF1;20260303;C;X;;O;20260303;000000000000999250;32.17;6.11;0083;;;
0900420234;000380;ZNF1;20260303;C;X;;O;20260303;000000000000925645;1016.16;193.07;0083;;;
0900420234;000390;ZNF1;20260303;C;X;;O;20260303;CS51;1636.54;310.94;0082;;;
0900420234;000400;ZNF1;20260303;C;X;;O;20260303;000000000001031525;383.25;72.82;0251;;;
0900420234;000410;ZNF1;20260303;C;X;;O;20260303;000000000001046774;154.63;29.38;0003;;;
0900420234;000420;ZNF1;20260303;C;X;;O;20260303;000000000000006478;184.79;35.11;0027;;;
0900420234;000430;ZNF1;20260303;C;X;;O;20260303;000000000000925645;1016.16;193.07;0083;;;
0900420234;000440;ZNF1;20260303;C;X;;O;20260303;000000000000969811;55.08;10.47;0029;;;
0900420234;000450;ZNF1;20260303;C;X;;O;20260303;000000000000999250;32.17;6.11;0083;;;
0900420234;000460;ZNF1;20260303;C;X;;O;20260303;CS51;1458.66;277.15;0082;;;
0900420234;000470;ZNF1;20260303;C;X;;O;20260303;000000000000911996;63.50;12.07;0083;;;
0900420234;000480;ZNF1;20260303;C;X;;O;20260303;000000000000763984;342.75;65.12;0251;;;
0900420234;000490;ZNF1;20260303;C;X;;O;20260303;000000000000933909;213.97;40.65;0003;;;
0900420234;000500;ZNF1;20260303;C;X;;O;20260303;000000000000006478;184.79;35.11;0027;;;
0900420234;000510;ZNF1;20260303;C;X;;O;20260303;000000000000943801;1942.50;369.08;0083;;;
0900420234;000520;ZNF1;20260303;C;X;;O;20260303;000000000000969811;46.82;8.90;0029;;;
0900420234;000530;ZNF1;20260303;C;X;;O;20260303;000000000000999250;27.35;5.20;0083;;;
0900420234;000540;ZNF1;20260303;C;X;;O;20260303;CS51;1209.62;229.83;0082;;;
0900420234;000550;ZNF1;20260303;C;X;;O;20260303;000000000000884389;517.84;98.39;0083;;;
0900420234;000560;ZNF1;20260303;C;X;;O;20260303;000000000000751914;54.98;10.45;0251;;;
0900420234;000570;ZNF1;20260303;C;X;;O;20260303;000000000000969811;55.08;10.47;0029;;;
0900420234;000580;ZNF1;20260303;C;X;;O;20260303;000000000000999250;32.17;6.11;0083;;;
0900420234;000590;ZNF1;20260303;C;X;;O;20260303;000000000000897419;649.60;123.42;0083;;;
0900420234;000600;ZNF1;20260303;C;X;;O;20260303;CS51;384.62;73.08;0082;;;
0900420234;000610;ZNF1;20260303;C;X;;O;20260303;VARIOS_LIVIANO;57.74;10.97;0027;;;
0900420234;000620;ZNF1;20260303;C;X;;O;20260303;000000000000853837;238.68;45.35;0003;;;
0900420234;000630;ZNF1;20260303;C;X;;O;20260303;000000000000936548;183.05;34.78;0003;;;
0900420234;000640;ZNF1;20260303;C;X;;O;20260303;000000000000969811;55.08;10.47;0029;;;
0900420234;000650;ZNF1;20260303;C;X;;O;20260303;000000000000999250;32.17;6.11;0083;;;
0900420234;000660;ZNF1;20260303;C;X;;O;20260303;000000000000897419;649.60;123.42;0083;;;
0900420234;000670;ZNF1;20260303;C;X;;O;20260303;CS51;826.92;157.11;0082;;;
0900420234;000770;ZNF1;20260303;C;X;;O;20260303;000000000000763984;291.34;55.35;0251;;;
0900420234;000780;ZNF1;20260303;C;X;;O;20260303;000000000001046774;154.63;29.38;0003;;;
0900420234;000790;ZNF1;20260303;C;X;;O;20260303;000000000000006478;184.79;35.11;0027;;;
0900420234;000800;ZNF1;20260303;C;X;;O;20260303;000000000000969811;55.08;10.47;0029;;;
0900420234;000810;ZNF1;20260303;C;X;;O;20260303;000000000000999250;32.17;6.11;0083;;;
0900420234;000820;ZNF1;20260303;C;X;;O;20260303;000000000000925645;1354.88;257.43;0083;;;
0900420234;000830;ZNF1;20260303;C;X;;O;20260303;CS51;2019.23;383.61;0082;;;
0900420234;000840;ZNF1;20260303;C;X;;O;20260303;VARIOS_LIVIANO;60.00;11.40;0027;;;
0900420234;000850;ZNF1;20260303;C;X;;O;20260303;000000000001031525;383.25;72.82;0251;;;
0900420234;000860;ZNF1;20260303;C;X;;O;20260303;000000000000806839;207.27;39.38;0251;;;
0900420234;000870;ZNF1;20260303;C;X;;O;20260303;000000000000006478;184.79;35.11;0027;;;
0900420234;000880;ZNF1;20260303;C;X;;O;20260303;000000000000925645;1354.88;257.43;0083;;;
0900420234;000890;ZNF1;20260303;C;X;;O;20260303;000000000000969811;55.08;10.47;0029;;;
0900420234;000900;ZNF1;20260303;C;X;;O;20260303;000000000000999250;32.17;6.11;0083;;;
0900420234;000910;ZNF1;20260303;C;X;;O;20260303;CS51;1826.93;347.12;0082;;;
0900420234;000920;ZNF1;20260303;C;X;;O;20260303;000000000000936548;183.05;34.78;0003;;;
0900420234;000930;ZNF1;20260303;C;X;;O;20260303;000000000000969811;55.08;10.47;0029;;;
0900420234;000940;ZNF1;20260303;C;X;;O;20260303;000000000000999250;32.17;6.11;0083;;;
0900420234;000950;ZNF1;20260303;C;X;;O;20260303;000000000000897419;649.60;123.42;0083;;;
0900420234;000960;ZNF1;20260303;C;X;;O;20260303;CS51;961.54;182.69;0082;;;
0900420234;000970;ZNF1;20260303;C;X;;O;20260303;000000000000942452;142.92;27.15;0003;;;
0900420234;000980;ZNF1;20260303;C;X;;O;20260303;000000000001051150;75.00;14.25;0029;;;
0900420234;000990;ZNF1;20260303;C;X;;O;20260303;000000000000751914;54.98;10.45;0251;;;
0900420234;001000;ZNF1;20260303;C;X;;O;20260303;000000000000897419;649.60;123.42;0083;;;
0900420234;001010;ZNF1;20260303;C;X;;O;20260303;000000000000969811;55.08;10.47;0029;;;
0900420234;001020;ZNF1;20260303;C;X;;O;20260303;000000000000999250;32.17;6.11;0083;;;
0900420234;001030;ZNF1;20260303;C;X;;O;20260303;CS51;913.46;173.56;0082;;;
0900420234;001040;ZNF1;20260303;C;X;;O;20260303;VARIOS_LIVIANO;98.99;18.81;0027;;;
0900420234;001120;ZNF1;20260303;C;X;;O;20260303;000000000000751914;54.98;10.45;0251;;;
0900420234;001130;ZNF1;20260303;C;X;;O;20260303;000000000000897419;649.60;123.42;0083;;;
0900420234;001140;ZNF1;20260303;C;X;;O;20260303;000000000000969811;55.08;10.47;0029;;;
0900420234;001150;ZNF1;20260303;C;X;;O;20260303;000000000000999250;32.17;6.11;0083;;;
0900420234;001160;ZNF1;20260303;C;X;;O;20260303;CS51;480.77;91.35;0082;;;
0900420234;001170;ZNF1;20260303;C;X;;O;20260303;VARIOS_LIVIANO;300.00;57.00;0027;;;
0900420234;001180;ZNF1;20260303;C;X;;O;20260303;000000000000751914;54.98;10.45;0251;;;
0900420234;001190;ZNF1;20260303;C;X;;O;20260303;000000000000897419;649.60;123.42;0083;;;
0900420234;001200;ZNF1;20260303;C;X;;O;20260303;000000000000969811;55.08;10.47;0029;;;
0900420234;001210;ZNF1;20260303;C;X;;O;20260303;000000000000999250;32.17;6.11;0083;;;
0900420234;001220;ZNF1;20260303;C;X;;O;20260303;CS51;913.46;173.56;0082;;;
0900420234;001230;ZNF1;20260303;C;X;;O;20260303;VARIOS_LIVIANO;22.79;4.33;0027;;;
0900420425;000020;ZSNB;20260303;C;X;;M;20260303;000000000000706588;714.55;135.76;0034;;;
0900420428;000010;ZSNB;20260303;C;X;;M;20260303;000000000000744825;1235.51;234.75;0103;;;
0900420429;000010;ZSNB;20260303;C;X;;M;20260303;000000000000813369;12758.96;2424.20;0103;;;
0900420429;000020;ZSNB;20260303;C;X;;M;20260303;000000000000813370;3377.80;641.78;0103;;;
0900420429;000030;ZSNB;20260303;C;X;;M;20260303;000000000000172142;2041.45;387.88;0103;;;
0900420429;000050;ZSNB;20260303;C;X;;M;20260303;000000000000189363;1057.62;200.95;0103;;;
0900420489;000010;ZSNB;20260303;C;X;;M;20260303;000000000000155380;11043.00;2098.17;0103;;;
0900420508;000010;ZSNB;20260303;C;X;;M;20260303;000000000000003677;3315.96;630.03;0005;;;
0900420508;000020;ZSNB;20260303;C;X;;M;20260303;000000000000735982;0.00;0.00;0005;;;
0900420508;000030;ZSNB;20260303;C;X;;M;20260303;000000000000156141;0.00;0.00;0005;;;
0900420508;000040;ZSNB;20260303;C;X;;M;20260303;000000000000827404;3768.13;715.94;0005;;;
0900420508;000050;ZSNB;20260303;C;X;;M;20260303;000000000000156141;1772.29;336.74;0005;;;
0900420577;000020;ZSNB;20260303;C;X;;M;20260303;000000000000155514;153.92;29.24;0103;;;
0900420577;000030;ZSNB;20260303;C;X;;M;20260303;000000000000154652;201.30;38.25;0103;;;
0900420577;000040;ZSNB;20260303;C;X;;M;20260303;000000000000154758;1041.43;197.87;0103;;;
0900420651;000030;ZSNB;20260303;C;X;;M;20260303;000000000000921569;8871.61;1685.61;0103;;;
0900420769;000010;ZSNB;20260303;C;X;;M;20260303;000000000000831404;130.52;24.80;0103;;;
0900420843;000010;ZSNB;20260303;C;X;;M;20260303;000000000000988098;418.22;79.46;0272;;;
0900420843;000020;ZSNB;20260303;C;X;;M;20260303;000000000000809800;535.06;101.66;0013;;;
0900420843;000030;ZSNB;20260303;C;X;;M;20260303;000000000000949579;9371.14;1780.52;0034;;;
0900420843;000040;ZSNB;20260303;C;X;;M;20260303;000000000000134133;746.45;141.83;0310;;;
0900420843;000050;ZSNB;20260303;C;X;;M;20260303;000000000000107764;888.68;168.85;0013;;;
0900420843;000060;ZSNB;20260303;C;X;;M;20260303;000000000000107772;1676.08;318.46;0013;;;
0900420843;000080;ZSNB;20260303;C;X;;M;20260303;000000000000130347;3123.96;593.55;0310;;;
0900420843;000090;ZSNB;20260303;C;X;;M;20260303;000000000000879214;1806.71;343.27;0034;;;
0900420843;000100;ZSNB;20260303;C;X;;M;20260303;000000000000730433;2239.37;425.48;0103;;;
0900420843;000110;ZSNB;20260303;C;X;;M;20260303;000000000000772114;1383.77;262.92;0013;;;
0900420843;000120;ZSNB;20260303;C;X;;M;20260303;000000000000174015;991.72;188.43;0013;;;
0900420843;000130;ZSNB;20260303;C;X;;M;20260303;000000000000174015;330.57;62.81;0013;;;
0900420843;000140;ZSNB;20260303;C;X;;M;20260303;000000000000107823;990.30;188.16;0013;;;
0900420843;000150;ZSNB;20260303;C;X;;M;20260303;000000000000949579;18742.28;3561.02;0034;;;
0900420843;000170;ZSNB;20260303;C;X;;M;20260303;000000000000107772;1257.06;238.84;0013;;;
0900420929;000010;ZFCM;20260201;C;X;;M;20260303;000000000000964988;689.75;131.05;0016;;;
0900420937;000020;ZFCM;20260201;C;X;;M;20260303;000000000000965014;1905.31;362.01;0016;;;
0900420947;000010;ZFCM;20260201;C;X;;M;20260303;000000000000965095;1839.28;349.46;0016;;;
0900420947;000040;ZFCM;20260201;C;X;;M;20260303;000000000001052983;1929.38;366.59;0014;;;
0900420950;000010;ZFCM;20260201;C;X;;M;20260303;000000000001041681;3566.46;677.63;0014;;;
0900420957;000010;ZFCM;20260208;C;X;;M;20260303;000000000000964988;344.88;65.53;0016;;;
0900420958;000030;ZFCM;20260208;C;X;;M;20260303;000000000000148977;1807.92;343.50;0015;;;
0900420961;000040;ZFCM;20260208;C;X;;M;20260303;000000000001004278;1211.82;230.25;0014;;;
0900420963;000020;ZFCM;20260208;C;X;;M;20260303;000000000000965014;476.33;90.50;0016;;;
0900420965;000020;ZFCM;20260208;C;X;;M;20260303;000000000000965016;1013.20;192.51;0016;;;
0900420965;000050;ZFCM;20260208;C;X;;M;20260303;000000000000755130;1025.05;194.76;0015;;;
0900420965;000060;ZFCM;20260208;C;X;;M;20260303;000000000001052983;1907.98;362.52;0014;;;
0900420965;000070;ZFCM;20260208;C;X;;M;20260303;000000000000745429;4495.62;854.16;0015;;;
0900420969;000030;ZFCM;20260208;C;X;;M;20260303;000000000000965014;8097.57;1538.54;0016;;;
0900420969;000040;ZFCM;20260208;C;X;;M;20260303;000000000000809193;1486.55;282.44;0016;;;
0900420981;000010;ZFCM;20260208;C;X;;M;20260303;000000000000965095;459.82;87.37;0016;;;
0900420981;000020;ZFCM;20260208;C;X;;M;20260303;000000000000965005;2420.32;459.86;0016;;;
0900420981;000040;ZFCM;20260208;C;X;;M;20260303;000000000001052983;2894.07;549.87;0014;;;
0900420981;000050;ZFCM;20260208;C;X;;M;20260303;000000000000964988;1034.64;196.58;0016;;;
0900420981;000070;ZFCM;20260208;C;X;;M;20260303;000000000000148977;3615.84;687.01;0015;;;
0900420988;000010;ZFCM;20260208;C;X;;M;20260303;000000000001041681;22805.27;4333.00;0014;;;
0900420988;000020;ZFCM;20260208;C;X;;M;20260303;000000000000965016;2026.40;385.02;0016;;;
0900420988;000030;ZFCM;20260208;C;X;;M;20260303;000000000000850197;4000.81;760.15;0016;;;
0900420988;000040;ZFCM;20260208;C;X;;M;20260303;000000000001052983;9164.59;1741.27;0014;;;
0900420990;000010;ZFCM;20260215;C;X;;M;20260303;000000000000964990;3030.12;575.72;0016;;;
0900420993;000030;ZFCM;20260215;C;X;;M;20260303;000000000001050460;1716.77;326.19;0014;;;
0900420993;000050;ZFCM;20260215;C;X;;M;20260303;000000000000755130;2921.42;555.07;0015;;;
0900421001;000010;ZFCM;20260215;C;X;;M;20260303;000000000000970789;4654.79;884.41;0015;;;
0900421001;000020;ZFCM;20260215;C;X;;M;20260303;000000000000965012;1695.83;322.21;0016;;;
0900421001;000030;ZFCM;20260215;C;X;;M;20260303;000000000000965014;452.51;85.98;0016;;;
0900421001;000040;ZFCM;20260215;C;X;;M;20260303;000000000000809193;2824.44;536.64;0016;;;
0900421006;000010;ZFCM;20260215;C;X;;M;20260303;000000000000965095;873.66;166.00;0016;;;
0900421006;000020;ZFCM;20260215;C;X;;M;20260303;000000000000965005;4235.57;804.76;0016;;;
0900421006;000050;ZFCM;20260215;C;X;;M;20260303;000000000000964988;327.64;62.25;0016;;;
0900421006;000060;ZFCM;20260215;C;X;;M;20260303;000000000001052993;6588.20;1251.75;0014;;;
0900421006;000070;ZFCM;20260215;C;X;;M;20260303;000000000000148977;1717.53;326.33;0015;;;
0900421010;000010;ZFCM;20260215;C;X;;M;20260303;000000000001041681;8470.34;1609.36;0014;;;
0900421010;000020;ZFCM;20260215;C;X;;M;20260303;000000000000965016;4812.69;914.41;0016;;;
0900421010;000040;ZFCM;20260215;C;X;;M;20260303;000000000001052983;3445.88;654.72;0014;;;
0900421016;000020;ZFCM;20260215;C;X;;M;20260303;000000000000841512;1985.71;377.28;0016;;;
0900421016;000040;ZFCM;20260215;C;X;;M;20260303;000000000001052993;1098.03;208.63;0014;;;
0900421017;000020;ZFCM;20260215;C;X;;M;20260303;000000000000745429;6743.45;1281.26;0015;;;
0900421019;000010;ZFCM;20260215;C;X;;M;20260303;000000000000965014;3167.59;601.84;0016;;;
0900421019;000020;ZFCM;20260215;C;X;;M;20260303;000000000001041681;12423.16;2360.40;0014;;;
0900421019;000030;ZFCM;20260215;C;X;;M;20260303;000000000001052983;3445.88;654.72;0014;;;
0900421019;000040;ZFCM;20260215;C;X;;M;20260303;000000000000755130;973.81;185.02;0015;;;
0900421104;000010;ZSNB;20260303;C;X;;M;20260303;000000000001001730;707.62;134.45;0014;;;
0900421126;000010;ZDML;20260303;C;X;;P;20260303;CS54;1739.99;330.60;0082;;;
0900421126;000020;ZDML;20260303;C;X;;P;20260303;000000000000874008;1150.00;218.50;0083;;;
0900421126;000030;ZDML;20260303;C;X;;P;20260303;000000000001026220;394.74;75.00;0119;;;
0900421126;000040;ZDML;20260303;C;X;;P;20260303;000000000000871454;46.30;8.80;0119;;;
0900421184;000020;ZDRP;20260303;C;X;;P;20260303;000000000000006102;3938.04;748.23;0027;;;
0900421186;000020;ZDRP;20260303;C;X;;P;20260303;000000000000006102;354.06;67.27;0027;;;
0900421188;000020;ZDRP;20260303;C;X;;P;20260303;000000000000006102;4130.15;784.73;0027;;;
0900421191;000020;ZDRP;20260303;C;X;;P;20260303;000000000000006102;3670.88;697.47;0027;;;
0900421195;000020;ZDRP;20260303;C;X;;P;20260303;000000000000006102;145.03;27.56;0027;;;
0900421207;000010;ZSNB;20260303;C;X;;M;20260303;000000000001008146;35673.60;6777.98;0016;;;
0900421207;000020;ZSNB;20260303;C;X;;M;20260303;000000000001026590;164290.40;31215.18;0016;;;
0900421281;000010;ZAUT;20260303;C;X;;M;20260303;000000000000017282;238045.13;45228.57;0119;;;
0900421282;000020;ZRGT;20260303;C;X;;M;20260303;M514;822.30;0.00;0027;;;
0900421282;000030;ZRGT;20260303;C;X;;M;20260303;M522;5053.64;0.00;0027;;;
0900421282;000040;ZRGT;20260303;C;X;;M;20260303;M524;169.00;0.00;0027;;;
0900421282;000050;ZRGT;20260303;C;X;;M;20260303;M535;0.00;0.00;0027;;;
0900421282;000060;ZRGT;20260303;C;X;;M;20260303;M540;179.00;0.00;0027;;;
0900421489;000060;ZDRP;20260227;C;X;;P;20260304;CS38;3494.40;663.94;0082;;;
0900421489;000070;ZDRP;20260227;C;X;;P;20260304;000000000000706633;1128.12;214.34;0034;;;
0900421489;000080;ZDRP;20260227;C;X;;P;20260304;000000000000706642;1730.86;328.86;0034;;;
0900421489;000090;ZDRP;20260227;C;X;;P;20260304;000000000000725360;2686.63;510.46;0034;;;
0900421489;000100;ZDRP;20260227;C;X;;P;20260304;000000000000203860;245.00;46.55;0024;;;
0900421489;000110;ZDRP;20260227;C;X;;P;20260304;000000000000203874;122.50;23.28;0024;;;
0900421489;000120;ZDRP;20260227;C;X;;P;20260304;000000000000704242;23.58;4.48;0034;;;
0900421489;000130;ZDRP;20260227;C;X;;P;20260304;CS38;1747.20;331.97;0082;;;
0900421489;000140;ZDRP;20260227;C;X;;P;20260304;CS40;5591.04;1062.30;0082;;;
0900421489;000150;ZDRP;20260227;C;X;;P;20260304;000000000000177451;84.97;16.14;0103;;;
0900421489;000160;ZDRP;20260227;C;X;;P;20260304;000000000000704990;227.64;43.25;0034;;;
0900421489;000170;ZDRP;20260227;C;X;;P;20260304;000000000000755637;7268.21;1380.96;0034;;;
0900421489;000180;ZDRP;20260227;C;X;;P;20260304;000000000000864051;2930.26;556.75;0034;;;
0900421489;000190;ZDRP;20260227;C;X;;P;20260304;CS38;4542.72;863.12;0082;;;
0900421489;000200;ZDRP;20260227;C;X;;P;20260304;VARIOS_CAM;243.90;46.34;0027;;;
0900421671;000010;ZSNB;20260304;C;X;;M;20260304;000000000000766751;2995.22;569.09;0002;;;
0900421676;000010;ZBEN;20260304;C;X;;M;20260304;000000000001007937;210.00;39.90;0102;;;
0900421676;000020;ZBEN;20260304;C;X;;M;20260304;000000000001005065;50.34;9.56;0102;;;
0900421681;000010;ZSNB;20260304;E;X;;M;20260304;000000000000770618;5505.96;1046.13;0013;;;
0900421752;000010;ZSNB;20260304;C;X;;M;20260304;000000000000766751;2995.22;569.09;0002;;;
0900421755;000010;ZSNB;20260304;C;X;;M;20260304;000000000000780381;8757.50;1663.93;0103;;;
0900421781;000040;ZFCM;20260215;C;X;;M;20260304;000000000000929892;3018.79;573.57;0015;;;
0900421786;000010;ZFCM;20260222;C;X;;M;20260304;000000000000964990;1136.29;215.90;0016;;;
0900421787;000040;ZFCM;20260222;C;X;;M;20260304;000000000000929892;754.68;143.39;0015;;;
0900421790;000010;ZFCM;20260222;C;X;;M;20260304;000000000000209551;210.00;39.90;0026;;;
0900421793;000010;ZFCM;20260222;C;X;;M;20260304;000000000000970789;2327.45;442.22;0015;;;
0900421793;000020;ZFCM;20260222;C;X;;M;20260304;000000000000965012;1695.80;322.20;0016;;;
0900421793;000040;ZFCM;20260222;C;X;;M;20260304;000000000000809193;706.11;134.16;0016;;;
0900421798;000010;ZFCM;20260222;C;X;;M;20260304;000000000000965095;896.66;170.37;0016;;;
0900421798;000020;ZFCM;20260222;C;X;;M;20260304;000000000000965005;793.32;150.73;0016;;;
0900421798;000050;ZFCM;20260222;C;X;;M;20260304;000000000000964988;1379.52;262.11;0016;;;
0900421803;000030;ZFCM;20260222;C;X;;M;20260304;000000000000850197;788.73;149.86;0016;;;
0900421805;000010;ZFCM;20260222;C;X;;M;20260304;000000000000964990;378.76;71.96;0016;;;
0900421805;000020;ZFCM;20260222;C;X;;M;20260304;000000000000841512;1985.72;377.29;0016;;;
0900421805;000040;ZFCM;20260222;C;X;;M;20260304;000000000001052993;1098.03;208.63;0014;;;
0900421807;000020;ZFCM;20260222;C;X;;M;20260304;000000000000745429;1123.87;213.54;0015;;;
0900421807;000030;ZFCM;20260222;C;X;;M;20260304;000000000000850197;3154.91;599.43;0016;;;
0900421807;000040;ZFCM;20260222;C;X;;M;20260304;000000000000965005;1586.64;301.46;0016;;;
0900421810;000010;ZFCM;20260222;C;X;;M;20260304;000000000000965014;3810.62;724.02;0016;;;
0900421810;000020;ZFCM;20260222;C;X;;M;20260304;000000000001041681;12304.31;2337.82;0014;;;
0900421810;000030;ZFCM;20260222;C;X;;M;20260304;000000000001052983;1722.94;327.36;0014;;;
0900421810;000040;ZFCM;20260222;C;X;;M;20260304;000000000000755130;2152.55;408.98;0015;;;
0900421812;000050;ZFCM;20260222;C;X;;M;20260304;000000000000809193;706.11;134.16;0016;;;
0900421812;000060;ZFCM;20260222;C;X;;M;20260304;000000000000850197;1577.46;299.72;0016;;;
0900421831;000010;ZSPP;20260304;C;X;;P;20260304;000000000000856101;592.80;0.00;0027;;;
0900421831;000020;ZSPP;20260304;C;X;;P;20260304;000000000000600044;1523.42;0.00;0083;;;
0900421831;000030;ZSPP;20260304;C;X;;P;20260304;000000000000760932;91.98;0.00;0083;;;
0900421831;000040;ZSPP;20260304;C;X;;P;20260304;000000000000107764;206.30;0.00;0013;;;
0900421831;000050;ZSPP;20260304;C;X;;P;20260304;000000000000107772;389.09;0.00;0013;;;
0900421831;000060;ZSPP;20260304;C;X;;P;20260304;000000000000107823;229.89;0.00;0013;;;
0900421831;000070;ZSPP;20260304;C;X;;P;20260304;000000000000110419;1075.71;0.00;0013;;;
0900421831;000080;ZSPP;20260304;C;X;;P;20260304;000000000000134133;173.28;0.00;0310;;;
0900421831;000090;ZSPP;20260304;C;X;;P;20260304;000000000000162133;676.64;0.00;0310;;;
0900421831;000100;ZSPP;20260304;C;X;;P;20260304;000000000000717038;67.74;0.00;0013;;;
0900421831;000110;ZSPP;20260304;C;X;;P;20260304;000000000000718907;1297.67;0.00;0034;;;
0900421831;000120;ZSPP;20260304;C;X;;P;20260304;000000000000762042;324.09;0.00;0013;;;
0900421831;000130;ZSPP;20260304;C;X;;P;20260304;000000000000835318;239.28;0.00;0013;;;
0900421831;000140;ZSPP;20260304;C;X;;P;20260304;CS40;3943.12;0.00;0082;;;
0900421831;000150;ZSPP;20260304;C;X;;P;20260304;000000000000942994;735.59;0.00;0083;;;
0900421831;000160;ZSPP;20260304;C;X;;P;20260304;VARIOS_CAM;224.56;0.00;0027;;;
0900421832;000010;ZFCM;20260228;C;X;;M;20260304;000000000000965004;1073.60;203.98;0016;;;
0900421832;000040;ZFCM;20260228;C;X;;M;20260304;000000000000929892;6037.45;1147.12;0015;;;
0900421834;000010;ZFCM;20260228;C;X;;M;20260304;000000000000965095;2620.99;497.99;0016;;;
0900421834;000050;ZFCM;20260228;C;X;;M;20260304;000000000000964988;655.28;124.50;0016;;;
0900421834;000080;ZFCM;20260228;C;X;;M;20260304;000000000000965004;357.87;68.00;0016;;;
0900421837;000020;ZFCM;20260228;C;X;;M;20260304;000000000000965016;962.52;182.88;0016;;;
0900421839;000010;ZFCM;20260228;C;X;;M;20260304;000000000000964990;2878.59;546.93;0016;;;
0900421841;000010;ZFCM;20260228;C;X;;M;20260304;000000000001041683;1857.29;352.89;0014;;;
0900421843;000010;ZFCM;20260228;C;X;;M;20260304;000000000000965014;1357.51;257.93;0016;;;
0900421843;000020;ZFCM;20260228;C;X;;M;20260304;000000000001041681;9869.65;1875.23;0014;;;
0900421843;000030;ZFCM;20260228;C;X;;M;20260304;000000000001052983;861.47;163.68;0014;;;
0900421845;000010;ZFCM;20260228;C;X;;M;20260304;000000000000965016;5775.13;1097.27;0016;;;
0900421845;000020;ZFCM;20260228;C;X;;M;20260304;000000000001052983;6906.08;1312.16;0014;;;
0900421845;000050;ZFCM;20260228;C;X;;M;20260304;000000000000809193;2824.44;536.64;0016;;;
0900421943;000010;ZDRP;20260304;C;X;;P;20260304;000000000000856101;197.60;37.54;0027;;;
0900421943;000020;ZDRP;20260304;C;X;;P;20260304;000000000000600044;1523.42;289.45;0083;;;
0900421943;000030;ZDRP;20260304;C;X;;P;20260304;CS35;3468.86;659.09;0082;;;
0900421943;000040;ZDRP;20260304;C;X;;P;20260304;000000000000835318;246.83;46.90;0013;;;
0900421943;000050;ZDRP;20260304;C;X;;P;20260304;000000000000162133;728.69;138.45;0013;;;
0900421943;000060;ZDRP;20260304;C;X;;P;20260304;000000000000107823;247.58;47.04;0013;;;
0900421943;000070;ZDRP;20260304;C;X;;P;20260304;000000000000107832;334.84;63.62;0013;;;
0900421943;000080;ZDRP;20260304;C;X;;P;20260304;000000000000107764;222.17;42.21;0013;;;
0900421943;000090;ZDRP;20260304;C;X;;P;20260304;000000000000107772;419.02;79.61;0013;;;
0900421943;000100;ZDRP;20260304;C;X;;P;20260304;000000000000717038;72.95;13.86;0013;;;
0900421943;000110;ZDRP;20260304;C;X;;P;20260304;000000000001043087;183.96;34.95;0284;;;
0900421948;000010;ZDRP;20260304;C;X;;P;20260304;000000000000856101;197.60;37.54;0027;;;
0900421948;000020;ZDRP;20260304;C;X;;P;20260304;000000000000600044;1523.42;289.45;0083;;;
0900421948;000030;ZDRP;20260304;C;X;;P;20260304;CS35;3468.86;659.09;0082;;;
0900421948;000040;ZDRP;20260304;C;X;;P;20260304;000000000000835318;246.83;46.90;0013;;;
0900421948;000050;ZDRP;20260304;C;X;;P;20260304;000000000000162133;728.69;138.45;0013;;;
0900421948;000060;ZDRP;20260304;C;X;;P;20260304;000000000000107823;247.58;47.04;0013;;;
0900421948;000070;ZDRP;20260304;C;X;;P;20260304;000000000000107832;334.84;63.62;0013;;;
0900421948;000080;ZDRP;20260304;C;X;;P;20260304;000000000000107764;222.17;42.21;0013;;;
0900421948;000090;ZDRP;20260304;C;X;;P;20260304;000000000000107772;419.02;79.61;0013;;;
0900421948;000100;ZDRP;20260304;C;X;;P;20260304;000000000000717038;72.95;13.86;0013;;;
0900421948;000110;ZDRP;20260304;C;X;;P;20260304;000000000001043087;183.96;34.95;0284;;;
0900422148;000010;ZSNB;20260304;C;X;;M;20260304;000000000000121080;120.78;22.95;0103;;;
0900422241;000010;ZSNB;20260304;E;X;;M;20260304;000000000000770618;5505.96;1046.13;0013;;;
