VBELN;POSNR;FKART;FKDAT;RFBSK;FKSTO;VBTYP;ERDAT;MATNR;NETWR;MWSBP;MATKL;FKIMG;SELLER_ID;SELLER_NOMBRE;SELLER_APELLIDO
0900417764;000010;ZNCN;20260302;C;;O;20260302;NC01;4302.76;817.52;0180;1.000;;;
0900417845;000010;ZNCN;20260302;C;;O;20260302;000000000000775003;445.36;84.62;0103;1.000;;;
0900417845;000020;ZNCN;20260302;C;;O;20260302;000000000000775427;97.89;18.60;0103;1.000;;;
0900417996;000010;ZNCA;20260302;C;;O;20260302;;0.00;0.00;;0.000;;;
0900418017;000010;ZNCA;20260302;C;;O;20260302;;0.00;0.00;;0.000;;;
0900418057;000010;ZNCN;20260302;C;;O;20260302;CS54;560.01;106.40;0082;1.400;;;
0900418057;000020;ZNCN;20260302;C;;O;20260302;000000000000897455;976.56;185.55;0083;12.000;;;
0900418057;000030;ZNCN;20260302;C;;O;20260302;000000000000819714;271.75;51.63;0200;1.000;;;
0900418057;000040;ZNCN;20260302;C;;O;20260302;VARIOS_LIVIANO;143.36;27.24;0027;1.000;;;
0900418112;000020;ZNCN;20260302;C;;O;20260302;000000000000155514;170.96;32.48;0103;1.000;;;
0900418118;000010;ZNCN;20260302;C;;O;20260302;000000000000921573;4225.45;802.84;0005;2.000;;;
0900418130;000020;ZNCN;20260302;C;;O;20260302;000000000000838693;512.14;97.31;0103;2.000;;;
0900418130;000030;ZNCN;20260302;C;;O;20260302;000000000000790881;198.02;37.62;0103;4.000;;;
0900418146;000080;ZNCN;20260302;C;;O;20260302;000000000000159780;977.40;185.71;0103;6.000;;;
0900418146;000090;ZNCN;20260302;C;;O;20260302;000000000000155121;1503.36;285.63;0103;6.000;;;
0900418197;000020;ZNCN;20260302;C;;O;20260302;000000000000183246;329.94;62.69;0103;1.000;;;
0900418198;000010;ZNCN;20260302;C;;O;20260302;000000000000744123;3043.33;578.23;0006;1.000;;;
0900418203;000010;ZNCN;20260302;C;;O;20260302;000000000000108013;738.05;140.23;0103;1.000;;;
0900418206;000020;ZNCN;20260302;C;;O;20260302;000000000000736740;228.20;43.36;0001;2.000;;;
0900418213;000010;ZNCN;20260302;C;;O;20260302;000000000000835072;2018.00;383.42;0019;2.000;;;
0900418432;000030;ZNCN;20260302;C;;O;20260302;000000000000704237;1121.76;213.13;0034;1.000;;;
0900418432;000040;ZNCN;20260302;C;;O;20260302;000000000000704208;1121.76;213.14;0034;1.000;;;
0900418488;000010;ZNCA;20260302;C;;O;20260302;000000000000016540;1015977.60;193035.74;0002;1.000;;;
0900418526;000010;ZNCN;20260302;C;;O;20260302;000000000000877621;4574.36;869.12;0019;4.000;;;
0900418526;000020;ZNCN;20260302;C;;O;20260302;000000000000822443;2251.29;427.75;0019;3.000;;;
0900418526;000030;ZNCN;20260302;C;;O;20260302;000000000000852189;2302.56;437.49;0019;3.000;;;
0900418526;000040;ZNCN;20260302;C;;O;20260302;000000000000852189;2302.56;437.49;0019;3.000;;;
0900418526;000050;ZNCN;20260302;C;;O;20260302;000000000000754788;1943.58;369.28;0019;3.000;;;
0900418526;000060;ZNCN;20260302;C;;O;20260302;000000000000113415;2456.40;466.72;0019;3.000;;;
0900418526;000070;ZNCN;20260302;C;;O;20260302;000000000000835071;2218.80;421.57;0019;2.000;;;
0900418526;000080;ZNCN;20260302;C;;O;20260302;000000000000863504;2389.74;454.05;0019;2.000;;;
0900418578;000010;ZNCN;20260302;C;;O;20260302;000000000000729491;4197.23;797.47;0103;2.000;;;
0900418652;000010;ZNCN;20260302;C;;O;20260302;NC01;2100.00;399.00;0180;1.000;;;
0900418730;000060;ZNCN;20260302;C;;O;20260302;000000000000912035;4550.53;864.60;0103;1.000;;;
0900418731;000010;ZNCN;20260302;C;;O;20260302;VARIOS_LIVIANO;210.08;39.92;0027;1.000;;;
0900418772;000010;ZNCN;20260302;C;;O;20260302;CS54;1739.99;330.60;0082;3.000;;;
0900418772;000020;ZNCN;20260302;C;;O;20260302;N450390_SL;200.00;38.00;0027;1.000;;;
0900418772;000030;ZNCN;20260302;C;;O;20260302;000000000000900748;1336.80;253.99;0083;8.000;;;
0900418772;000040;ZNCN;20260302;C;;O;20260302;000000000000867953;92.09;17.50;0118;1.000;;;
0900418799;000010;ZNCN;20260302;C;;O;20260302;000000000000125752;20356.13;3867.66;0103;1.000;;;
0900418799;000020;ZNCN;20260302;C;;O;20260302;000000000000157277;334.10;63.48;0103;8.000;;;
0900418802;000010;ZNCN;20260302;C;;O;20260302;000000000000156431;744.53;141.46;0103;3.000;;;
0900418802;000020;ZNCN;20260302;C;;O;20260302;000000000000122824;149.31;28.37;0103;3.000;;;
0900418802;000030;ZNCN;20260302;C;;O;20260302;000000000000188936;814.59;154.77;0103;3.000;;;
0900418802;000040;ZNCN;20260302;C;;O;20260302;000000000000188937;1111.68;211.22;0103;3.000;;;
0900418802;000050;ZNCN;20260302;C;;O;20260302;000000000000990819;1905.96;362.13;0001;3.000;;;
0900418802;000060;ZNCN;20260302;C;;O;20260302;000000000000101616;383.71;72.90;0001;3.000;;;
0900418802;000070;ZNCN;20260302;C;;O;20260302;000000000000109259;1263.42;240.05;0001;3.000;;;
0900418802;000080;ZNCN;20260302;C;;O;20260302;000000000000895711;4865.61;924.47;0001;3.000;;;
0900418802;000090;ZNCN;20260302;C;;O;20260302;000000000000978661;1758.85;334.18;0001;3.000;;;
0900418802;000100;ZNCN;20260302;C;;O;20260302;000000000000735983;9250.70;1757.64;0005;1.000;;;
0900418808;000010;ZNCA;20260302;C;X;O;20260302;000000000000003260;1800.00;342.00;0028;0.000;;;
0900418851;000010;ZNCN;20260302;C;;O;20260302;000000000000996447;695.45;132.14;0083;5.200;;;
0900418851;000020;ZNCN;20260302;C;;O;20260302;000000000000826462;977.55;185.73;0083;7.500;;;
0900418851;000030;ZNCN;20260302;C;;O;20260302;000000000000837738;362.04;68.79;0010;1.000;;;
0900418851;000040;ZNCN;20260302;C;;O;20260302;000000000000896006;461.65;87.71;0010;1.000;;;
0900418851;000050;ZNCN;20260302;C;;O;20260302;000000000000207950;17.04;3.24;0010;1.000;;;
0900418851;000060;ZNCN;20260302;C;;O;20260302;000000000000136271;132.63;25.20;0010;1.000;;;
0900418851;000070;ZNCN;20260302;C;;O;20260302;CS51;1375.02;261.25;0082;2.500;;;
0900418851;000080;ZNCN;20260302;C;;O;20260302;VARIOS_LIVIANO;1860.88;353.57;0027;1.000;;;
0900418853;000010;ZNCA;20260302;C;;O;20260302;000000000000003260;1800.00;342.00;0028;0.000;;;
0900418905;000010;ZNCA;20260302;C;;O;20260302;000000000000003260;1800.01;342.00;0028;1.000;;;
0900418922;000010;ZNCN;20260302;C;;O;20260302;000000000000107813;846.20;160.78;0001;1.000;;;
0900418923;000010;ZNCN;20260302;C;;O;20260302;CS54;2030.00;385.69;0082;3.500;;;
0900418923;000020;ZNCN;20260302;C;;O;20260302;000000000000874008;1150.00;218.50;0083;8.000;;;
0900418923;000030;ZNCN;20260302;C;;O;20260302;000000000000870097;381.19;72.43;0119;1.000;;;
0900418923;000040;ZNCN;20260302;C;;O;20260302;000000000000870947;208.31;39.58;0119;1.000;;;
0900418923;000050;ZNCN;20260302;C;;O;20260302;000000000000870016;291.52;55.39;0119;1.000;;;
0900418923;000060;ZNCN;20260302;C;;O;20260302;000000000000871454;46.30;8.80;0119;1.000;;;
0900418977;000010;ZNCN;20260302;C;;O;20260302;000000000001057682;1527.85;290.29;0024;15.000;;;
0900418993;000050;ZNCN;20260302;C;;O;20260302;000000000000793828;2094.50;397.96;0103;2.000;;;
0900418996;000020;ZNCN;20260302;C;;O;20260302;000000000000921569;8871.61;1685.61;0103;2.000;;;
0900419000;000070;ZNCN;20260302;C;;O;20260302;000000000000751382;978.68;185.95;0034;2.000;;;
0900419000;000080;ZNCN;20260302;C;;O;20260302;000000000000862001;1200.60;228.11;0034;2.000;;;
0900419002;000070;ZNCN;20260302;C;;O;20260302;000000000000784427;265.64;50.47;0013;4.000;;;
0900419002;000080;ZNCN;20260302;C;;O;20260302;000000000001020509;200.99;38.19;0013;1.000;;;
0900419004;000090;ZNCN;20260302;C;;O;20260302;000000000000700884;655.14;124.48;0034;4.000;;;
0900419004;000100;ZNCN;20260302;C;;O;20260302;000000000000702529;376.88;71.61;0034;2.000;;;
0900419004;000110;ZNCN;20260302;C;;O;20260302;000000000000713481;141.34;26.85;0034;2.000;;;
0900419004;000120;ZNCN;20260302;C;;O;20260302;000000000000700940;701.62;133.31;0034;2.000;;;
0900419004;000130;ZNCN;20260302;C;;O;20260302;000000000000700936;840.80;159.75;0034;2.000;;;
0900419004;000140;ZNCN;20260302;C;;O;20260302;000000000000742716;269.33;51.17;0034;1.000;;;
0900419004;000150;ZNCN;20260302;C;;O;20260302;000000000000130347;4165.28;791.40;0129;4.000;;;
0900419004;000160;ZNCN;20260302;C;;O;20260302;000000000000862001;615.31;116.91;0034;1.000;;;
0900419058;000010;ZNCN;20260302;C;;O;20260302;000000000001032943;1166.20;221.58;0024;1.000;;;
0900419058;000020;ZNCN;20260302;C;;O;20260302;000000000001018548;1309.00;248.71;0024;1.000;;;
0900419058;000030;ZNCN;20260302;C;;O;20260302;000000000000852710;201.51;38.29;0003;1.000;;;
0900419058;000040;ZNCN;20260302;C;;O;20260302;000000000001046774;131.44;24.97;0003;1.000;;;
0900419058;000050;ZNCN;20260302;C;;O;20260302;000000000000006478;200.00;38.00;0027;1.000;;;
0900419058;000060;ZNCN;20260302;C;;O;20260302;000000000001033702;79.27;15.06;0083;1.000;;;
0900419058;000070;ZNCN;20260302;C;;O;20260302;000000000000999250;27.34;5.19;0083;1.000;;;
0900419058;000080;ZNCN;20260302;C;;O;20260302;000000000000956201;1156.00;219.64;0083;8.000;;;
0900419058;000090;ZNCN;20260302;C;;O;20260302;CS51;1600.00;304.01;0082;4.000;;;
0900419058;000100;ZNCN;20260302;C;;O;20260302;CS54;1275.00;242.25;0082;3.000;;;
0900419058;000110;ZNCN;20260302;C;;O;20260302;VARIOS_LIVIANO;23.28;4.42;0027;1.000;;;
0900419064;000010;ZNCN;20260302;C;;O;20260302;000000000001057682;104.43;19.84;0024;1.000;;;
0900419139;000010;ZNCN;20260302;C;;O;20260302;MV11;0.02;0.00;0055;2.000;;;
0900419139;000020;ZNCN;20260302;C;;O;20260302;CS84;2318.82;440.56;0082;5.900;;;
0900419139;000030;ZNCN;20260302;C;;O;20260302;000000000000947909;117.24;22.28;0103;1.000;;;
0900419139;000040;ZNCN;20260302;C;;O;20260302;000000000000733264;645.49;122.64;0103;1.000;;;
0900419139;000050;ZNCN;20260302;C;;O;20260302;000000000000155443;476.92;90.61;0103;1.000;;;
0900419139;000060;ZNCN;20260302;C;;O;20260302;000000000000122824;49.77;9.46;0103;1.000;;;
0900419139;000070;ZNCN;20260302;C;;O;20260302;000000000000156431;248.18;47.15;0103;1.000;;;
0900419139;000080;ZNCN;20260302;C;;O;20260302;000000000000188937;370.56;70.41;0103;1.000;;;
0900419139;000090;ZNCN;20260302;C;;O;20260302;000000000000188936;258.93;49.20;0103;1.000;;;
0900419139;000100;ZNCN;20260302;C;;O;20260302;000000000000778890;88.24;16.77;0005;1.000;;;
0900419139;000110;ZNCN;20260302;C;;O;20260302;000000000000778838;80.46;15.29;0103;1.000;;;
0900419139;000120;ZNCN;20260302;C;;O;20260302;000000000000161922;190.22;36.14;0005;1.000;;;
0900419139;000130;ZNCN;20260302;C;;O;20260302;000000000000735982;899.37;170.88;0005;1.000;;;
0900419139;000140;ZNCN;20260302;C;;O;20260302;000000000000735981;578.82;109.98;0005;3.000;;;
0900419139;000150;ZNCN;20260302;C;;O;20260302;000000000000156141;886.14;168.37;0005;1.000;;;
0900419139;000160;ZNCN;20260302;C;;O;20260302;KMAGR2;558.40;106.10;0084;80.000;;;
0900419139;000170;ZNCN;20260302;C;;O;20260302;MOV0004;177.24;33.68;0055;1.000;;;
0900419169;000010;ZNCN;20260302;C;;O;20260302;CS54;1483.86;281.93;0082;2.500;;;
0900419169;000020;ZNCN;20260302;C;;O;20260302;SERV.EXTERNO;9621.36;1828.06;0086;2.000;;;
0900419169;000030;ZNCN;20260302;C;;O;20260302;000000000000969811;55.08;10.47;0029;1.000;;;
0900419169;000040;ZNCN;20260302;C;;O;20260302;000000000000874008;1150.00;218.50;0083;8.000;;;
0900419169;000050;ZNCN;20260302;C;;O;20260302;000000000001025784;254.57;48.37;0120;1.000;;;
0900419169;000060;ZNCN;20260302;C;;O;20260302;000000000000934483;113.80;21.62;0120;1.000;;;
0900419169;000070;ZNCN;20260302;C;;O;20260302;000000000001012995;161.86;30.75;0120;1.000;;;
0900419349;000010;ZNCN;20260302;C;;O;20260302;000000000000702424;369.19;70.15;0103;6.000;;;
0900419374;000090;ZNCN;20260302;C;;O;20260302;000000000000842732;19875.60;3776.36;0103;1.000;;;
0900419450;000010;ZNCN;20260302;C;;O;20260302;000000000000113994;11385.23;2163.19;0013;2.000;;;
0900419450;000020;ZNCN;20260302;C;;O;20260302;000000000000103362;3451.08;655.71;0013;1.000;;;
0900419450;000030;ZNCN;20260302;C;;O;20260302;000000000000104915;6878.86;1306.98;0013;2.000;;;
0900419450;000040;ZNCN;20260302;C;;O;20260302;000000000000162690;1275.62;242.37;0013;8.000;;;
0900419450;000050;ZNCN;20260302;C;;O;20260302;000000000000120292;18.65;3.54;0310;1.000;;;
0900419450;000060;ZNCN;20260302;C;;O;20260302;000000000000116325;370.41;70.38;0013;1.000;;;
0900419450;000070;ZNCN;20260302;C;;O;20260302;000000000000743695;6122.80;1163.33;0013;1.000;;;
0900419450;000080;ZNCN;20260302;C;;O;20260302;000000000000138644;89.63;17.03;0013;1.000;;;
0900419450;000100;ZNCN;20260302;C;;O;20260302;000000000000127214;1316.79;250.19;0013;2.000;;;
0900419450;000110;ZNCN;20260302;C;;O;20260302;000000000000153383;5430.77;1031.85;0013;8.000;;;
0900419450;000120;ZNCN;20260302;C;;O;20260302;000000000000176833;1519.56;288.72;0310;20.000;;;
0900419450;000130;ZNCN;20260302;C;;O;20260302;000000000000117461;3362.43;638.86;0013;20.000;;;
0900419450;000140;ZNCN;20260302;C;;O;20260302;000000000000713746;3473.35;659.94;0013;1.000;;;
0900419450;000150;ZNCN;20260302;C;;O;20260302;000000000000701153;16192.33;3076.54;0013;1.000;;;
0900419450;000160;ZNCN;20260302;C;;O;20260302;000000000000198592;5759.85;1094.37;0276;10.000;;;
0900419450;000170;ZNCN;20260302;C;;O;20260302;000000000000743919;1332.97;253.26;0013;1.000;;;
0900419450;000190;ZNCN;20260302;C;;O;20260302;000000000000720664;3315.69;629.98;0013;2.000;;;
0900419450;000200;ZNCN;20260302;C;;O;20260302;000000000000138645;85.82;16.31;0013;1.000;;;
0900419452;000010;ZNCN;20260302;C;;O;20260302;000000000000101616;255.81;48.60;0001;2.000;;;
0900419452;000020;ZNCN;20260302;C;;O;20260302;000000000000109259;1684.56;320.06;0001;4.000;;;
0900419452;000030;ZNCN;20260302;C;;O;20260302;000000000000978661;1172.57;222.79;0001;2.000;;;
0900419452;000040;ZNCN;20260302;C;;O;20260302;000000000000978662;869.68;165.24;0001;2.000;;;
0900419452;000050;ZNCN;20260302;C;;O;20260302;000000000000895711;1621.87;308.16;0001;1.000;;;
0900419452;000080;ZNCN;20260302;C;;O;20260302;000000000000923508;1552.39;294.95;0001;3.000;;;
0900419452;000090;ZNCN;20260302;C;;O;20260302;000000000000978663;383.72;72.91;0001;1.000;;;
0900419454;000010;ZNCN;20260302;C;;O;20260302;000000000000743851;5329.41;1012.59;0013;2.000;;;
0900419456;000010;ZNCN;20260302;C;;O;20260302;000000000000113994;5692.62;1081.60;0013;1.000;;;
0900419456;000020;ZNCN;20260302;C;;O;20260302;000000000000162691;671.52;127.59;0013;4.000;;;
0900419456;000030;ZNCN;20260302;C;;O;20260302;000000000000181774;2750.10;522.52;0013;1.000;;;
0900419456;000040;ZNCN;20260302;C;;O;20260302;000000000000743695;6122.80;1163.33;0013;1.000;;;
0900419456;000050;ZNCN;20260302;C;;O;20260302;000000000000138644;179.26;34.06;0013;2.000;;;
0900419456;000060;ZNCN;20260302;C;;O;20260302;000000000000127214;1316.79;250.19;0013;2.000;;;
0900419456;000070;ZNCN;20260302;C;;O;20260302;000000000000178276;2484.37;472.03;0013;1.000;;;
0900419456;000080;ZNCN;20260302;C;;O;20260302;000000000000197174;8150.99;1548.69;0310;1.000;;;
0900419456;000090;ZNCN;20260302;C;;O;20260302;000000000000198592;12095.68;2298.17;0276;21.000;;;
0900419456;000100;ZNCN;20260302;C;;O;20260302;000000000000743919;5331.90;1013.06;0013;4.000;;;
0900419456;000110;ZNCN;20260302;C;;O;20260302;000000000000713795;627.65;119.25;0013;3.000;;;
0900419456;000120;ZNCN;20260302;C;;O;20260302;000000000000720664;1657.84;314.99;0013;1.000;;;
0900419456;000130;ZNCN;20260302;C;;O;20260302;000000000000120292;93.24;17.72;0310;5.000;;;
0900419456;000140;ZNCN;20260302;C;;O;20260302;000000000000927707;1951.41;370.77;0310;6.000;;;
0900419456;000150;ZNCN;20260302;C;;O;20260302;000000000000124153;3181.10;604.41;0013;9.000;;;
0900419462;000040;ZNCN;20260302;C;;O;20260302;000000000000704169;1559.38;296.28;0034;1.000;;;
0900419556;000010;ZNCA;20260302;C;;O;20260302;000000000001018580;855000.00;162450.00;0101;1.000;;;
0900419562;000030;ZNCN;20260302;C;;O;20260302;000000000000192855;93.92;17.84;0103;1.000;;;
0900419646;000010;ZNCN;20260303;C;;O;20260303;000000000000750694;1600.53;304.10;0103;1.000;;;
0900419683;000010;ZNFD;20260303;C;;O;20260303;000000000000765309;2414.37;458.73;0024;25.000;;;
0900419688;000010;ZNCA;20260303;C;;O;20260303;;0.00;0.00;;1.000;;;
0900419691;000010;ZNFD;20260303;C;;O;20260303;000000000000765309;3380.09;642.22;0024;35.000;;;
0900419695;000010;ZNFD;20260303;C;;O;20260303;000000000000111157;976.56;185.55;0013;1.000;;;
0900419695;000020;ZNFD;20260303;C;;O;20260303;000000000000111149;998.71;189.75;0013;1.000;;;
0900419709;000010;ZNCN;20260303;C;;O;20260303;000000000001038203;1725511.08;327847.11;0009;7776.000;;;
0900419788;000010;ZNCN;20260303;C;;O;20260303;000000000000873674;4214.64;800.78;0016;4.000;;;
0900419794;000010;ZNCN;20260303;C;;O;20260303;000000000000873674;4214.64;800.78;0016;4.000;;;
0900419850;000140;ZNCN;20260303;C;;O;20260303;000000000000133473;1155.80;219.60;0103;2.000;;;
0900419901;000010;ZNCN;20260303;C;;O;20260303;000000000001041434;271512.00;51587.28;0100;400.000;;;
0900419940;000010;ZNCN;20260303;C;;O;20260303;000000000000982105;1014751.92;192802.86;0009;240.000;;;
0900419940;000020;ZNCN;20260303;C;;O;20260303;000000000000982105;1014468.00;192748.92;0009;240.000;;;
0900419976;000010;ZNFD;20260303;C;;O;20260303;000000000000781854;10038.29;1907.28;0016;5.000;;;
0900419976;000020;ZNFD;20260303;C;;O;20260303;000000000000191883;1965.32;373.41;0016;1.000;;;
0900419986;000010;ZNFD;20260303;C;;O;20260303;000000000000708033;2121.93;403.17;0016;2.000;;;
0900419986;000020;ZNFD;20260303;C;;O;20260303;000000000000916465;2403.95;456.75;0016;2.000;;;
0900419992;000010;ZNFD;20260303;C;;O;20260303;000000000000842870;933.62;177.39;0016;1.000;;;
0900419995;000010;ZNFD;20260303;C;;O;20260303;000000000000842870;1960.61;372.52;0016;2.000;;;
0900419997;000020;ZNCN;20260303;C;;O;20260303;000000000000006102;4432.56;842.19;0027;1.000;;;
0900420012;000010;ZNFD;20260303;C;;O;20260303;000000000000797490;4441.49;843.88;0016;4.000;;;
0900420012;000020;ZNFD;20260303;C;;O;20260303;000000000000842870;3921.22;745.03;0016;4.000;;;
0900420032;000010;ZNCN;20260303;C;;O;20260303;000000000000190379;2627.02;499.13;0005;3.000;;;
0900420086;000010;ZNCN;20260303;C;;O;20260303;000000000000735982;899.37;170.88;0005;1.000;;;
0900420086;000020;ZNCN;20260303;C;;O;20260303;000000000000156141;886.14;168.37;0005;1.000;;;
0900420086;000030;ZNCN;20260303;C;;O;20260303;000000000000122824;49.77;9.46;0103;1.000;;;
0900420086;000040;ZNCN;20260303;C;;O;20260303;000000000000156431;248.18;47.15;0103;1.000;;;
0900420086;000050;ZNCN;20260303;C;;O;20260303;000000000000155377;203.01;38.57;0103;1.000;;;
0900420086;000060;ZNCN;20260303;C;;O;20260303;000000000000903097;700.55;133.10;0103;1.000;;;
0900420086;000070;ZNCN;20260303;C;;O;20260303;000000000000113892;508.62;96.64;0103;1.000;;;
0900420086;000080;ZNCN;20260303;C;;O;20260303;000000000000113893;241.02;45.79;0103;1.000;;;
0900420086;000090;ZNCN;20260303;C;;O;20260303;000000000000154788;942.42;179.06;0103;1.000;;;
0900420086;000100;ZNCN;20260303;C;;O;20260303;000000000000739713;1001.57;190.30;0103;1.000;;;
0900420086;000110;ZNCN;20260303;C;;O;20260303;000000000000732095;68.31;12.98;0103;1.000;;;
0900420086;000120;ZNCN;20260303;C;;O;20260303;000000000000159466;99.20;18.85;0103;1.000;;;
0900420086;000130;ZNCN;20260303;C;;O;20260303;000000000000154453;421.50;80.09;0103;1.000;;;
0900420119;000010;ZNFD;20260303;C;;O;20260303;000000000000782093;569.70;108.24;0103;50.000;;;
0900420119;000020;ZNFD;20260303;C;;O;20260303;000000000000782265;333.50;63.37;0103;8.000;;;
0900420119;000030;ZNFD;20260303;C;;O;20260303;000000000000782760;441.79;83.94;0103;8.000;;;
0900420119;000040;ZNFD;20260303;C;;O;20260303;000000000000782181;536.47;101.93;0103;8.000;;;
0900420119;000050;ZNFD;20260303;C;;O;20260303;000000000000780063;440.46;83.69;0103;10.000;;;
0900420119;000060;ZNFD;20260303;C;;O;20260303;000000000000780111;788.96;149.90;0103;10.000;;;
0900420119;000070;ZNFD;20260303;C;;O;20260303;000000000000780103;268.80;51.07;0103;10.000;;;
0900420119;000080;ZNFD;20260303;C;;O;20260303;000000000000780107;35.10;6.67;0103;10.000;;;
0900420119;000090;ZNFD;20260303;C;;O;20260303;000000000000774557;594.16;112.89;0103;10.000;;;
0900420119;000100;ZNFD;20260303;C;;O;20260303;000000000000774069;57.24;10.88;0103;10.000;;;
0900420119;000110;ZNFD;20260303;C;;O;20260303;000000000000780135;119.07;22.62;0103;10.000;;;
0900420119;000130;ZNFD;20260303;C;;O;20260303;000000000000780471;1696.88;322.41;0103;1.000;;;
0900420119;000180;ZNFD;20260303;C;;O;20260303;000000000000779694;512.84;97.44;0103;6.000;;;
0900420119;000190;ZNFD;20260303;C;;O;20260303;000000000000779694;1025.68;194.88;0103;12.000;;;
0900420119;000200;ZNFD;20260303;C;;O;20260303;000000000000833167;3593.70;682.79;0103;100.000;;;
0900420119;000210;ZNFD;20260303;C;;O;20260303;000000000000777072;2677.57;508.74;0103;1.000;;;
0900420119;000220;ZNFD;20260303;C;;O;20260303;000000000000780402;940.14;178.63;0103;10.000;;;
0900420119;000230;ZNFD;20260303;C;;O;20260303;000000000000780406;918.27;174.47;0103;10.000;;;
0900420119;000240;ZNFD;20260303;C;;O;20260303;000000000000779694;683.78;129.92;0103;8.000;;;
0900420119;000250;ZNFD;20260303;C;;O;20260303;000000000000779694;341.89;64.96;0103;4.000;;;
0900420123;000010;ZNF1;20260303;C;;O;20260303;SERV.EXTERNO;4281.00;813.39;0086;1.000;;;
0900420123;000060;ZNF1;20260303;C;;O;20260303;000000000000154616;497.06;94.44;0103;4.000;;;
0900420123;000070;ZNF1;20260303;C;;O;20260303;000000000000154740;379.26;72.06;0103;4.000;;;
0900420123;000100;ZNF1;20260303;C;;O;20260303;000000000000155708;207.94;39.51;0103;8.000;;;
0900420123;000130;ZNF1;20260303;C;;O;20260303;000000000000159780;529.09;100.53;0005;4.000;;;
0900420123;000210;ZNF1;20260303;C;;O;20260303;CS06;19955.52;3791.54;0082;24.600;;;
0900420123;000220;ZNF1;20260303;C;;O;20260303;000000000000155121;813.77;154.62;0005;4.000;;;
0900420123;000230;ZNF1;20260303;C;;O;20260303;000000000000114969;15546.82;2953.90;0005;1.000;;;
0900420127;000010;ZNFD;20260303;C;;O;20260303;000000000001047681;365.07;69.36;0112;1.000;;;
0900420138;000010;ZNCN;20260303;C;;O;20260303;NC01;3500.00;665.00;0180;1.000;;;
0900420197;000010;ZNCN;20260303;C;;O;20260303;000000000000790666;604.17;114.79;0103;3.000;;;
0900420210;000010;ZNCA;20260303;C;;O;20260303;000000000000917105;165000.00;31350.00;0005;1.000;;;
0900420234;000010;ZNF1;20260303;C;X;O;20260303;000000000000852710;225.22;42.79;0003;1.000;;;
0900420234;000020;ZNF1;20260303;C;X;O;20260303;000000000000936548;183.05;34.78;0003;1.000;;;
0900420234;000030;ZNF1;20260303;C;X;O;20260303;000000000000999250;32.17;6.11;0083;1.000;;;
0900420234;000040;ZNF1;20260303;C;X;O;20260303;000000000001033702;93.26;17.72;0083;1.000;;;
0900420234;000050;ZNF1;20260303;C;X;O;20260303;000000000000897419;649.60;123.42;0083;4.000;;;
0900420234;000060;ZNF1;20260303;C;X;O;20260303;CS51;961.54;182.69;0082;2.000;;;
0900420234;000070;ZNF1;20260303;C;X;O;20260303;000000000000911999;55.12;10.47;0083;1.000;;;
0900420234;000080;ZNF1;20260303;C;X;O;20260303;000000000000936548;183.05;34.78;0003;1.000;;;
0900420234;000090;ZNF1;20260303;C;X;O;20260303;000000000000936549;173.37;32.94;0003;1.000;;;
0900420234;000100;ZNF1;20260303;C;X;O;20260303;000000000000999250;32.17;6.11;0083;1.000;;;
0900420234;000110;ZNF1;20260303;C;X;O;20260303;000000000001033702;93.26;17.72;0083;1.000;;;
0900420234;000120;ZNF1;20260303;C;X;O;20260303;000000000000897419;487.20;92.57;0083;4.000;;;
0900420234;000130;ZNF1;20260303;C;X;O;20260303;CS51;782.69;148.71;0082;2.200;;;
0900420234;000140;ZNF1;20260303;C;X;O;20260303;000000000000884389;517.84;98.39;0083;2.200;;;
0900420234;000150;ZNF1;20260303;C;X;O;20260303;000000000000751914;54.98;10.45;0251;1.000;;;
0900420234;000160;ZNF1;20260303;C;X;O;20260303;000000000000897419;487.20;92.57;0083;4.000;;;
0900420234;000170;ZNF1;20260303;C;X;O;20260303;000000000000969811;55.08;10.47;0029;1.000;;;
0900420234;000180;ZNF1;20260303;C;X;O;20260303;000000000000999250;32.17;6.11;0083;1.000;;;
0900420234;000190;ZNF1;20260303;C;X;O;20260303;CS51;177.89;33.80;0082;0.500;;;
0900420234;000200;ZNF1;20260303;C;X;O;20260303;000000000000884389;470.76;89.44;0083;2.000;;;
0900420234;000210;ZNF1;20260303;C;X;O;20260303;000000000000929924;274.95;52.24;0003;1.000;;;
0900420234;000220;ZNF1;20260303;C;X;O;20260303;000000000000929923;262.03;49.79;0003;1.000;;;
0900420234;000230;ZNF1;20260303;C;X;O;20260303;000000000000741499;62.58;11.89;0003;1.000;;;
0900420234;000240;ZNF1;20260303;C;X;O;20260303;000000000000969811;55.08;10.47;0029;1.000;;;
0900420234;000250;ZNF1;20260303;C;X;O;20260303;000000000000999250;32.17;6.11;0083;1.000;;;
0900420234;000260;ZNF1;20260303;C;X;O;20260303;000000000000897419;487.20;92.57;0083;4.000;;;
0900420234;000270;ZNF1;20260303;C;X;O;20260303;CS51;721.15;137.02;0082;2.000;;;
0900420234;000280;ZNF1;20260303;C;X;O;20260303;000000000000927327;34.65;6.58;0251;1.000;;;
0900420234;000290;ZNF1;20260303;C;X;O;20260303;000000000000969811;55.08;10.47;0029;1.000;;;
0900420234;000300;ZNF1;20260303;C;X;O;20260303;000000000000999250;32.17;6.11;0083;1.000;;;
