VBELN;POSNR;FKART;FKDAT;RFBSK;FKSTO;VBTYP;ERDAT;MATNR;NETWR;MWSBP;MATKL;FKIMG;SELLER_ID;SELLER_NOMBRE;SELLER_APELLIDO
0096165347;000010;ZNCN;20240105;C;;O;20240105;000000000000766622;6403.32;1216.63;0034;1.000;;;
0096165358;000010;ZNCN;20240105;C;;O;20240105;000000000000156747;974.80;185.21;0005;2.000;;;
0096165440;000010;ZNCN;20240105;C;;O;20240105;000000000000193154;499.65;94.94;0013;1.000;;;
0096165440;000020;ZNCN;20240105;C;;O;20240105;000000000000193153;482.96;91.76;0013;1.000;;;
0096165454;000030;ZNCN;20240105;C;;O;20240105;000000000000156562;377.76;71.77;0005;4.000;;;
0096165501;000030;ZNCN;20240105;C;;O;20240105;SN115;120.00;22.80;0016;1.000;;;
0096165507;000010;ZNCN;20240105;C;;O;20240105;000000000000965019;1152.72;219.02;0016;2.000;;;
0096165532;000010;ZNCN;20240105;C;;O;20240105;000000000000865041;2276.12;432.46;0016;4.000;;;
0096165593;000070;ZNCN;20240105;C;;O;20240105;N450390_SL;151.26;28.74;0027;1.000;;;
0096165593;000080;ZNCN;20240105;C;;O;20240105;000000000000002525;126.05;23.95;0027;1.000;;;
0096165593;000030;ZNCN;20240105;C;;O;20240105;000000000000871454;50.00;9.50;0119;1.000;;;
0096165593;000040;ZNCN;20240105;C;;O;20240105;000000000000907895;3.36;0.64;0024;1.000;;;
0096165593;000050;ZNCN;20240105;C;;O;20240105;CS54;939.99;178.60;0082;2.000;;;
0096165593;000060;ZNCN;20240105;C;;O;20240105;000000000000874008;1063.75;202.11;0083;7.400;;;
0096165593;000010;ZNCN;20240105;C;;O;20240105;000000000000870016;274.28;52.11;0119;1.000;;;
0096165593;000020;ZNCN;20240105;C;;O;20240105;000000000000870947;274.85;52.22;0119;1.000;;;
0096165703;000440;ZNCN;20240105;C;;O;20240105;000000000000935124;77.06;14.64;0003;1.000;;;
0096165703;000090;ZNCN;20240105;C;;O;20240105;000000000000963569;76.80;14.59;0003;1.000;;;
0096165703;000040;ZNCN;20240105;C;;O;20240105;000000000000965417;82.27;15.63;0003;1.000;;;
0096165703;000520;ZNCN;20240105;C;;O;20240105;000000000000143045;303.78;57.72;0251;2.000;;;
0096165703;000150;ZNCN;20240105;C;;O;20240105;000000000000913894;338.66;64.35;0003;1.000;;;
0096165703;000210;ZNCN;20240105;C;;O;20240105;000000000000976064;293.38;55.74;0003;1.000;;;
0096165703;000130;ZNCN;20240105;C;;O;20240105;000000000000948443;109.37;20.78;0003;1.000;;;
0096165703;000230;ZNCN;20240105;C;;O;20240105;000000000000937205;24.70;4.69;0003;1.000;;;
0096165703;000580;ZNCN;20240105;C;;O;20240105;CS54;9449.95;1795.49;0082;21.000;;;
0096165703;000650;ZNCN;20240105;C;;O;20240105;DEDUCIBLE;-3629.82;-689.67;0085;1.000;;;
0096165703;000600;ZNCN;20240105;C;;O;20240105;I330082_SL;10145.06;1927.58;0035;1.000;;;
0096165703;000640;ZNCN;20240105;C;;O;20240105;I320082_SL;4104.00;779.76;0036;2.000;;;
0096165703;000480;ZNCN;20240105;C;;O;20240105;000000000000967037;82.68;15.71;0003;1.000;;;
0096165703;000490;ZNCN;20240105;C;;O;20240105;000000000000946678;78.34;14.88;0003;1.000;;;
0096165703;000500;ZNCN;20240105;C;;O;20240105;000000000000946516;78.34;14.88;0003;1.000;;;
0096165703;000390;ZNCN;20240105;C;;O;20240105;000000000000898052;169.79;32.26;0003;1.000;;;
0096165703;000170;ZNCN;20240105;C;;O;20240105;000000000000970742;120.46;22.89;0003;1.000;;;
0096165703;000530;ZNCN;20240105;C;;O;20240105;000000000000875325;282.73;53.72;0003;1.000;;;
0096165703;000140;ZNCN;20240105;C;;O;20240105;000000000000959537;3822.74;726.32;0003;1.000;;;
0096165703;000290;ZNCN;20240105;C;;O;20240105;000000000000948415;2650.07;503.51;0003;1.000;;;
0096165703;000300;ZNCN;20240105;C;;O;20240105;000000000000948417;2339.29;444.47;0003;1.000;;;
0096165703;000220;ZNCN;20240105;C;;O;20240105;000000000000898081;4596.86;873.40;0003;1.000;;;
0096165703;000120;ZNCN;20240105;C;;O;20240105;000000000000898037;6366.46;1209.63;0003;1.000;;;
0096165703;000400;ZNCN;20240105;C;;O;20240105;000000000000898091;2059.37;391.28;0003;1.000;;;
0096165703;000110;ZNCN;20240105;C;;O;20240105;000000000000904809;1468.53;279.02;0003;1.000;;;
0096165703;000620;ZNCN;20240105;C;;O;20240105;000000000000910962;1574.89;299.23;0003;1.000;;;
0096165703;000010;ZNCN;20240105;C;;O;20240105;000000000000948441;871.62;165.61;0003;1.000;;;
0096165703;000020;ZNCN;20240105;C;;O;20240105;000000000000948420;871.62;165.61;0003;1.000;;;
0096165703;000050;ZNCN;20240105;C;;O;20240105;000000000000965416;128.60;24.43;0003;1.000;;;
0096165703;000060;ZNCN;20240105;C;;O;20240105;000000000000898112;4874.85;926.22;0003;1.000;;;
0096165703;000070;ZNCN;20240105;C;;O;20240105;000000000000967363;810.12;153.92;0003;1.000;;;
0096165703;000080;ZNCN;20240105;C;;O;20240105;000000000000958811;646.47;122.83;0003;1.000;;;
0096165703;000100;ZNCN;20240105;C;;O;20240105;000000000000941881;2121.44;403.07;0003;1.000;;;
0096165703;000160;ZNCN;20240105;C;;O;20240105;000000000000904810;1288.49;244.81;0003;1.000;;;
0096165703;000180;ZNCN;20240105;C;;O;20240105;000000000000898075;1307.43;248.41;0003;1.000;;;
0096165703;000190;ZNCN;20240105;C;;O;20240105;000000000000898087;2414.73;458.80;0003;1.000;;;
0096165703;000200;ZNCN;20240105;C;;O;20240105;000000000000918904;5313.39;1009.54;0003;1.000;;;
0096165703;000240;ZNCN;20240105;C;;O;20240105;000000000000948464;1147.87;218.10;0003;1.000;;;
0096165703;000250;ZNCN;20240105;C;;O;20240105;000000000000953501;2047.10;388.95;0003;1.000;;;
0096165703;000260;ZNCN;20240105;C;;O;20240105;000000000000953503;87.78;16.68;0003;1.000;;;
0096165703;000270;ZNCN;20240105;C;;O;20240105;000000000000948419;1349.92;256.48;0003;1.000;;;
0096165703;000280;ZNCN;20240105;C;;O;20240105;000000000000953488;928.65;176.44;0003;1.000;;;
0096165703;000310;ZNCN;20240105;C;;O;20240105;000000000000954187;1287.05;244.54;0003;1.000;;;
0096165703;000330;ZNCN;20240105;C;;O;20240105;000000000000910704;396.73;75.38;0003;1.000;;;
0096165703;000340;ZNCN;20240105;C;;O;20240105;000000000000976069;114.45;21.75;0003;1.000;;;
0096165703;000350;ZNCN;20240105;C;;O;20240105;000000000000976067;405.72;77.09;0003;1.000;;;
0096165703;000360;ZNCN;20240105;C;;O;20240105;000000000000976068;265.54;50.45;0003;1.000;;;
0096165703;000370;ZNCN;20240105;C;;O;20240105;000000000000913327;1101.71;209.32;0003;1.000;;;
