MATNR;MATKL;SPART;MFRNR;MFRPN;MEINS;LVORM;MAKTX;WERKS
000000000001024046;0103;R0;0000100157;07R124181I;ST;;TORNILLO;1CD0
000000000001024061;0103;R0;0000100157;0703M7262I;ST;;TORNILLO;1CD0
000000000001024277;0103;R0;0000100157;07R540651I;ST;;TORNILLO;1CD0
000000000001024723;0103;R0;0000100157;07KK38944I;ST;;TORNILLO;1CD0
000000000001024725;0103;R0;0000100157;07KK38950I;ST;;TORNILLO;1CD0
000000000001024993;0103;R0;0000100157;07N404517I;ST;;TORNILLO;1CD0
000000000001025505;0103;R0;0000100157;07LVU28755I;ST;;TORNILLO;1CD0
000000000001025507;0103;R0;0000100157;0721M7500I;ST;;TORNILLO;1CD0
000000000001025510;0103;R0;0000100157;07LVU29932I;ST;;TORNILLO;1CD0
000000000001027215;0103;R0;0000100157;0737H143I;ST;;TORNILLO;1CD0
000000000001027902;0103;R0;0000100157;0737M7425I;ST;;TORNILLO;1CD0
000000000001029588;0103;R0;0000100157;07LVU17025I;ST;;TORNILLO;1CD0
000000000001029917;0103;R0;0000100157;07L214849I;ST;;TORNILLO;1CD0
000000000001030975;0103;R0;0000100157;07MIU801569I;ST;;TORNILLO;1CD0
000000000001031133;0103;R0;0000100157;07UC23646I;ST;;TORNILLO;1CD0
000000000001033490;0103;R0;0000100157;07H205560I;ST;;TORNILLO;1CD0
000000000001034558;0103;R0;0000100157;07MIU801345I;ST;;TORNILLO;1CD0
000000000001035074;0103;R0;0000100157;07R247495I;ST;;TORNILLO;1CD0
000000000001034607;0103;R0;0000100157;07CQ35367I;ST;;TORNILLO;1CD0
000000000001035832;0103;R0;0000100157;07ER021737I;ST;;TORNILLO;1CD0
000000000001035889;0103;R0;0000100157;07M173116I;ST;;TORNILLO;1CD0
000000000001036024;0103;R0;0000100157;07GX21790I;ST;;TORNILLO;1CD0
000000000001036094;0103;R0;0000100157;0737M7276I;ST;;TORNILLO;1CD0
000000000001036113;0103;R0;0000100157;07L212567I;ST;;TORNILLO;1CD0
000000000001045228;0103;R0;0000100157;07M138580I;ST;;TORNILLO;1CD0
000000000001045249;0103;R0;0000100157;07H99923I;ST;;TORNILLO;1CD0
000000000001045882;0103;R0;0000100157;07CC23353I;ST;;TORNILLO;1CD0
000000000001046184;0103;R0;0000100157;07R47074I;ST;;TORNILLO;1CD0
000000000001046337;0103;R0;0000100157;0708H4785I;ST;;TORNILLO;1CD0
000000000000100707;0103;R0;0000100157;07F047318I;ST;;TORNILLO;1CD0
000000000000123740;0103;R0;0000100157;07AT397504I;ST;;TORNILLO;1CD0
000000000000123176;0005;R0;0000100005;07R34175I;ST;;TORNILLO;1CD0
000000000000148164;0103;R0;0000100157;07R43663I;ST;;TORNILLO;1CD0
000000000000157199;0103;R0;0000100157;0719M7407I;ST;;TORNILLO;1CD0
000000000000157205;0103;R0;0000100157;0719M7884I;ST;;TORNILLO;1CD0
000000000000153392;0103;R0;0000100157;0719M8359I;ST;;TORNILLO;1CD0
000000000000159238;0103;R0;0000100157;0719M6575I;ST;;TORNILLO;1CD0
000000000000159259;0103;R0;0000100157;0719M8197I;ST;;TORNILLO;1CD0
000000000000159263;0103;R0;0000100157;0719M8632I;ST;;TORNILLO;1CD0
000000000000159884;0103;R0;0000100157;07T151261I;ST;;TORNILLO;1CD0
000000000000158448;0103;R0;0000100157;074350265I;ST;;TORNILLO;1CD0
000000000000158457;0103;R0;0000100157;07J900614I;ST;;TORNILLO;1CD0
000000000000160081;0005;R0;0000100005;07T164693I;ST;;TORNILLO;1CD0
000000000000160106;0103;R0;0000100157;07T165975I;ST;;TORNILLO;1CD0
000000000000160119;0103;R0;0000100157;07T166369I;ST;;TORNILLO;1CD0
000000000000159710;0103;R0;0000100157;07R121897I;ST;;TORNILLO;1CD0
000000000000159804;0103;R0;0000100157;07RE504233I;ST;;TORNILLO;1CD0
000000000000171754;0103;R0;0000100157;07F035434I;ST;;TORNILLO;1CD0
000000000000183021;0005;R0;0000100005;07790010900I;ST;;TORNILLO;1CD0
000000000000198924;0103;R0;0000100157;07M117582I;ST;;TORNILLO;1CD0
000000000000751385;0005;R0;0000100005;070286806350I;ST;;TORNILLO;1CD0
000000000000751387;0103;R0;0000100157;070286806250I;ST;;TORNILLO;1CD0
000000000000755657;0103;R0;0000100157;0721M7267I;ST;;TORNILLO;1CD0
000000000000758448;0103;R0;0000100157;07F123653I;ST;;TORNILLO;1CD0
000000000000778441;0103;R0;0000100157;07R151762I;ST;;TORNILLO;1CD0
000000000000778456;0103;R0;0000100157;07E20375I;ST;;TORNILLO;1CD0
000000000000779108;0103;R0;0000100157;07ER040184I;ST;;TORNILLO;1CD0
000000000000779147;0103;R0;0000100157;07L79268I;ST;;TORNILLO;1CD0
000000000000779179;0103;R0;0000100157;07ET17864I;ST;;TORNILLO;1CD0
000000000000780706;0103;R0;0000100157;07GX24487I;ST;;TORNILLO;1CD0
000000000000780793;0103;R0;0000100157;07M800112I;ST;;TORNILLO;1CD0
000000000000780827;0103;R0;0000100157;07R94714I;ST;;TORNILLO;1CD0
000000000000780895;0103;R0;0000100157;07M806580I;ST;;TORNILLO;1CD0
000000000000780928;0103;R0;0000100157;07M807380I;ST;;TORNILLO;1CD0
000000000000781066;0103;R0;0000100157;07M87879I;ST;;TORNILLO;1CD0
000000000000781111;0103;R0;0000100157;07M93511I;ST;;TORNILLO;1CD0
000000000000781252;0103;R0;0000100157;07MIU11051I;ST;;TORNILLO;1CD0
000000000000781321;0005;R0;0000100005;07MT1327I;ST;;TORNILLO;1CD0
000000000000781335;0103;R0;0000100157;07K200MI;ST;;TORNILLO;1CD0
000000000000781338;0103;R0;0000100157;07K201MI;ST;;TORNILLO;1CD0
000000000000781435;0103;R0;0000100157;07N103236I;ST;;TORNILLO;1CD0
000000000000779260;0103;R0;0000100157;07LCA57518I;ST;;TORNILLO;1CD0
000000000000779268;0103;R0;0000100157;07LCA63392I;ST;;TORNILLO;1CD0
000000000000778676;0103;R0;0000100157;07R175130I;ST;;TORNILLO;1CD0
000000000000778680;0103;R0;0000100157;07R175131I;ST;;TORNILLO;1CD0
000000000000778701;0103;R0;0000100157;07L65341I;ST;;TORNILLO;1CD0
000000000000779427;0103;R0;0000100157;07GX22456I;ST;;TORNILLO;1CD0
000000000000780079;0103;R0;0000100157;07H168924I;ST;;TORNILLO;1CD0
000000000000780141;0103;R0;0000100157;07R48593I;ST;;TORNILLO;1CD0
000000000000780243;0103;R0;0000100157;07M145297I;ST;;TORNILLO;1CD0
000000000000778913;0103;R0;0000100157;07L77363I;ST;;TORNILLO;1CD0
000000000000778939;0103;R0;0000100157;07E80207I;ST;;TORNILLO;1CD0
000000000000778946;0103;R0;0000100157;07W20695I;ST;;TORNILLO;1CD0
000000000000779593;0103;R0;0000100157;07M110801I;ST;;TORNILLO;1CD0
000000000000778998;0103;R0;0000100157;07W38686I;ST;;TORNILLO;1CD0
000000000000779002;0103;R0;0000100157;07W38687I;ST;;TORNILLO;1CD0
000000000000778289;0103;R0;0000100157;07R523525I;ST;;TORNILLO;1CD0
000000000000778290;0103;R0;0000100157;07T29185I;ST;;TORNILLO;1CD0
000000000000779045;0103;R0;0000100157;07E91624I;ST;;TORNILLO;1CD0
000000000000779754;0103;R0;0000100157;07Z30687I;ST;;TORNILLO;1CD0
000000000000779789;0103;R0;0000100157;07M115582I;ST;;TORNILLO;1CD0
000000000000778350;0103;R0;0000100157;07T32365I;ST;;TORNILLO;1CD0
000000000000778403;0103;R0;0000100157;07L57963I;ST;;TORNILLO;1CD0
000000000000789156;0103;R0;0000100157;0721M7371I;ST;;TORNILLO;1CD0
000000000000789159;0103;R0;0000100157;0721M7465I;ST;;TORNILLO;1CD0
000000000000789162;0005;R0;0000100005;0722H774I;ST;;TORNILLO;1CD0
000000000000789165;0103;R0;0000100157;0737M7016I;ST;;TORNILLO;1CD0
000000000000789168;0103;R0;0000100157;0737M7160I;ST;;TORNILLO;1CD0
000000000000789171;0103;R0;0000100157;0737M7166I;ST;;TORNILLO;1CD0
000000000000789174;0005;R0;0000100005;0737M7191I;ST;;TORNILLO;1CD0
000000000000789177;0103;R0;0000100157;0737M7222I;ST;;TORNILLO;1CD0
000000000000789181;0103;R0;0000100157;0737M7283I;ST;;TORNILLO;1CD0
000000000000789184;0103;R0;0000100157;0737M7286I;ST;;TORNILLO;1CD0
000000000000789187;0103;R0;0000100157;07SU291930I;ST;;TORNILLO;1CD0
000000000000789190;0103;R0;0000100157;07R105572I;ST;;TORNILLO;1CD0
000000000000789193;0103;R0;0000100157;07Z60200I;ST;;TORNILLO;1CD0
000000000000789196;0103;R0;0000100157;07Z53157I;ST;;TORNILLO;1CD0
000000000000789199;0103;R0;0000100157;07T19179I;ST;;TORNILLO;1CD0
000000000000789201;0005;R0;0000100005;07T15633I;ST;;TORNILLO;1CD0
000000000000789204;0103;R0;0000100157;07R91159I;ST;;TORNILLO;1CD0
000000000000789207;0103;R0;0000100157;07R83569I;ST;;TORNILLO;1CD0
000000000000789210;0103;R0;0000100157;07R57725I;ST;;TORNILLO;1CD0
000000000000789213;0103;R0;0000100157;07A32044I;ST;;TORNILLO;1CD0
000000000000789216;0005;R0;0000100005;07A45224I;ST;;TORNILLO;1CD0
000000000000789219;0005;R0;0000100005;07R55184I;ST;;TORNILLO;1CD0
000000000000789222;0103;R0;0000100157;07R51230I;ST;;TORNILLO;1CD0
000000000000789225;0103;R0;0000100157;07R40928I;ST;;TORNILLO;1CD0
000000000000789228;0103;R0;0000100157;07R39758I;ST;;TORNILLO;1CD0
000000000000789231;0103;R0;0000100157;07AL119584I;ST;;TORNILLO;1CD0
000000000000789234;0103;R0;0000100157;07R30165I;ST;;TORNILLO;1CD0
000000000000789237;0103;R0;0000100157;07R272327I;ST;;TORNILLO;1CD0
000000000000789240;0103;R0;0000100157;07R153675I;ST;;TORNILLO;1CD0
000000000000789243;0103;R0;0000100157;07R125967I;ST;;TORNILLO;1CD0
000000000000789249;0103;R0;0000100157;07R113465I;ST;;TORNILLO;1CD0
000000000000789255;0103;R0;0000100157;07R101293I;ST;;TORNILLO;1CD0
000000000000789258;0005;R0;0000100005;07PS04294I;ST;;TORNILLO;1CD0
000000000000789261;0103;R0;0000100157;07CH13499I;ST;;TORNILLO;1CD0
000000000000789264;0103;R0;0000100157;07N185489I;ST;;TORNILLO;1CD0
000000000000789267;0103;R0;0000100157;07N104293I;ST;;TORNILLO;1CD0
000000000000789270;0103;R0;0000100157;07M93483I;ST;;TORNILLO;1CD0
000000000000789273;0103;R0;0000100157;07CQ42594I;ST;;TORNILLO;1CD0
000000000000789276;0103;R0;0000100157;07M87893I;ST;;TORNILLO;1CD0
000000000000789279;0103;R0;0000100157;07M81353I;ST;;TORNILLO;1CD0
000000000000789282;0103;R0;0000100157;07M805575I;ST;;TORNILLO;1CD0
000000000000789285;0103;R0;0000100157;07M76091I;ST;;TORNILLO;1CD0
000000000000789288;0005;R0;0000100005;07M49641I;ST;;TORNILLO;1CD0
000000000000789291;0103;R0;0000100157;07M157401I;ST;;TORNILLO;1CD0
000000000000790082;0103;R0;0000100157;07AM134850I;ST;;TORNILLO;1CD0
000000000000790086;0103;R0;0000100157;0722M7083I;ST;;TORNILLO;1CD0
000000000000790230;0103;R0;0000100157;0703M7093I;ST;;TORNILLO;1CD0
000000000000790263;0103;R0;0000100157;07CQ47663I;ST;;TORNILLO;1CD0
000000000000790318;0103;R0;0000100157;0719M8327I;ST;;TORNILLO;1CD0
000000000000790366;0103;R0;0000100157;0709M7023I;ST;;TORNILLO;1CD0
000000000000790426;0103;R0;0000100157;0719M7297I;ST;;TORNILLO;1CD0
000000000000790441;0103;R0;0000100157;07R263120I;ST;;TORNILLO;1CD0
000000000000790444;0103;R0;0000100157;0737M7033I;ST;;TORNILLO;1CD0
000000000000790477;0103;R0;0000100157;0719H2353I;ST;;TORNILLO;1CD0
000000000000791041;0103;R0;0000100157;07LCA69947I;ST;;TORNILLO;1CD0
000000000000791047;0103;R0;0000100157;07L64734I;ST;;TORNILLO;1CD0
000000000000791077;0103;R0;0000100157;07AZ42084I;ST;;TORNILLO;1CD0
000000000000789294;0103;R0;0000100157;07M147310I;ST;;TORNILLO;1CD0
000000000000789297;0103;R0;0000100157;07M138800I;ST;;TORNILLO;1CD0
000000000000789300;0103;R0;0000100157;07LG690976I;ST;;TORNILLO;1CD0
000000000000789303;0103;R0;0000100157;07E14460I;ST;;TORNILLO;1CD0
000000000000789306;0005;R0;0000100005;07E66098I;ST;;TORNILLO;1CD0
000000000000789309;0103;R0;0000100157;07E80833I;ST;;TORNILLO;1CD0
000000000000789312;0103;R0;0000100157;07H166262I;ST;;TORNILLO;1CD0
000000000000789315;0103;R0;0000100157;07H86918I;ST;;TORNILLO;1CD0
000000000000789318;0103;R0;0000100157;07L153129I;ST;;TORNILLO;1CD0
000000000000789321;0103;R0;0000100157;07L115611I;ST;;TORNILLO;1CD0
000000000000789324;0103;R0;0000100157;07L115609I;ST;;TORNILLO;1CD0
000000000000789327;0103;R0;0000100157;0740M7075I;ST;;TORNILLO;1CD0
000000000000789330;0005;R0;0000100005;07M142425I;ST;;TORNILLO;1CD0
000000000000789333;0103;R0;0000100157;0719H1930I;ST;;TORNILLO;1CD0
000000000000789387;0005;R0;0000100005;0719M8717I;ST;;TORNILLO;1CD0
000000000000789012;0103;R0;0000100157;0703H1463I;ST;;TORNILLO;1CD0
000000000000789015;0103;R0;0000100157;0703H1480I;ST;;TORNILLO;1CD0
000000000000789018;0103;R0;0000100157;0703H1574I;ST;;TORNILLO;1CD0
000000000000789021;0103;R0;0000100157;0703H1659I;ST;;TORNILLO;1CD0
000000000000789024;0005;R0;0000100005;0703H1672I;ST;;TORNILLO;1CD0
000000000000789027;0103;R0;0000100157;0703H2173I;ST;;TORNILLO;1CD0
000000000000789030;0103;R0;0000100157;0703H2306I;ST;;TORNILLO;1CD0
000000000000789033;0103;R0;0000100157;0703M7232I;ST;;TORNILLO;1CD0
000000000000789036;0005;R0;0000100005;0703M7325I;ST;;TORNILLO;1CD0
000000000000789039;0005;R0;0000100005;0703M7336I;ST;;TORNILLO;1CD0
000000000000789042;0103;R0;0000100157;0710H1026I;ST;;TORNILLO;1CD0
000000000000789045;0005;R0;0000100005;07TCU17082I;ST;;TORNILLO;1CD0
000000000000789048;0103;R0;0000100157;0719H1707I;ST;;TORNILLO;1CD0
000000000000789051;0103;R0;0000100157;0719H1863I;ST;;TORNILLO;1CD0
000000000000789054;0103;R0;0000100157;0719H1898I;ST;;TORNILLO;1CD0
000000000000789057;0103;R0;0000100157;0719H1904I;ST;;TORNILLO;1CD0
000000000000789060;0103;R0;0000100157;0719H1988I;ST;;TORNILLO;1CD0
000000000000789066;0103;R0;0000100157;0719H2104I;ST;;TORNILLO;1CD0
000000000000789070;0103;R0;0000100157;0719H2370I;ST;;TORNILLO;1CD0
000000000000789072;0005;R0;0000100005;0719H2528I;ST;;TORNILLO;1CD0
000000000000789075;0103;R0;0000100157;0719H2600I;ST;;TORNILLO;1CD0
000000000000789079;0103;R0;0000100157;0719H2663I;ST;;TORNILLO;1CD0
000000000000789082;0103;R0;0000100157;0719H2978I;ST;;TORNILLO;1CD0
000000000000789085;0103;R0;0000100157;0719H3011I;ST;;TORNILLO;1CD0
000000000000789088;0103;R0;0000100157;0719H3027I;ST;;TORNILLO;1CD0
000000000000789091;0005;R0;0000100005;0719H3153I;ST;;TORNILLO;1CD0
000000000000789094;0103;R0;0000100157;0719H3600I;ST;;TORNILLO;1CD0
000000000000789097;0103;R0;0000100157;0719H3778I;ST;;TORNILLO;1CD0
000000000000789100;0005;R0;0000100005;0719H3799I;ST;;TORNILLO;1CD0
000000000000789103;0103;R0;0000100157;0719M7384I;ST;;TORNILLO;1CD0
000000000000789106;0103;R0;0000100157;0719M7393I;ST;;TORNILLO;1CD0
000000000000789109;0103;R0;0000100157;0719M7486I;ST;;TORNILLO;1CD0
000000000000789112;0103;R0;0000100157;0719M8069I;ST;;TORNILLO;1CD0
000000000000789115;0103;R0;0000100157;0719M8484I;ST;;TORNILLO;1CD0
000000000000789118;0103;R0;0000100157;0719M8572I;ST;;TORNILLO;1CD0
000000000000789121;0103;R0;0000100157;0719M8575I;ST;;TORNILLO;1CD0
000000000000789124;0103;R0;0000100157;0719M8750I;ST;;TORNILLO;1CD0
000000000000789127;0103;R0;0000100157;0719M8758I;ST;;TORNILLO;1CD0
000000000000789130;0103;R0;0000100157;0719M8883I;ST;;TORNILLO;1CD0
000000000000789133;0005;R0;0000100005;0719M8886I;ST;;TORNILLO;1CD0
000000000000789136;0103;R0;0000100157;0719M9006I;ST;;TORNILLO;1CD0
000000000000789139;0103;R0;0000100157;0719M9026I;ST;;TORNILLO;1CD0
000000000000789142;0103;R0;0000100157;0721H1299I;ST;;TORNILLO;1CD0
000000000000789145;0103;R0;0000100157;0721M1247I;ST;;TORNILLO;1CD0
000000000000789148;0103;R0;0000100157;0721M7143I;ST;;TORNILLO;1CD0
000000000000789150;0103;R0;0000100157;0721M7197I;ST;;TORNILLO;1CD0
000000000000789153;0103;R0;0000100157;0721M7364I;ST;;TORNILLO;1CD0
000000000000794641;0103;R0;0000100157;07R116057I;ST;;TORNILLO;1CD0
000000000000795157;0103;R0;0000100157;0719M8028I;ST;;TORNILLO;1CD0
000000000000795208;0103;R0;0000100157;0737M7179I;ST;;TORNILLO;1CD0
000000000000793231;0103;R0;0000100157;07AN163175I;ST;;TORNILLO;1CD0
000000000000793239;0103;R0;0000100157;0703M7363I;ST;;TORNILLO;1CD0
000000000000791932;0103;R0;0000100157;07E59585I;ST;;TORNILLO;1CD0
000000000000791943;0103;R0;0000100157;07AT258263I;ST;;TORNILLO;1CD0
000000000000792631;0103;R0;0000100157;07R140573I;ST;;TORNILLO;1CD0
000000000000792641;0103;R0;0000100157;07R264342I;ST;;TORNILLO;1CD0
000000000000791963;0103;R0;0000100157;07AT258685I;ST;;TORNILLO;1CD0
000000000000791966;0005;R0;0000100005;07TTDC100719I;ST;;TORNILLO;1CD0
000000000000792001;0103;R0;0000100157;07AT213881I;ST;;TORNILLO;1CD0
000000000000792038;0103;R0;0000100157;0719M9793I;ST;;TORNILLO;1CD0
000000000000792040;0103;R0;0000100157;0719M10233I;ST;;TORNILLO;1CD0
000000000000792043;0103;R0;0000100157;0719M7730I;ST;;TORNILLO;1CD0
000000000000798547;0103;R0;0000100157;07R173443I;ST;;TORNILLO;1CD0
000000000000798549;0103;R0;0000100157;07R115215I;ST;;TORNILLO;1CD0
000000000000798553;0103;R0;0000100157;07R115141I;ST;;TORNILLO;1CD0
000000000000798556;0103;R0;0000100157;07R186727I;ST;;TORNILLO;1CD0
000000000000798581;0103;R0;0000100157;07L158312I;ST;;TORNILLO;1CD0
000000000000798588;0103;R0;0000100157;07R113464I;ST;;TORNILLO;1CD0
000000000000800323;0103;R0;0000100157;0721M7207I;ST;;TORNILLO;1CD0
000000000000800514;0103;R0;0000100157;0719M7853I;ST;;TORNILLO;1CD0
000000000000800823;0103;R0;0000100157;0721H1486I;ST;;TORNILLO;1CD0
000000000000800628;0103;R0;0000100157;07R124963I;ST;;TORNILLO;1CD0
000000000000801222;0103;R0;0000100157;07R114408I;ST;;TORNILLO;1CD0
000000000000800667;0103;R0;0000100157;07CQ64647I;ST;;TORNILLO;1CD0
000000000000800957;0103;R0;0000100157;0721M7303I;ST;;TORNILLO;1CD0
000000000000800961;0005;R0;0000100005;07GX22920I;ST;;TORNILLO;1CD0
000000000000800972;0103;R0;0000100157;0737M7274I;ST;;TORNILLO;1CD0
000000000000800983;0103;R0;0000100157;07R216838I;ST;;TORNILLO;1CD0
000000000000800984;0103;R0;0000100157;0737M7361I;ST;;TORNILLO;1CD0
000000000000801009;0103;R0;0000100157;0719M9101I;ST;;TORNILLO;1CD0
000000000000798640;0103;R0;0000100157;070971326I;ST;;TORNILLO;1CD0
000000000000798645;0103;R0;0000100157;070971339I;ST;;TORNILLO;1CD0
000000000000798648;0103;R0;0000100157;071224420I;ST;;TORNILLO;1CD0
000000000000798650;0103;R0;0000100157;071224422I;ST;;TORNILLO;1CD0
000000000000796469;0103;R0;0000100157;07R520662I;ST;;TORNILLO;1CD0
000000000000796470;0103;R0;0000100157;0721M7473I;ST;;TORNILLO;1CD0
000000000000797455;0103;R0;0000100157;07R153679I;ST;;TORNILLO;1CD0
000000000000797523;0103;R0;0000100157;07L156892I;ST;;TORNILLO;1CD0
000000000000796549;0103;R0;0000100157;07R114105I;ST;;TORNILLO;1CD0
000000000000798946;0103;R0;0000100157;07L171231I;ST;;TORNILLO;1CD0
000000000000796682;0103;R0;0000100157;0719M9249I;ST;;TORNILLO;1CD0
000000000000797789;0103;R0;0000100157;07R112887I;ST;;TORNILLO;1CD0
000000000000804627;0103;R0;0000100157;07M156010I;ST;;TORNILLO;1CD0
000000000000804761;0103;R0;0000100157;0719M7787I;ST;;TORNILLO;1CD0
000000000000805372;0103;R0;0000100157;07N317640I;ST;;TORNILLO;1CD0
000000000000805382;0103;R0;0000100157;07N316277I;ST;;TORNILLO;1CD0
000000000000805363;0103;R0;0000100157;07HXE68138I;ST;;TORNILLO;1CD0
000000000000802862;0103;R0;0000100157;0719M7400I;ST;;TORNILLO;1CD0
000000000000803197;0103;R0;0000100157;07M95855I;ST;;TORNILLO;1CD0
000000000000807189;0103;R0;0000100157;07CQ10172I;ST;;TORNILLO;1CD0
000000000000808590;0103;R0;0000100157;07R92627I;ST;;TORNILLO;1CD0
000000000000808601;0005;R0;0000100005;07AW26813I;ST;;TORNILLO;1CD0
000000000000808876;0103;R0;0000100157;07H154928I;ST;;TORNILLO;1CD0
000000000000808877;0103;R0;0000100157;0719M7830I;ST;;TORNILLO;1CD0
000000000000808924;0103;R0;0000100157;07RE66334I;ST;;TORNILLO;1CD0
000000000000809551;0103;R0;0000100157;074464237I;ST;;TORNILLO;1CD0
000000000000809600;0103;R0;0000100157;07R105847I;ST;;TORNILLO;1CD0
000000000000809607;0103;R0;0000100157;0719M7832I;ST;;TORNILLO;1CD0
000000000000809717;0103;R0;0000100157;07H85934I;ST;;TORNILLO;1CD0
000000000000810033;0103;R0;0000100157;0721M7261I;ST;;TORNILLO;1CD0
000000000000810314;0103;R0;0000100157;0721M7350I;ST;;TORNILLO;1CD0
000000000000807247;0103;R0;0000100157;0738M5991I;ST;;TORNILLO;1CD0
000000000000807261;0103;R0;0000100157;07AZ101825I;ST;;TORNILLO;1CD0
000000000000806687;0103;R0;0000100157;0719M7645I;ST;;TORNILLO;1CD0
000000000000807349;0103;R0;0000100157;0721M7176I;ST;;TORNILLO;1CD0
000000000000806804;0103;R0;0000100157;0719M8705I;ST;;TORNILLO;1CD0
000000000000806841;0103;R0;0000100157;07TCU25528I;ST;;TORNILLO;1CD0
000000000000808229;0103;R0;0000100157;0719M7952I;ST;;TORNILLO;1CD0
000000000000808232;0103;R0;0000100157;07CQ52596I;ST;;TORNILLO;1CD0
000000000000808234;0103;R0;0000100157;0719M7500I;ST;;TORNILLO;1CD0
000000000000808244;0103;R0;0000100157;0719M7495I;ST;;TORNILLO;1CD0
000000000000806184;0103;R0;0000100157;07H177242I;ST;;TORNILLO;1CD0
000000000000806944;0103;R0;0000100157;07R81272I;ST;;TORNILLO;1CD0
000000000000808466;0103;R0;0000100157;0737M7298I;ST;;TORNILLO;1CD0
000000000000810962;0103;R0;0000100157;07R122390I;ST;;TORNILLO;1CD0
000000000000810966;0103;R0;0000100157;07RE47959I;ST;;TORNILLO;1CD0
000000000000810970;0103;R0;0000100157;07R124725I;ST;;TORNILLO;1CD0
000000000000811706;0103;R0;0000100157;0737M7258I;ST;;TORNILLO;1CD0
000000000000812502;0103;R0;0000100157;0721M7248I;ST;;TORNILLO;1CD0
000000000000813165;0103;R0;0000100157;07R189917I;ST;;TORNILLO;1CD0
000000000000813725;0103;R0;0000100157;0703H1786I;ST;;TORNILLO;1CD0
000000000000813801;0103;R0;0000100157;07R160118I;ST;;TORNILLO;1CD0
000000000000813853;0103;R0;0000100157;0719M7750I;ST;;TORNILLO;1CD0
000000000000814006;0103;R0;0000100157;07M145610I;ST;;TORNILLO;1CD0
000000000000814031;0103;R0;0000100157;0737M7355I;ST;;TORNILLO;1CD0
000000000000814032;0103;R0;0000100157;0737M7356I;ST;;TORNILLO;1CD0
000000000000814699;0103;R0;0000100157;0719H2444I;ST;;TORNILLO;1CD0
000000000000814229;0103;R0;0000100157;07P66664I;ST;;TORNILLO;1CD0
000000000000814711;0103;R0;0000100157;0703H1503I;ST;;TORNILLO;1CD0
000000000000814717;0103;R0;0000100157;0719H2733I;ST;;TORNILLO;1CD0
000000000000814723;0103;R0;0000100157;07AH86897I;ST;;TORNILLO;1CD0
000000000000814281;0103;R0;0000100157;0719H3099I;ST;;TORNILLO;1CD0
000000000000814331;0103;R0;0000100157;075PQ500210I;ST;;TORNILLO;1CD0
000000000000814332;0103;R0;0000100157;075PQ000420I;ST;;TORNILLO;1CD0
000000000000814336;0103;R0;0000100157;075PQ500148I;ST;;TORNILLO;1CD0
000000000000814338;0005;R0;0000100005;075PQ000270I;ST;;TORNILLO;1CD0
000000000000814353;0005;R0;0000100005;075PQ001080I;ST;;TORNILLO;1CD0
000000000000811123;0103;R0;0000100157;07R211104I;ST;;TORNILLO;1CD0
000000000000812622;0103;R0;0000100157;07L171261I;ST;;TORNILLO;1CD0
000000000000812701;0103;R0;0000100157;0721H1475I;ST;;TORNILLO;1CD0
000000000000811305;0103;R0;0000100157;07CQ29332I;ST;;TORNILLO;1CD0
000000000000812020;0103;R0;0000100157;07R91842I;ST;;TORNILLO;1CD0
000000000000812033;0103;R0;0000100157;0719M9332I;ST;;TORNILLO;1CD0
000000000000815931;0103;R0;0000100157;0719M7895I;ST;;TORNILLO;1CD0
000000000000815953;0103;R0;0000100157;0719M9934I;ST;;TORNILLO;1CD0
000000000000815959;0103;R0;0000100157;0719M10063I;ST;;TORNILLO;1CD0
000000000000816635;0103;R0;0000100157;0703M7224I;ST;;TORNILLO;1CD0
000000000000816648;0103;R0;0000100157;0737M7078I;ST;;TORNILLO;1CD0
000000000000817627;0103;R0;0000100157;0719H3150I;ST;;TORNILLO;1CD0
000000000000817850;0103;R0;0000100157;0719M8937I;ST;;TORNILLO;1CD0
000000000000818325;0103;R0;0000100157;0737M7143I;ST;;TORNILLO;1CD0
000000000000819036;0103;R0;0000100157;0719M8874I;ST;;TORNILLO;1CD0
000000000000819124;0103;R0;0000100157;0703H1834I;ST;;TORNILLO;1CD0
000000000000816119;0103;R0;0000100157;07F436070I;ST;;TORNILLO;1CD0
000000000000816794;0103;R0;0000100157;0708H4308I;ST;;TORNILLO;1CD0
000000000000815655;0103;R0;0000100157;07H160905I;ST;;TORNILLO;1CD0
000000000000816266;0103;R0;0000100157;07ET11371I;ST;;TORNILLO;1CD0
000000000000816267;0103;R0;0000100157;07ET11367I;ST;;TORNILLO;1CD0
000000000000815730;0103;R0;0000100157;0719M8322I;ST;;TORNILLO;1CD0
000000000000816478;0103;R0;0000100157;07M97602I;ST;;TORNILLO;1CD0
000000000000816547;0103;R0;0000100157;0719M8867I;ST;;TORNILLO;1CD0
000000000000817132;0005;R0;0000100005;07LG691130I;ST;;TORNILLO;1CD0
000000000000820677;0103;R0;0000100157;07GX23580I;ST;;TORNILLO;1CD0
000000000000820680;0103;R0;0000100157;07GX24022I;ST;;TORNILLO;1CD0
000000000000820046;0103;R0;0000100157;07R239214I;ST;;TORNILLO;1CD0
000000000000820065;0103;R0;0000100157;07R222323I;ST;;TORNILLO;1CD0
000000000000820075;0103;R0;0000100157;07R242526I;ST;;TORNILLO;1CD0
000000000000820077;0103;R0;0000100157;07R232674I;ST;;TORNILLO;1CD0
