MATNR;MATKL;SPART;MFRNR;MFRPN;MEINS;LVORM;MAKTX;WERKS
000000000000822298;0103;R0;0000100157;07LCA106698I;ST;;TORNILLO;1CD0
000000000000822360;0103;R0;0000100157;07FH321273I;ST;;TORNILLO;1CD0
000000000000822555;0103;R0;0000100157;0737M7095I;ST;;TORNILLO;1CD0
000000000000822778;0103;R0;0000100157;07M172107I;ST;;TORNILLO;1CD0
000000000000823642;0103;R0;0000100157;0703M7391I;ST;;TORNILLO;1CD0
000000000000823645;0005;R0;0000100005;07Z34088I;ST;;TORNILLO;1CD0
000000000000823213;0103;R0;0000100157;07R183851I;ST;;TORNILLO;1CD0
000000000000823275;0103;R0;0000100157;0703H1787I;ST;;TORNILLO;1CD0
000000000000823565;0103;R0;0000100157;07GX22792I;ST;;TORNILLO;1CD0
000000000000823568;0103;R0;0000100157;0719M7760I;ST;;TORNILLO;1CD0
000000000000823837;0103;R0;0000100157;0737M7148I;ST;;TORNILLO;1CD0
000000000000823858;0103;R0;0000100157;07L155444I;ST;;TORNILLO;1CD0
000000000000819299;0103;R0;0000100157;07H174755I;ST;;TORNILLO;1CD0
000000000000819354;0103;R0;0000100157;07R308123I;ST;;TORNILLO;1CD0
000000000000820783;0103;R0;0000100157;07GX24488I;ST;;TORNILLO;1CD0
000000000000820272;0103;R0;0000100157;0719M9356I;ST;;TORNILLO;1CD0
000000000000820274;0103;R0;0000100157;0719M9389I;ST;;TORNILLO;1CD0
000000000000820845;0103;R0;0000100157;07Z74127I;ST;;TORNILLO;1CD0
000000000000820930;0103;R0;0000100157;07LG691636I;ST;;TORNILLO;1CD0
000000000000819838;0103;R0;0000100157;0721M7213I;ST;;TORNILLO;1CD0
000000000000820581;0103;R0;0000100157;07L166301I;ST;;TORNILLO;1CD0
000000000000819884;0103;R0;0000100157;07F1003540I;ST;;TORNILLO;1CD0
000000000000819888;0103;R0;0000100157;07L159256I;ST;;TORNILLO;1CD0
000000000000826026;0103;R0;0000100157;07PF11600I;ST;;TORNILLO;1CD0
000000000000826780;0103;R0;0000100157;07E15301I;ST;;TORNILLO;1CD0
000000000000827331;0103;R0;0000100157;07Z103504I;ST;;TORNILLO;1CD0
000000000000827108;0103;R0;0000100157;07L166394I;ST;;TORNILLO;1CD0
000000000000827935;0103;R0;0000100157;0719M9140I;ST;;TORNILLO;1CD0
000000000000828085;0103;R0;0000100157;0719M7214I;ST;;TORNILLO;1CD0
000000000000828366;0103;R0;0000100157;07R138545I;ST;;TORNILLO;1CD0
000000000000828373;0103;R0;0000100157;07R138123I;ST;;TORNILLO;1CD0
000000000000823947;0103;R0;0000100157;0703M7210I;ST;;TORNILLO;1CD0
000000000000826304;0103;R0;0000100157;07R130589I;ST;;TORNILLO;1CD0
000000000000824360;0103;R0;0000100157;07F073340I;ST;;TORNILLO;1CD0
000000000000824374;0103;R0;0000100157;07F074120I;ST;;TORNILLO;1CD0
000000000000825064;0103;R0;0000100157;07L166293I;ST;;TORNILLO;1CD0
000000000000825847;0103;R0;0000100157;0708H4679I;ST;;TORNILLO;1CD0
000000000000831196;0103;R0;0000100157;07790107100I;ST;;TORNILLO;1CD0
000000000000831197;0103;R0;0000100157;0703M7476I;ST;;TORNILLO;1CD0
000000000000831198;0103;R0;0000100157;0709H1776I;ST;;TORNILLO;1CD0
000000000000831199;0103;R0;0000100157;0719H1765I;ST;;TORNILLO;1CD0
000000000000831200;0103;R0;0000100157;0719H2261I;ST;;TORNILLO;1CD0
000000000000831201;0103;R0;0000100157;0719H3317I;ST;;TORNILLO;1CD0
000000000000831202;0103;R0;0000100157;0719H3323I;ST;;TORNILLO;1CD0
000000000000831203;0103;R0;0000100157;0719H3554I;ST;;TORNILLO;1CD0
000000000000831204;0103;R0;0000100157;0719M10079I;ST;;TORNILLO;1CD0
000000000000831205;0103;R0;0000100157;0719M10157I;ST;;TORNILLO;1CD0
000000000000831206;0103;R0;0000100157;0719M10204I;ST;;TORNILLO;1CD0
000000000000831207;0103;R0;0000100157;0719M10310I;ST;;TORNILLO;1CD0
000000000000831208;0103;R0;0000100157;0719M10408I;ST;;TORNILLO;1CD0
000000000000831209;0103;R0;0000100157;0719M6755I;ST;;TORNILLO;1CD0
000000000000831210;0103;R0;0000100157;0719M7874I;ST;;TORNILLO;1CD0
000000000000831211;0103;R0;0000100157;0719M8078I;ST;;TORNILLO;1CD0
000000000000831212;0103;R0;0000100157;0719M8092I;ST;;TORNILLO;1CD0
000000000000831214;0103;R0;0000100157;0719M8299I;ST;;TORNILLO;1CD0
000000000000831217;0103;R0;0000100157;0719M9731I;ST;;TORNILLO;1CD0
000000000000831218;0103;R0;0000100157;0719M9832I;ST;;TORNILLO;1CD0
000000000000831219;0103;R0;0000100157;0719M9902I;ST;;TORNILLO;1CD0
000000000000831220;0103;R0;0000100157;0719M9938I;ST;;TORNILLO;1CD0
000000000000831221;0103;R0;0000100157;0719M9981I;ST;;TORNILLO;1CD0
000000000000831222;0103;R0;0000100157;0721H1302I;ST;;TORNILLO;1CD0
000000000000831223;0103;R0;0000100157;0721H1406I;ST;;TORNILLO;1CD0
000000000000831224;0103;R0;0000100157;0721M7376I;ST;;TORNILLO;1CD0
000000000000831225;0103;R0;0000100157;0721M7547I;ST;;TORNILLO;1CD0
000000000000831226;0103;R0;0000100157;0737H91I;ST;;TORNILLO;1CD0
000000000000831227;0103;R0;0000100157;0737M7237I;ST;;TORNILLO;1CD0
000000000000831228;0103;R0;0000100157;0737M7315I;ST;;TORNILLO;1CD0
000000000000831229;0103;R0;0000100157;0737M7454I;ST;;TORNILLO;1CD0
000000000000831230;0103;R0;0000100157;07AH216869I;ST;;TORNILLO;1CD0
000000000000831231;0103;R0;0000100157;07HXE23802I;ST;;TORNILLO;1CD0
000000000000831232;0103;R0;0000100157;07PF13564I;ST;;TORNILLO;1CD0
000000000000831233;0103;R0;0000100157;07R136508I;ST;;TORNILLO;1CD0
000000000000831234;0103;R0;0000100157;07R260828I;ST;;TORNILLO;1CD0
000000000000831235;0103;R0;0000100157;07R297391I;ST;;TORNILLO;1CD0
000000000000829949;0103;R0;0000100157;0709M7007I;ST;;TORNILLO;1CD0
000000000000831236;0103;R0;0000100157;07T120544I;ST;;TORNILLO;1CD0
000000000000831237;0103;R0;0000100157;07T178116I;ST;;TORNILLO;1CD0
000000000000831238;0103;R0;0000100157;07T178118I;ST;;TORNILLO;1CD0
000000000000831239;0103;R0;0000100157;07T178251I;ST;;TORNILLO;1CD0
000000000000831240;0103;R0;0000100157;07T182888I;ST;;TORNILLO;1CD0
000000000000831241;0103;R0;0000100157;07T185769I;ST;;TORNILLO;1CD0
000000000000831242;0103;R0;0000100157;07T191334I;ST;;TORNILLO;1CD0
000000000000831243;0103;R0;0000100157;07T191335I;ST;;TORNILLO;1CD0
000000000000831244;0103;R0;0000100157;07T191337I;ST;;TORNILLO;1CD0
000000000000831245;0103;R0;0000100157;07T204128I;ST;;TORNILLO;1CD0
000000000000831247;0103;R0;0000100157;07T280887I;ST;;TORNILLO;1CD0
000000000000831248;0103;R0;0000100157;07T281456I;ST;;TORNILLO;1CD0
000000000000831249;0103;R0;0000100157;07T286523I;ST;;TORNILLO;1CD0
000000000000831250;0103;R0;0000100157;07T308735I;ST;;TORNILLO;1CD0
000000000000831404;0103;R0;0000100157;07L171873I;ST;;TORNILLO;1CD0
000000000000831595;0103;R0;0000100157;0737M7340I;ST;;TORNILLO;1CD0
000000000000831597;0103;R0;0000100157;0737M7389I;ST;;TORNILLO;1CD0
000000000000831944;0103;R0;0000100157;07R52708I;ST;;TORNILLO;1CD0
000000000000831952;0103;R0;0000100157;0737H51I;ST;;TORNILLO;1CD0
000000000000831956;0103;R0;0000100157;0719H2651I;ST;;TORNILLO;1CD0
000000000000831967;0103;R0;0000100157;07R117569I;ST;;TORNILLO;1CD0
000000000000831987;0103;R0;0000100157;07R250832I;ST;;TORNILLO;1CD0
000000000000831989;0103;R0;0000100157;07R254492I;ST;;TORNILLO;1CD0
000000000000832016;0103;R0;0000100157;0737H137I;ST;;TORNILLO;1CD0
000000000000832057;0103;R0;0000100157;0721H1398I;ST;;TORNILLO;1CD0
000000000000832485;0103;R0;0000100157;0708H4462I;ST;;TORNILLO;1CD0
