VBELN;POSNR;FKART;FKDAT;RFBSK;FKSTO;VBTYP;ERDAT;MATNR;NETWR;MWSBP;MATKL;CHARG;SELLER_ID;SELLER_NOMBRE;SELLER_APELLIDO
0900417827;000020;ZSNB;20260302;C;;M;20260302;000000000000155531;205.12;38.97;0103;;;;
0900417827;000050;ZSNB;20260302;C;;M;20260302;000000000000739659;139.39;26.48;0103;;;;
0900417827;000060;ZSNB;20260302;C;;M;20260302;000000000000161215;60.26;11.45;0103;;;;
0900417827;000070;ZSNB;20260302;C;;M;20260302;000000000000161133;11.40;2.17;0103;;;;
0900417827;000080;ZSNB;20260302;C;;M;20260302;000000000000101267;1007.88;191.50;0103;;;;
0900417827;000100;ZSNB;20260302;C;;M;20260302;000000000000120977;175.10;33.27;0103;;;;
0900417827;000110;ZSNB;20260302;C;;M;20260302;000000000000136298;434.82;82.62;0103;;;;
0900417827;000120;ZSNB;20260302;C;;M;20260302;000000000000146317;458.69;87.15;0103;;;;
0900417827;000130;ZSNB;20260302;C;;M;20260302;000000000000155716;484.11;91.98;0103;;;;
0900417827;000140;ZSNB;20260302;C;;M;20260302;000000000000133473;1155.80;219.60;0103;;;;
0900417827;000150;ZSNB;20260302;C;;M;20260302;000000000000739883;95.32;18.11;0103;;;;
0900417827;000160;ZSNB;20260302;C;;M;20260302;000000000000194742;800.34;152.06;0103;;;;
0900417827;000180;ZSNB;20260302;C;;M;20260302;000000000000155735;943.62;179.29;0103;;;;
0900417827;000190;ZSNB;20260302;C;;M;20260302;000000000000155049;1602.44;304.47;0103;;;;
0900417827;000200;ZSNB;20260302;C;;M;20260302;000000000000155010;717.04;136.24;0103;;;;
0900417827;000210;ZSNB;20260302;C;;M;20260302;000000000000154991;181.89;34.56;0103;;;;
0900417827;000220;ZSNB;20260302;C;;M;20260302;000000000000154991;363.80;69.12;0103;;;;
0900417828;000010;ZSNB;20260302;C;;M;20260302;000000000000156431;248.18;47.15;0103;;;;
0900417828;000020;ZSNB;20260302;C;;M;20260302;000000000000156432;303.91;57.74;0103;;;;
0900417828;000040;ZSNB;20260302;C;;M;20260302;000000000000733268;602.20;114.43;0103;;;;
0900417829;000010;ZBEN;20260302;C;;M;20260302;000000000000797974;588.49;111.81;0019;;;;
0900417830;000010;ZBEN;20260302;C;;M;20260302;000000000000989620;5685.66;1080.28;0015;;;;
0900417830;000020;ZBEN;20260302;C;;M;20260302;SN115;160.00;30.40;0016;;;;
0900417834;000010;ZSNB;20260302;C;;M;20260302;000000000001042932;637.38;121.10;0129;;;;
0900417835;000010;ZNGR;20260302;C;;P;20260302;CS88;264.00;0.00;0082;;;;
0900417836;000010;ZSNB;20260302;C;;M;20260302;000000000000006233;23874.38;4536.13;0186;;;;
0900417837;000010;ZBEN;20260302;C;;M;20260302;000000000000819264;3018.19;573.46;0016;;;;
0900417838;000010;ZSNB;20260302;C;;M;20260302;000000000000106721;896.36;170.31;0103;;;;
0900417839;000010;ZSNB;20260302;C;;M;20260302;000000000000735982;899.37;170.88;0005;;;;
0900417840;000010;ZSNB;20260302;C;;M;20260302;000000000000106721;448.18;85.15;0103;;;;
0900417841;000010;ZSNB;20260302;C;;M;20260302;000000000000857402;1836.96;349.02;0103;;;;
0900417841;000020;ZSNB;20260302;C;;M;20260302;000000000000156140;193.33;36.73;0005;;;;
0900417841;000030;ZSNB;20260302;C;;M;20260302;000000000000197610;913.95;173.65;0005;;;;
0900417841;000040;ZSNB;20260302;C;;M;20260302;000000000000122824;49.77;9.46;0103;;;;
0900417841;000050;ZSNB;20260302;C;;M;20260302;000000000000156431;248.18;47.15;0103;;;;
0900417841;000060;ZSNB;20260302;C;;M;20260302;000000000000188937;370.56;70.41;0103;;;;
0900417841;000070;ZSNB;20260302;C;;M;20260302;000000000000188936;271.53;51.59;0103;;;;
0900417841;000080;ZSNB;20260302;C;;M;20260302;000000000000926093;8406.59;1597.27;0103;;;;
0900417841;000100;ZSNB;20260302;C;;M;20260302;000000000000122833;127.59;24.24;0103;;;;
0900417841;000110;ZSNB;20260302;C;;M;20260302;000000000000950930;504.53;95.86;0103;;;;
0900417841;000120;ZSNB;20260302;C;;M;20260302;000000000000161810;258.22;49.06;0103;;;;
0900417841;000130;ZSNB;20260302;C;;M;20260302;000000000000198927;44.07;8.37;0103;;;;
0900417841;000140;ZSNB;20260302;C;;M;20260302;000000000000155552;73.08;13.89;0103;;;;
0900417841;000150;ZSNB;20260302;C;;M;20260302;000000000000171575;113.94;21.65;0103;;;;
0900417841;000160;ZSNB;20260302;C;;M;20260302;000000000000173004;130.02;24.70;0103;;;;
0900417841;000170;ZSNB;20260302;C;;M;20260302;000000000000168439;112.50;21.38;0103;;;;
0900417841;000180;ZSNB;20260302;C;;M;20260302;000000000000155508;2670.71;507.43;0103;;;;
0900417841;000190;ZSNB;20260302;C;;M;20260302;000000000000177458;2657.86;504.99;0103;;;;
0900417841;000200;ZSNB;20260302;C;;M;20260302;000000000000155054;362.28;68.83;0103;;;;
0900417841;000210;ZSNB;20260302;C;;M;20260302;000000000000155261;702.43;133.46;0103;;;;
0900417841;000220;ZSNB;20260302;C;;M;20260302;000000000000157277;501.14;95.22;0103;;;;
0900417841;000230;ZSNB;20260302;C;;M;20260302;000000000000156877;197.97;37.61;0103;;;;
0900417842;000240;ZSNB;20260302;C;;M;20260302;000000000000844862;744.93;141.54;0103;;;;
0900417842;000250;ZSNB;20260302;C;;M;20260302;000000000000800880;1564.99;297.34;0103;;;;
0900417845;000010;ZNCN;20260302;C;;O;20260302;000000000000775003;445.36;84.62;0103;;;;
0900417845;000020;ZNCN;20260302;C;;O;20260302;000000000000775427;97.89;18.60;0103;;;;
0900417846;000010;ZSNB;20260302;C;;M;20260302;000000000000106721;2689.08;510.93;0103;;;;
0900417848;000010;ZSNB;20260302;C;;M;20260302;000000000000106721;448.18;85.15;0103;;;;
0900417849;000040;ZSNB;20260302;C;;M;20260302;000000000000700940;350.81;66.65;0034;;;;
0900417849;000050;ZSNB;20260302;C;;M;20260302;000000000000713481;70.67;13.43;0034;;;;
0900417849;000060;ZSNB;20260302;C;;M;20260302;000000000000858965;1232.24;234.13;0034;;;;
0900417851;000010;ZSNB;20260302;C;;M;20260302;000000000000965016;1008.68;191.65;0016;;;;
0900417852;000001;ZBEN;20260302;C;;M;20260302;000000000001024565;3980.77;756.35;0016;;;;
0900417854;000010;ZSNB;20260302;C;;M;20260302;000000000000106721;448.18;85.15;0103;;;;
0900417856;000010;ZBEN;20260302;C;;M;20260302;000000000000914464;210.00;39.90;0102;;;;
0900417857;000010;ZSNB;20260302;C;;M;20260302;000000000001042929;1095.40;208.13;0129;;;;
0900417857;000020;ZSNB;20260302;C;;M;20260302;000000000001042931;272.24;51.73;0129;;;;
0900417857;000030;ZSNB;20260302;C;;M;20260302;000000000001042932;106.23;20.18;0129;;;;
0900417857;000040;ZSNB;20260302;C;;M;20260302;000000000000106721;672.27;127.73;0103;;;;
0900417857;000050;ZSNB;20260302;C;;M;20260302;000000000001042929;219.08;41.63;0129;;;;
0900417857;000060;ZSNB;20260302;C;;M;20260302;000000000001042908;1902.90;361.54;0129;;;;
0900417858;000010;ZSNB;20260302;C;;M;20260302;000000000000735983;9250.70;1757.63;0005;;;;
0900417859;000010;ZSNB;20260302;C;;M;20260302;000000000000744712;4040.20;767.64;0013;;;;
0900417859;000020;ZSNB;20260302;C;;M;20260302;000000000000134133;933.06;177.28;0310;;;;
0900417861;000010;ZSNB;20260302;C;;M;20260302;000000000000825845;389.61;74.03;0013;;;;
0900417862;000010;ZSNB;20260302;C;;M;20260302;000000000000823799;5197.66;987.56;0310;;;;
0900417862;000020;ZSNB;20260302;C;;M;20260302;000000000000743950;275.48;52.34;0013;;;;
0900417862;000030;ZSNB;20260302;C;;M;20260302;000000000000743919;1332.97;253.26;0013;;;;
0900417862;000040;ZSNB;20260302;C;;M;20260302;000000000000701119;493.58;93.78;0013;;;;
0900417862;000050;ZSNB;20260302;C;;M;20260302;000000000000701123;938.31;178.28;0013;;;;
0900417863;000010;ZSNB;20260302;C;;M;20260302;000000000000208874;499.89;94.98;0026;;;;
0900417866;000010;ZSNB;20260302;C;;M;20260302;000000000001039632;745.20;141.59;0005;;;;
0900417867;000010;ZSNB;20260302;C;;M;20260302;000000000000835318;493.67;93.80;0013;;;;
0900417868;000010;ZSNB;20260302;C;;M;20260302;000000000000162116;665.06;126.36;0103;;;;
0900417869;000020;ZSNB;20260302;C;;M;20260302;000000000000161049;5302.02;1007.38;0103;;;;
0900417870;000010;ZSNB;20260302;C;;M;20260302;000000000000940796;1301.05;247.20;0016;;;;
0900417872;000010;ZBEN;20260302;C;;M;20260302;000000000000774877;1998.06;379.63;0015;;;;
0900417873;000010;ZSNB;20260302;C;;M;20260302;000000000000769220;4478.43;850.90;0016;;;;
0900417873;000020;ZSNB;20260302;C;;M;20260302;SN115;160.00;30.40;0016;;;;
0900417874;000010;ZSNB;20260302;C;;M;20260302;000000000000138393;193.27;36.72;0003;;;;
0900417875;000010;ZBEN;20260302;C;;M;20260302;000000000000797260;252.02;47.88;0102;;;;
0900417876;000010;ZSNB;20260302;C;;M;20260302;000000000000208829;693.72;131.81;0026;;;;
0900417877;000010;ZSNB;20260302;C;;M;20260302;000000000000155337;1604.01;304.76;0103;;;;
0900417877;000020;ZSNB;20260302;C;;M;20260302;000000000000155406;957.46;181.92;0103;;;;
0900417879;000010;ZBEN;20260302;C;;M;20260302;000000000000993028;6077.54;1154.73;0015;;;;
0900417882;000010;ZSNB;20260302;C;;M;20260302;000000000000156431;248.18;47.15;0103;;;;
0900417882;000020;ZSNB;20260302;C;;M;20260302;000000000000735981;192.94;36.66;0005;;;;
0900417883;000010;ZSNB;20260302;C;;M;20260302;000000000000846234;1656.51;314.74;0016;;;;
0900417884;000010;ZSNB;20260302;C;;M;20260302;000000000000119129;1095.31;208.11;0026;;;;
0900417885;000010;ZBEN;20260302;C;;M;20260302;000000000000875325;428.41;81.40;0003;;;;
0900417886;000010;ZSNB;20260302;C;;M;20260302;000000000000700770;507.98;96.52;0034;;;;
0900417886;000020;ZSNB;20260302;C;;M;20260302;000000000000700724;300.68;57.13;0034;;;;
0900417886;000040;ZSNB;20260302;C;;M;20260302;000000000000124213;142.18;27.01;0013;;;;
0900417887;000010;ZSNB;20260302;C;;M;20260302;000000000001012645;385.71;73.28;0003;;;;
0900417888;000010;ZSNB;20260302;C;;M;20260302;000000000000965011;1262.86;239.94;0016;;;;
0900417889;000010;ZSNB;20260302;C;;M;20260302;000000000000954979;2423.56;460.48;0016;;;;
0900417890;000010;ZSNB;20260302;C;;M;20260302;000000000000873674;7266.32;1380.60;0016;;;;
0900417891;000010;ZSNB;20260302;C;;M;20260302;000000000000113431;8239.27;1565.46;0019;;;;
0900417893;000010;ZSNB;20260302;C;;M;20260302;000000000000745290;3511.32;667.15;0016;;;;
0096967319;000010;S1;20260302;C;;N;20260302;000000000000111157;1953.11;371.09;0013;;;;
0900417896;000010;ZBEN;20260302;C;;M;20260302;000000000000914464;210.00;39.90;0102;;;;
0900417898;000010;ZSNB;20260302;C;;M;20260302;000000000000111157;1953.11;371.09;0013;;;;
0900417899;000010;ZSNB;20260302;C;;M;20260302;000000000000155441;513.57;97.58;0103;;;;
0900417899;000020;ZSNB;20260302;C;;M;20260302;000000000000774518;2439.78;463.56;0103;;;;
0900417900;000010;ZBEN;20260302;C;;M;20260302;000000000000964870;1267.64;240.85;0016;;;;
0900417901;000010;ZSNB;20260302;C;;M;20260302;000000000000932530;2631.99;500.07;0103;;;;
0900417901;000020;ZSNB;20260302;C;;M;20260302;000000000000161922;380.45;72.29;0005;;;;
0900417903;000010;ZSNB;20260302;C;;M;20260302;000000000000851961;3555.52;675.55;0016;;;;
0900417904;000010;ZSNB;20260302;C;;M;20260302;000000000000700884;327.57;62.24;0034;;;;
0900417906;000030;ZSNB;20260302;C;;M;20260302;000000000001047715;193.60;36.78;0104;;;;
0900417907;000010;ZSNB;20260302;C;;M;20260302;000000000000124213;142.18;27.01;0013;;;;
0900417908;000010;ZSNB;20260302;C;;M;20260302;000000000000702529;188.44;35.80;0034;;;;
0900417908;000040;ZSNB;20260302;C;;M;20260302;000000000000754274;1782.54;338.69;0013;;;;
0900417909;000010;ZBEN;20260302;C;;M;20260302;000000000000995499;77.19;14.67;0265;;;;
0900417910;000010;ZSNB;20260302;C;;M;20260302;000000000000827153;959.45;182.30;0019;;;;
0900417914;000010;ZSNB;20260302;C;;M;20260302;000000000001009307;6238.78;1185.37;0176;;;;
0900417915;000010;ZSNB;20260302;C;;M;20260302;000000000001008146;2833.65;538.39;0016;;;;
0900417916;000010;ZSNB;20260302;C;;M;20260302;000000000000156431;248.18;47.15;0103;;;;
0900417916;000020;ZSNB;20260302;C;;M;20260302;000000000000188937;370.56;70.41;0103;;;;
0900417916;000030;ZSNB;20260302;C;;M;20260302;000000000000741201;211.53;40.19;0103;;;;
0900417918;000070;ZSNB;20260302;C;;M;20260302;000000000000700884;327.57;62.24;0034;;;;
0900417919;000010;ZNGR;20260302;C;;P;20260302;CS0099;709.02;134.71;0027;;;;
0900417920;000010;ZBEN;20260302;C;;M;20260302;000000000000813258;2019.51;383.71;0016;;;;
0900417921;000001;ZBEN;20260302;C;;M;20260302;000000000001057682;104.43;19.84;0024;;;;
0900417927;000010;ZSNB;20260302;C;;M;20260302;000000000000121498;2431.62;462.01;0013;;;;
0900417930;000010;ZSNB;20260302;C;;M;20260302;000000000001042924;383.40;72.85;0129;;;;
0900417930;000020;ZSNB;20260302;C;;M;20260302;000000000001042908;126.86;24.10;0129;;;;
0900417931;000010;ZSNB;20260302;C;;M;20260302;000000000000154790;102.95;19.56;0103;;;;
0900417931;000020;ZSNB;20260302;C;;M;20260302;000000000000154651;283.97;53.95;0103;;;;
0900417931;000030;ZSNB;20260302;C;;M;20260302;000000000000932044;298.01;56.63;0104;;;;
0900417931;000040;ZSNB;20260302;C;;M;20260302;000000000000932050;109.74;20.85;0104;;;;
0900417932;000010;ZSNB;20260302;C;;M;20260302;000000000000106721;224.09;42.58;0103;;;;
0900417932;000020;ZSNB;20260302;C;;M;20260302;000000000000115884;599.80;113.96;0103;;;;
0900417933;000010;ZSNB;20260302;C;;M;20260302;000000000000706149;3872.09;735.70;0034;;;;
0900417934;000010;ZSNB;20260302;C;;M;20260302;000000000000700884;327.57;62.24;0034;;;;
0900417937;000010;ZSNB;20260302;C;;M;20260302;000000000000161654;202.50;38.48;0024;;;;
0900417941;000010;ZSNB;20260302;C;;M;20260302;000000000000907417;2303.47;437.66;0095;;;;
0900417941;000020;ZSNB;20260302;C;;M;20260302;000000000000812713;312.26;59.33;0095;;;;
0900417942;000010;ZS1B;20260227;C;;N;20260302;000000000000911999;55.12;10.47;0083;;;;
0900417942;000020;ZS1B;20260227;C;;N;20260302;000000000000853837;238.68;45.35;0003;;;;
0900417942;000030;ZS1B;20260227;C;;N;20260302;000000000000853952;203.00;38.57;0251;;;;
0900417942;000040;ZS1B;20260227;C;;N;20260302;000000000000927328;32.64;6.20;0251;;;;
0900417942;000050;ZS1B;20260227;C;;N;20260302;000000000000897419;552.16;104.91;0083;;;;
0900417942;000060;ZS1B;20260227;C;;N;20260302;000000000000999250;27.35;5.20;0083;;;;
0900417942;000070;ZS1B;20260227;C;;N;20260302;000000000001033702;158.54;30.12;0083;;;;
0900417942;000080;ZS1B;20260227;C;;N;20260302;CS51;1487.51;282.63;0082;;;;
0900417943;000010;ZSNB;20260302;C;;M;20260302;000000000001067332;5261.48;999.68;0095;;;;
0900417943;000020;ZSNB;20260302;C;;M;20260302;000000000001067301;14446.82;2744.90;0095;;;;
0900417944;000010;ZDBE;20260302;C;;P;20260302;000000000000911999;55.12;10.47;0083;;;;
0900417944;000020;ZDBE;20260302;C;;P;20260302;000000000000853837;238.68;45.35;0003;;;;
0900417944;000030;ZDBE;20260302;C;;P;20260302;000000000000853952;203.00;38.57;0251;;;;
0900417944;000040;ZDBE;20260302;C;;P;20260302;000000000000927328;32.64;6.20;0251;;;;
0900417944;000050;ZDBE;20260302;C;;P;20260302;000000000000897419;552.16;104.91;0083;;;;
0900417944;000060;ZDBE;20260302;C;;P;20260302;000000000000999250;27.35;5.20;0083;;;;
0900417944;000070;ZDBE;20260302;C;;P;20260302;000000000001033702;158.54;30.12;0083;;;;
0900417944;000080;ZDBE;20260302;C;;P;20260302;CS51;1487.51;282.63;0082;;;;
0900417947;000010;ZSNB;20260302;C;;M;20260302;000000000000842579;4868.05;924.93;0103;;;;
0900417949;000020;ZSNB;20260302;C;;M;20260302;000000000000140693;1616.09;307.06;0200;;;;
0900417949;000030;ZSNB;20260302;C;;M;20260302;000000000000141667;1942.08;369.00;0200;;;;
0900417949;000040;ZSNB;20260302;C;;M;20260302;000000000000141668;993.27;188.72;0200;;;;
0900417949;000050;ZSNB;20260302;C;;M;20260302;000000000000123258;701.58;133.30;0200;;;;
0900417949;000060;ZSNB;20260302;C;;M;20260302;000000000000124616;541.60;102.90;0200;;;;
0900417949;000070;ZSNB;20260302;C;;M;20260302;000000000000111725;99.62;18.93;0200;;;;
0900417952;000010;ZSNB;20260302;C;;M;20260302;000000000000757981;241.98;45.98;0103;;;;
0900417952;000030;ZSNB;20260302;C;;M;20260302;000000000000886860;631.52;119.99;0103;;;;
0900417952;000040;ZSNB;20260302;C;;M;20260302;000000000000737333;494.98;94.05;0103;;;;
0900417952;000050;ZSNB;20260302;C;;M;20260302;000000000000884191;1210.19;229.94;0103;;;;
0900417952;000060;ZSNB;20260302;C;;M;20260302;000000000000192057;294.88;56.03;0103;;;;
0900417952;000070;ZSNB;20260302;C;;M;20260302;000000000000978661;586.28;111.39;0001;;;;
0900417952;000080;ZSNB;20260302;C;;M;20260302;000000000000978662;434.84;82.62;0001;;;;
0900417952;000090;ZSNB;20260302;C;;M;20260302;000000000000194051;729.18;138.54;0103;;;;
0900417952;000100;ZSNB;20260302;C;;M;20260302;000000000000908798;1217.38;231.29;0103;;;;
0900417952;000110;ZSNB;20260302;C;;M;20260302;000000000000735982;899.37;170.88;0005;;;;
0900417954;000010;ZSNB;20260302;C;;M;20260302;000000000000157480;2032.74;386.22;0103;;;;
0900417956;000010;ZSNB;20260302;C;;M;20260302;000000000000107772;838.04;159.23;0013;;;;
0900417956;000020;ZSNB;20260302;C;;M;20260302;000000000000107764;444.33;84.42;0013;;;;
0900417956;000030;ZSNB;20260302;C;;M;20260302;000000000000107823;495.15;94.08;0013;;;;
0900417956;000040;ZSNB;20260302;C;;M;20260302;000000000000119242;267.73;50.87;0103;;;;
0900417957;000010;ZSNB;20260302;C;;M;20260302;000000000000782093;85.25;16.20;0103;;;;
0900417957;000020;ZSNB;20260302;C;;M;20260302;000000000000160424;626.53;119.04;0103;;;;
0900417958;000010;ZSNB;20260302;C;;M;20260302;000000000000896239;17584.44;3341.06;0034;;;;
0900417958;000020;ZSNB;20260302;C;;M;20260302;000000000000863901;5842.68;1110.11;0034;;;;
0900417958;000030;ZSNB;20260302;C;;M;20260302;000000000000721524;5438.52;1033.32;0034;;;;
0900417958;000050;ZSNB;20260302;C;;M;20260302;000000000000107772;419.02;79.61;0013;;;;
0900417958;000060;ZSNB;20260302;C;;M;20260302;000000000000702529;188.44;35.80;0034;;;;
0900417958;000070;ZSNB;20260302;C;;M;20260302;000000000000700940;350.81;66.65;0034;;;;
0900417958;000080;ZSNB;20260302;C;;M;20260302;000000000000700936;420.40;79.88;0034;;;;
0900417958;000090;ZSNB;20260302;C;;M;20260302;000000000000879214;1806.71;343.27;0034;;;;
0900417958;000100;ZSNB;20260302;C;;M;20260302;000000000000859610;1015.41;192.93;0034;;;;
0900417958;000110;ZSNB;20260302;C;;M;20260302;000000000000764710;6276.07;1192.45;0034;;;;
0900417961;000010;ZSNB;20260302;C;;M;20260302;000000000001042959;450.18;85.53;0129;;;;
0900417961;000020;ZSNB;20260302;C;;M;20260302;000000000001042974;1648.24;313.17;0129;;;;
0900417962;000010;ZBEN;20260302;C;;M;20260302;SN115;160.00;30.40;0016;;;;
0900417963;000010;ZSNB;20260302;C;;M;20260302;000000000000781196;743.71;141.30;0103;;;;
0900417963;000050;ZSNB;20260302;C;;M;20260302;000000000000154495;509.61;96.83;0103;;;;
0900417963;000060;ZSNB;20260302;C;;M;20260302;000000000000780447;123.44;23.45;0103;;;;
0900417964;000010;ZSNB;20260302;C;;M;20260302;000000000000767933;542.20;103.02;0103;;;;
0900417965;000010;ZSNB;20260302;C;;M;20260302;000000000000109117;1217.03;231.24;0013;;;;
0900417967;000010;ZSNB;20260302;C;;M;20260302;000000000000864522;1478.20;280.86;0034;;;;
0900417969;000010;ZDRL;20260228;C;;P;20260302;SERV.EXTERNO;800.00;152.00;0086;;;;
0900417969;000020;ZDRL;20260228;C;;P;20260302;000000000001010724;819.85;155.77;0003;;;;
0900417969;000030;ZDRL;20260228;C;;P;20260302;000000000000969869;1977.83;375.79;0003;;;;
0900417969;000040;ZDRL;20260228;C;;P;20260302;000000000000956529;4240.81;805.76;0003;;;;
0900417969;000050;ZDRL;20260228;C;;P;20260302;I330082_SL;3400.00;646.00;0035;;;;
0900417969;000060;ZDRL;20260228;C;;P;20260302;I320082_SL;1755.00;333.45;0036;;;;
0900417969;000070;ZDRL;20260228;C;;P;20260302;000000000000953820;386.79;73.49;0003;;;;
0900417969;000080;ZDRL;20260228;C;;P;20260302;000000000000962218;71.90;13.66;0003;;;;
0900417969;000090;ZDRL;20260228;C;;P;20260302;000000000000947060;1294.80;246.01;0003;;;;
0900417969;000100;ZDRL;20260228;C;;P;20260302;DEDUCIBLE;-1591.44;-302.37;0085;;;;
0900417969;000110;ZDRL;20260228;C;;P;20260302;VARIOS_TAPIDE;2123.97;403.55;0027;;;;
0900417970;000010;ZSNB;20260302;C;;M;20260302;000000000000759647;6043.11;1148.19;0091;;;;
0900417971;000010;ZDRP;20260228;C;;P;20260302;CS38;3121.54;593.09;0082;;;;
0900417971;000030;ZDRP;20260228;C;;P;20260302;000000000000110135;161.22;30.63;0013;;;;
0900417971;000040;ZDRP;20260228;C;;P;20260302;000000000000848978;7078.23;1344.87;0294;;;;
0900417971;000050;ZDRP;20260228;C;;P;20260302;CS38;1159.70;220.34;0082;;;;
0900417973;000010;ZDML;20260302;C;;P;20260302;000000000001051150;0.00;0.00;0029;;;;
0900417973;000020;ZDML;20260302;C;;P;20260302;000000000000852710;0.00;0.00;0003;;;;
0900417973;000030;ZDML;20260302;C;;P;20260302;000000000000931088;0.00;0.00;0003;;;;
0900417973;000040;ZDML;20260302;C;;P;20260302;000000000000006478;0.00;0.00;0027;;;;
0900417973;000050;ZDML;20260302;C;;P;20260302;000000000000999250;0.00;0.00;0083;;;;
0900417973;000060;ZDML;20260302;C;;P;20260302;000000000001033702;0.00;0.00;0083;;;;
0900417973;000070;ZDML;20260302;C;;P;20260302;000000000000956201;0.00;0.00;0083;;;;
0900417973;000080;ZDML;20260302;C;;P;20260302;CS51;0.00;0.00;0082;;;;
0900417974;000010;ZSNB;20260302;C;;M;20260302;000000000000971410;2037.36;387.10;0016;;;;
0900417975;000010;ZSNB;20260302;C;;M;20260302;000000000000188773;565.44;107.43;0013;;;;
0900417977;000010;ZSNB;20260302;C;;M;20260302;000000000000198360;143.40;27.25;0200;;;;
0900417977;000020;ZSNB;20260302;C;;M;20260302;000000000000819713;222.92;42.35;0200;;;;
0900417977;000030;ZSNB;20260302;C;;M;20260302;000000000000100566;242.55;46.08;0200;;;;
0900417977;000040;ZSNB;20260302;C;;M;20260302;000000000000819712;449.58;85.42;0200;;;;
0900417977;000050;ZSNB;20260302;C;;M;20260302;000000000000754274;891.27;169.35;0013;;;;
0900417979;000010;ZSNB;20260302;C;;M;20260302;000000000000910961;4986.03;947.35;0003;;;;
0900417980;000010;ZSNB;20260302;C;;M;20260302;000000000000156806;570.67;108.43;0103;;;;
0900417981;000010;ZDML;20260302;C;;P;20260302;000000000000979791;0.00;0.00;0119;;;;
0900417981;000020;ZDML;20260302;C;;P;20260302;000000000001033702;0.00;0.00;0083;;;;
0900417981;000030;ZDML;20260302;C;;P;20260302;000000000000999250;0.00;0.00;0083;;;;
0900417981;000040;ZDML;20260302;C;;P;20260302;000000000000897419;0.00;0.00;0083;;;;
0900417981;000050;ZDML;20260302;C;;P;20260302;CS51;0.00;0.00;0082;;;;
0900417982;000010;ZSNB;20260302;C;;M;20260302;000000000000134133;186.61;35.46;0310;;;;
0900417982;000020;ZSNB;20260302;C;;M;20260302;000000000000130347;1041.32;197.85;0310;;;;
0900417982;000030;ZSNB;20260302;C;;M;20260302;000000000000754274;1782.54;338.68;0013;;;;
0900417982;000040;ZSNB;20260302;C;;M;20260302;000000000000744712;808.04;153.53;0013;;;;
0900417983;000010;ZSNB;20260302;C;;M;20260302;000000000000861996;2406.86;457.30;0034;;;;
0900417985;000010;ZDRL;20260302;C;;P;20260302;000000000001057682;0.00;0.00;0024;;;;
0900417985;000020;ZDRL;20260302;C;;P;20260302;CS54;0.00;0.00;0082;;;;
0900417986;000010;ZSNB;20260302;C;;M;20260302;000000000000718355;2138.55;406.32;0013;;;;
0900417987;000010;ZSNB;20260302;C;;M;20260302;000000000001026581;3377.14;641.66;0097;;;;
0900417988;000010;ZDML;20260302;C;;P;20260302;000000000001065747;0.00;0.00;0083;;;;
0900417988;000020;ZDML;20260302;C;;P;20260302;000000000000852710;0.00;0.00;0003;;;;
0900417988;000030;ZDML;20260302;C;;P;20260302;000000000000002525;0.00;0.00;0027;;;;
0900417988;000040;ZDML;20260302;C;;P;20260302;000000000000006478;0.00;0.00;0027;;;;
0900417988;000050;ZDML;20260302;C;;P;20260302;000000000001033702;0.00;0.00;0083;;;;
0900417988;000060;ZDML;20260302;C;;P;20260302;000000000000999250;0.00;0.00;0083;;;;
0900417988;000070;ZDML;20260302;C;;P;20260302;CS51;0.00;0.00;0082;;;;
0900417989;000010;ZSNB;20260302;C;;M;20260302;000000000000160026;799.17;151.85;0103;;;;
0900417989;000020;ZSNB;20260302;C;;M;20260302;000000000000159687;77.92;14.80;0103;;;;
0900417989;000030;ZSNB;20260302;C;;M;20260302;000000000000159276;11.68;2.22;0103;;;;
0900417990;000001;ZBEN;20260302;C;;M;20260302;000000000001014668;1128.84;214.48;0015;;;;
0900417991;000010;ZSNB;20260302;C;;M;20260302;000000000001042929;109.54;20.81;0129;;;;
0900417991;000020;ZSNB;20260302;C;;M;20260302;000000000001042924;511.20;97.13;0129;;;;
0900417992;000010;ZBEN;20260302;C;;M;20260302;000000000001062183;1370.37;260.37;0016;;;;
0900417992;000020;ZBEN;20260302;C;;M;20260302;SN103;130.00;24.70;0016;;;;
0900417993;000010;ZSNB;20260302;C;;M;20260302;000000000000965016;1448.97;275.30;0016;;;;
0900417994;000010;ZSNB;20260302;C;;M;20260302;000000000000917191;4760.89;904.57;0034;;;;
0900417995;000010;ZDML;20260302;C;;P;20260302;000000000000962907;0.00;0.00;0083;;;;
0900417995;000020;ZDML;20260302;C;;P;20260302;000000000000751914;0.00;0.00;0251;;;;
0900417995;000030;ZDML;20260302;C;;P;20260302;000000000001033702;0.00;0.00;0083;;;;
0900417995;000040;ZDML;20260302;C;;P;20260302;000000000000999250;0.00;0.00;0083;;;;
0900417995;000050;ZDML;20260302;C;;P;20260302;000000000000897419;0.00;0.00;0083;;;;
0900417995;000060;ZDML;20260302;C;;P;20260302;CS51;0.00;0.00;0082;;;;
0900417995;000070;ZDML;20260302;C;;P;20260302;VARIOS_LIVIANO;0.00;0.00;0027;;;;
0900417996;000010;ZNCA;20260302;C;;O;20260302;;0.00;0.00;;;;;
0900417997;000010;ZSNB;20260302;C;;M;20260302;000000000000719879;27.65;5.25;0010;;;;
